B777-200 Operating Manual,Trevor Fenimore & Adam Gaweda
Unique nouns: 1564, Total nouns: 3966
Total time: Uncomputed,Cost per noun: Uncomputed
minute,"['\n \n \nOn May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. \nFederal Aviation Administration (FAA) approval to fly 180-minute extended range twin-', 'It entered service in June 1995 with United Airlines, already \nqualified for 180-minute ETOPS (Extended-range Twin-engine Operations) — an industry \nfirst.', 'It is also the first engine to operate with approval for 207-minute ETOPS.', 'The \nEGPWS displays potentially threatening terrain and gives an audible alert up to a minute \nin advance of possible terrain conflict, compared with 10 to 15 seconds for previous \nsystems.', 'Please note that this \ndoes  not  take  into  account  the  45  minute  reserve  required  (approximately \n14,000 lbs.)', 'The FAA states that you must have enough fuel to reach your destination, make \na  missed  approach,  reach  your  alternate  and  hold  for  30  minutes.', 'Close aircraft doors 5 minutes prior to scheduled departure time.']",8
may 30th,"['\n \n \nOn May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. \nFederal Aviation Administration (FAA) approval to fly 180-minute extended range twin-']",1
the first airplane,"['\n \n \nOn May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. \nFederal Aviation Administration (FAA) approval to fly 180-minute extended range twin-']",1
aviation history,"['\n \n \nOn May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. \nFederal Aviation Administration (FAA) approval to fly 180-minute extended range twin-']",1
180-minute extended range,"['\n \n \nOn May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. \nFederal Aviation Administration (FAA) approval to fly 180-minute extended range twin-']",1
operation,"['\nengine operations (ETOPS) at service entry.', 'For the crews, this means that the company can schedule pilots together that have \nnever flown together before and still maintain a safe operation.', 'In any circumstance where company procedure conflicts with manufacturer’s \nrecommended operation, company procedure will take precedence unless a safety factor \nis involved.', 'Monitor flight progress, fuel flow, and engine operations.']",4
etops,"['\nengine operations (ETOPS) at service entry.', 'The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 \naircraft, providing the best customer value.', 'Log Book / ETOPS          CHECKED & ON BOARD']",4
entry,"['\nengine operations (ETOPS) at service entry.', 'Boeing 777-200ER Aircraft Operating Manual \nCertification, first delivery, and entry into service of the 777-300ER are set for 2003.', 'Three  multi-purpose  control \ndisplay  units  (CDU)  provide \ndata  display  and  entry \ncapabilities  for  flight \nmanagement  functions.']",4
engine operations,"['\nengine operations (ETOPS) at service entry.', 'Monitor flight progress, fuel flow, and engine operations.']",2
service entry,['\nengine operations (ETOPS) at service entry.'],1
milestone,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.']",1
type,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.']",1
certification,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.', 'It received FAR33 certification (rated at 115,000 lbs of thrust) by the \nU.S. Federal Aviation Administration and the European Community’s Joint Airworthiness \nAuthorities in 2002.', 'Boeing 777-200ER Aircraft Operating Manual \nCertification, first delivery, and entry into service of the 777-300ER are set for 2003.']",3
etop,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.', 'It entered service in June 1995 with United Airlines, already \nqualified for 180-minute ETOPS (Extended-range Twin-engine Operations) — an industry \nfirst.', 'It is also the first engine to operate with approval for 207-minute ETOPS.', 'The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 \naircraft, providing the best customer value.']",4
another historic milestone,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.']",1
the first commercial airplane,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.']",1
"type 
certification","['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.']",1
180-etops approval,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.']",1
the same day,"['On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.']",1
winner,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
robert,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.', 'This document is copyright 2002, 2003 and 2005 by Robert J. Sucarato, Awais \nAhsan, Geoffrey Smith and Adam Gaweda.']",2
j.,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.', 'This document is copyright 2002, 2003 and 2005 by Robert J. Sucarato, Awais \nAhsan, Geoffrey Smith and Adam Gaweda.']",2
collier,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
trophy,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
national,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
aeronautic,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
association,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
achievement,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
february 15th,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
the winner,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
the prestigious robert j. collier trophy,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
"the u.s. national 
aeronautic association","['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
the top aeronautical achievement,"['On February 15th, 1996 the 777 \nwas named the winner of the prestigious Robert J. Collier Trophy by the U.S. National \nAeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
engine types,['Boeing 777-200ER Aircraft Operating Manual \nENGINE TYPES'],1
choice,"['The Boeing 777 is available with a choice of three major turbofan engines, from the \nmajor global manufacturers.', 'Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.']",3
turbofan,"['The Boeing 777 is available with a choice of three major turbofan engines, from the \nmajor global manufacturers.']",1
manufacturer,"['The Boeing 777 is available with a choice of three major turbofan engines, from the \nmajor global manufacturers.', 'In any circumstance where company procedure conflicts with manufacturer’s \nrecommended operation, company procedure will take precedence unless a safety factor \nis involved.']",3
a choice,"['The Boeing 777 is available with a choice of three major turbofan engines, from the \nmajor global manufacturers.']",1
three major turbofan engines,"['The Boeing 777 is available with a choice of three major turbofan engines, from the \nmajor global manufacturers.']",1
"the 
major global manufacturers","['The Boeing 777 is available with a choice of three major turbofan engines, from the \nmajor global manufacturers.']",1
trents,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.']",1
air,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', 'Air \nFrance, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital \nAviation Services have ordered a total of 49 firm 777 longer-range aircraft.', 'They do not require the heavy, complex air \nconditioning apparatus needed to cool equipment on current flight decks.', 'Air France, Continental \no', 'The Boeing 777 fleet installer contains no fewer than \nten aircraft – MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as \nwell as examples in Air France and Korean Air Lines colors.', 'The installer \nalso contains replacement textures for the default B777-300 that comes with Microsoft \nFlight Simulator, in Delta, Air France and Korean Air Lines.', 'As soon as APU has started, check APU bleed air valve open, \npacks auto and recirculation fans on.', 'Inform Air Traffic Control of your situation.', '\n \nIf air traffic control gives reports of wind shear on final approach, stay slightly above the \nlisted altitude when crossing decision height to leave enough room for expected wind \nshear.', 'However, to save on fuel consumption, pilots should \nalways use the listed climb procedures unless instructed otherwise by air traffic control.', 'Delta Virtual Airlines is not in anyway affiliated with Delta Air Lines or any of its \nsubsidiaries.', 'The  real  Delta  Air', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,']",16
france,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', 'Air \nFrance, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital \nAviation Services have ordered a total of 49 firm 777 longer-range aircraft.', 'Air France, Continental \no', 'The Boeing 777 fleet installer contains no fewer than \nten aircraft – MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as \nwell as examples in Air France and Korean Air Lines colors.', 'The installer \nalso contains replacement textures for the default B777-300 that comes with Microsoft \nFlight Simulator, in Delta, Air France and Korean Air Lines.']",5
ge,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', 'Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.', ""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", ""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at \nMojave, California."", 'Air \nFrance, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital \nAviation Services have ordered a total of 49 firm 777 longer-range aircraft.']",5
korean,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', 'The Boeing 777 fleet installer contains no fewer than \nten aircraft – MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as \nwell as examples in Air France and Korean Air Lines colors.', 'Two special paint schemes, \nthe Delta ‘Soaring Spirit’ and the Korean World Cup 2002, are also included.', 'The installer \nalso contains replacement textures for the default B777-300 that comes with Microsoft \nFlight Simulator, in Delta, Air France and Korean Air Lines.']",5
the rolls-royce trents,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.']",1
air france,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', 'Air France, Continental \no', 'The Boeing 777 fleet installer contains no fewer than \nten aircraft – MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as \nwell as examples in Air France and Korean Air Lines colors.', 'The installer \nalso contains replacement textures for the default B777-300 that comes with Microsoft \nFlight Simulator, in Delta, Air France and Korean Air Lines.']",4
the ge,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.']",1
the pratt,"['Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.']",1
rolls-royce trent,[' \nROLLS-ROYCE TRENT 800'],1
april,['The Trent 800 entered service in April 1996.'],2
the trent,"['The Trent 800 entered service in April 1996.', 'Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.', 'Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.']",3
foundation,"['Built on the foundation of Trent 700 (which \nentered  service  in  March  1995)  experience,']",1
march,"['Built on the foundation of Trent 700 (which \nentered  service  in  March  1995)  experience,', 'The \nPW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER \nairplane in March 1997.']",3
experience,"['Built on the foundation of Trent 700 (which \nentered  service  in  March  1995)  experience,', 'The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 \naircraft, providing the best customer value.']",4
the foundation,"['Built on the foundation of Trent 700 (which \nentered  service  in  March  1995)  experience,']",1
thrust,"['Trent  800  was  certified  ahead  of \nschedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.', 'Low weight and high thrust equates to \noptimum revenue earning capability.', ""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", 'It received FAR33 certification (rated at 115,000 lbs of thrust) by the \nU.S. Federal Aviation Administration and the European Community’s Joint Airworthiness \nAuthorities in 2002.', ""The  PW4084,  certified  at  86,760  pounds  thrust,  was  the  launch  engine  for \nBoeing's 777 super twinjet."", 'The \nPW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER \nairplane in March 1997.', 'Management  System  (AIMS)  provides  flight  and \nmaintenance crews all pertinent information concerning the overall condition of the \nairplane, its maintenance requirements and its key operating functions, including flight, \nthrust and communications management.', 'Idle thrust is sufficient to keep the \naircraft rolling.', '(cid:131) Once cleared for take off, advance the thrust levers to stabilize engines.', 'Hit the \nTOGA switch to set TO thrust (should be set by 80 knots).', 'Set CLB thrust.', 'Initial rate of climb: 2000 – 4000 fpm, depending on GW and CLB thrust, at 250', '(cid:131) After touchdown, apply reverse thrust.', '(cid:131) Call for Max Thrust and flaps 20°.', ' Set Throttles Full Reverse Thrust', 'Thrust Levers CLOSED.', 'Thrust Lever – CLOSED.', 'Do not use Thrust reversers on rollout.', 'Given the high thrust output from the 777 engines, climbing at higher rates is not as \ndifficult as in other large aircraft.']",25
target,"['Trent  800  was  certified  ahead  of \nschedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
"90,000 lb thrust","['Trent  800  was  certified  ahead  of \nschedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
its original target,"['Trent  800  was  certified  ahead  of \nschedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
"84,000 lb","['Trent  800  was  certified  ahead  of \nschedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
reputation,['Trent  800  rapidly  established  a \nreputation-for industry leading reliability and \nthe capability of the original design has been \ndemonstrated  by  continuing  thrust  growth.'],1
growth,['Trent  800  rapidly  established  a \nreputation-for industry leading reliability and \nthe capability of the original design has been \ndemonstrated  by  continuing  thrust  growth.'],2
"a 
reputation",['Trent  800  rapidly  established  a \nreputation-for industry leading reliability and \nthe capability of the original design has been \ndemonstrated  by  continuing  thrust  growth.'],1
industry leading reliability,['Trent  800  rapidly  established  a \nreputation-for industry leading reliability and \nthe capability of the original design has been \ndemonstrated  by  continuing  thrust  growth.'],1
the capability,['Trent  800  rapidly  established  a \nreputation-for industry leading reliability and \nthe capability of the original design has been \ndemonstrated  by  continuing  thrust  growth.'],1
the original design,['Trent  800  rapidly  established  a \nreputation-for industry leading reliability and \nthe capability of the original design has been \ndemonstrated  by  continuing  thrust  growth.'],1
"a common engine 
standard","['Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.']",1
the widest range,"['Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.']",1
any engine,"['Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.']",1
its  class,"['Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.']",1
shaft,['Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a'],1
generation,['Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a'],1
titanium,['Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a'],1
wide-,['Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a'],1
chord,['Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a'],1
fan,"['Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a', 'The PW4000 112-inch fan engine is the second derivative model in the PW4000 engine \nfamily.', 'The  PW4000  112-inch  fan  engine  retains  the  excellent  accessibility  and  component \nmodularity of other PW4000 family members to reduce maintenance time and cost.', ""Also, the fan \ncase is easily separated from the engine's core for split shipment without disturbing the \nbearing compartments."", 'The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 \naircraft, providing the best customer value.', 'As soon as APU has started, check APU bleed air valve open, \npacks auto and recirculation fans on.']",6
technology,"['Its  three-shaft  configuration  and \nsecond-generation  hollow  titanium  wide-\nchord  fan  technology  also  mean  that  a', 'The  advanced  technologies  that  were \nintroduced on the original engine in 1995 \nare incorporated into the GE90-115B engine.', 'The  engine  has  many  advanced, \nservice-proven technologies to enhance \noperational performance and durability.', '\nTALON (Technology for Advanced Low \nNOx) combustor technology (PW4098), \nand an improved Full-Authority Digital', 'Flight deck features include the following: \nPrincipal flight, navigation and engine information is presented on six large display \nscreens incorporating advanced liquid-crystal display technology.']",6
lb,"['Trent-powered  Boeing  777  weighs  up  to \n8,000 lb less than competitor-powered versions.', 'Max Landing Weight: (MLW)     450,000 lbs \n(cid:131)', 'Max Zero Fuel Weight: (MZFW)    429,000 lbs \n(cid:131)', 'Fuel Capacity:         297,789 lbs \n(cid:131)', 'Forward Cargo Capacity:        67,500 lbs \n(cid:131)', 'General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no', 'Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.', 'Range  7,730 nm \nFuel Burn Rate Factor  22.0 lbs/nm', 'As an example, for a 2000 nautical mile flight leg using the 777-200, the formula \nwould be (12,000 lbs + (2000NM * 22.0)) =', '56,000 lbs.']",10
competitor,"['Trent-powered  Boeing  777  weighs  up  to \n8,000 lb less than competitor-powered versions.']",1
"8,000 lb","['Trent-powered  Boeing  777  weighs  up  to \n8,000 lb less than competitor-powered versions.']",1
competitor-powered versions,"['Trent-powered  Boeing  777  weighs  up  to \n8,000 lb less than competitor-powered versions.']",1
weight,"['Low weight and high thrust equates to \noptimum revenue earning capability.', 'A ""fly-by-wire"" flight control saves weight and simplifies factory assembly compared to \nconventional mechanical systems relying on steel cables, and requires fewer spares and \nless maintenance in airline service.', 'This further simplifies assembly \nand saves weight, while increasing reliability through a reduction in the amount of wires \nand connectors', 'Max Take Off Weight: (MTOW)    634,000 lbs \n(cid:131)', 'Max Landing Weight: (MLW)     450,000 lbs \n(cid:131)', 'Max Zero Fuel Weight: (MZFW)    429,000 lbs \n(cid:131)', 'Operating Empty Weight: (OEW)    299,000 lbs \n \nCAPACITY', 'However, wind shear can be a problem given the \naircraft’s weight.']",11
earning,['Low weight and high thrust equates to \noptimum revenue earning capability.'],1
low weight,['Low weight and high thrust equates to \noptimum revenue earning capability.'],1
high thrust,['Low weight and high thrust equates to \noptimum revenue earning capability.'],1
optimum revenue earning capability,['Low weight and high thrust equates to \noptimum revenue earning capability.'],1
plant,"['Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.', 'Cargo total volume:          5,656 ft3 \nPOWER PLANTS \n(cid:131)']",2
%,"['Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.', 'Reduce throttle to 75% N .']",2
the power plant,"['Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.']",1
around 44%,"['Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.']",1
the available market,"['Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.']",1
general electric ge90,['GENERAL ELECTRIC GE90'],1
evaluation,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
engines,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.', 'Make sure throttle is at idle and start engines.', '(cid:131) Once cleared for take off, advance the thrust levers to stabilize engines.', 'Once engines have stopped, turn off all navigation and beacon lights.']",4
company,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.', 'Using standard operating procedures (see below) allows the pilots to estimate \nfuel loads closely and for company to budget appropriately.', 'An  unnecessary \noverabundance of fuel will only cost the company money.', ""These procedures are designed so that today's crews can work together effectively and \nsafely as well as allowing some standardization of procedures for the company."", 'By \nstandardizing procedures the company can budget flights better financially as flights will \nalways be the same or at least somewhat similar.', 'For the crews, this means that the company can schedule pilots together that have \nnever flown together before and still maintain a safe operation.', 'Boeing 777-200ER Aircraft Operating Manual \nthese procedures pilots will be able to make better use of the manual and also operate \nthe aircraft in a similar fashion company wide.', 'In any circumstance where company procedure conflicts with manufacturer’s \nrecommended operation, company procedure will take precedence unless a safety factor \nis involved.']",10
pound,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.', ""The  PW4084,  certified  at  86,760  pounds  thrust,  was  the  launch  engine  for \nBoeing's 777 super twinjet."", 'The \nPW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER \nairplane in March 1997.', 'The  PW4098,  at  99,040  pounds  of  thrust,  is  available for 777-200ER and 777-300 \nmodels.']",4
-300er,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
an extensive technical evaluation,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
ge aircraft engines,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
"the 
boeing company","['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
"a 115,000 pound-thrust ge90 derivative engine","['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
"all 
longer-range 777-200lr","['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
-300er derivatives,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",1
115b,"['The  advanced  technologies  that  were \nintroduced on the original engine in 1995 \nare incorporated into the GE90-115B engine.', ""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near""]",2
the  advanced  technologies,['The  advanced  technologies  that  were \nintroduced on the original engine in 1995 \nare incorporated into the GE90-115B engine.'],1
the original engine,['The  advanced  technologies  that  were \nintroduced on the original engine in 1995 \nare incorporated into the GE90-115B engine.'],1
the ge90-115b engine,['The  advanced  technologies  that  were \nintroduced on the original engine in 1995 \nare incorporated into the GE90-115B engine.'],1
culmination,['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
strategy,['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
1990,['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
centerline,['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
"the 
successful  culmination",['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
"our  original 
strategy",['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
the early 1990s,['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
"a new 
centerline engine",['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
"the boeing 777 aircraft 
family",['This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.'],1
record,"[""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near""]",1
lbs,"[""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", 'It received FAR33 certification (rated at 115,000 lbs of thrust) by the \nU.S. Federal Aviation Administration and the European Community’s Joint Airworthiness \nAuthorities in 2002.', 'Max Take Off Weight: (MTOW)    634,000 lbs \n(cid:131)', 'Operating Empty Weight: (OEW)    299,000 lbs \n \nCAPACITY', 'Aft Cargo Capacity:          49,000 lbs \n(cid:131)', 'Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)', 'Both \nside tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel \ntank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately \n204,649 lbs or 31,000 gallons.', 'Amount  12,000 lbs \n \n(cid:131)', 'Please note that this \ndoes  not  take  into  account  the  45  minute  reserve  required  (approximately \n14,000 lbs.)']",10
ground,"[""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", 'Enhanced  Ground', 'The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed \nto assist the pilot in ground maneuvering the 777-300 with camera views of the nose \ngear and main gear areas.']",5
test,"[""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", ""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at \nMojave, California."", 'The information in this manual has been gathered from Internet resources and \nfrom test flying the aircraft.']",5
