VideoGameGenres_07_nouns.csv
Unique nouns: 207, Total nouns: 340
Total time: Uncomputed,Cost per noun: Uncomputed
the method,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.', 'Â\xa0\n\nThe method will, alas, be survey based, relying on self-reporting.']",2
four keys,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
skill,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.', 'Skills: Strategic, Tactical & Logistical', 'Skills: Strategic\n\nÂ']",4
temperament,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.']",1
theory,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.']",1
logistical,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.', 'Skills: Strategic, Tactical & Logistical']",4
set,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.']",1
skills,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.', 'Skills: Strategic, Tactical & Logistical', 'Skills: Strategic\n\nÂ']",3
temperament theory,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.']",1
diplomatic skill sets,"['\n\nSkills (derived from Temperament Theory), namely Strategic , Tactical , Logistical andÂ\xa0 Diplomatic skill sets.']",1
datum,"['Additionally, as before, data on favourite games would be collected.']",1
data,"['Additionally, as before, data on favourite games would be collected.']",1
favourite games,"['Additionally, as before, data on favourite games would be collected.']",1
time,"[""(We didn't learn much from least favourite games, and I'm disinclined to bother with it this time).""]",1
much from least favourite games,"[""(We didn't learn much from least favourite games, and I'm disinclined to bother with it this time).""]",1
pointer,['A few more pointers will also be included.'],1
a few more pointers,['A few more pointers will also be included.'],1
survey,"['Â\xa0\n\nThe method will, alas, be survey based, relying on self-reporting.']",2
self,"['Â\xa0\n\nThe method will, alas, be survey based, relying on self-reporting.']",1
reporting,"['Â\xa0\n\nThe method will, alas, be survey based, relying on self-reporting.']",1
self-reporting,"['Â\xa0\n\nThe method will, alas, be survey based, relying on self-reporting.']",1
error,"['As such, it will be prone to errors, but I believe it may still be worthwhile.']",1
errors,"['As such, it will be prone to errors, but I believe it may still be worthwhile.']",1
case,"['As before, we will follow up with case studies.']",1
case studies,"['As before, we will follow up with case studies.']",1
's,"[""\n\nNow, let's look at the hypothetical patterns.""]",1
the hypothetical patterns,"[""\n\nNow, let's look at the hypothetical patterns.""]",1
dgd1,"['The first four ""basic players"" are named after the DGD1 types; the remaining five express areas I feel that first model overlooked.']",1
"the first four ""basic players","['The first four ""basic players"" are named after the DGD1 types; the remaining five express areas I feel that first model overlooked.']",1
the dgd1 types,"['The first four ""basic players"" are named after the DGD1 types; the remaining five express areas I feel that first model overlooked.']",1
the remaining five express areas,"['The first four ""basic players"" are named after the DGD1 types; the remaining five express areas I feel that first model overlooked.']",1
first model,"['The first four ""basic players"" are named after the DGD1 types; the remaining five express areas I feel that first model overlooked.']",1
hypothetical,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",1
basic,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",1
players,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",1
conqueror,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:', 'The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.', 'Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.', 'It is likely that Conquerors are younger on average than other players.']",5
challenge,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:', 'Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",3
hard,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",1
the (hypothetical) 9 basic players,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",1
any challenge,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",1
hard agon,"['Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",1
anger/fiero,"['Anger/Fiero, (Fear?)']",1
(fear,"['Anger/Fiero, (Fear?)']",1
strategic,"['Skills: Strategic, Tactical & Logistical']",2
tactical,"['Skills: Strategic, Tactical & Logistical']",2
mainstay,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.', 'Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",2
market,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
videogame,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
diet,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
person,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
shooters,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
the fiero-seeking conqueror,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
the economic mainstay,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
the upper market,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
videogames,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
a diet,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
first person shooters,"['The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.']",1
draw,"['Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",1
complaint,"['Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",1
the draw,"['Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",1
this player,"['Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",1
â€,"['Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",1
the complaint,"['Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",1
a conqueror,"['Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.']",1
triumph,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",2
adversity,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",2
ringer,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
limit,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
result,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
the emotion,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
the player,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
the ringer,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
their limits,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
a result anger,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
(possibly) fear,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
related emotions,"['Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",1
conquerors,['It is likely that Conquerors are younger on average than other players.'],1
other players,['It is likely that Conquerors are younger on average than other players.'],1
complex,"['\n\nÂ\xa0\n\n""I have to know how it works""\n\nPlay: Complex Ludus, Agon']",1
complex ludus,"['\n\nÂ\xa0\n\n""I have to know how it works""\n\nPlay: Complex Ludus, Agon']",1
"strategic

â",['Skills: Strategic\n\nÂ'],1
manager,"['The strategic-minded manager is a complexity-seeking player.', 'Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",2
complexity,['The strategic-minded manager is a complexity-seeking player.'],1
the strategic-minded manager,['The strategic-minded manager is a complexity-seeking player.'],1
a complexity-seeking player,['The strategic-minded manager is a complexity-seeking player.'],1
rule,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
strategy,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
crpgs,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
adventure,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
many rules,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
both strategy games,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
certain crpgs,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
the mainstay,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
such a player,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
adventure games,"['Games with many rules, including both strategy games, and certain cRPGs, are the mainstay of such a player, although adventure games will also be enjoyed by many.']",1
theme,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
satisfaction,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
knowledge,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",2
mastery,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",2
feeling,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
a theme,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
the manager,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
this one emotion,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
the satisfaction,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
the feeling,"['Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",1
hour,['They can rack up serious hours on the games they really love.'],1
they,['They can rack up serious hours on the games they really love.'],2
serious hours,['They can rack up serious hours on the games they really love.'],1
the games,['They can rack up serious hours on the games they really love.'],1
