Genres_04_nouns.csv
Unique nouns: 498, Total nouns: 1271
Total time: Uncomputed,Cost per noun: Uncomputed
reward,"['Market leaders in this genre are often boldly coloured, designed for intuitive interaction and have a high balance of reward to time to keep people coming back.']",1
designer,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.']",1
lot,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.', 'Retaining players involves a lot of careful design of levels, challenges and events.']",2
juice,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.']",1
sound,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.']",1
motion,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.']",1
element,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.', '[60] [61]\n\nMain article: Horror game\n\nHorror games are games that incorporate elements of horror fiction into their narrative, generally irrespective of the type of gameplay.', 'It is the only major video game genre that is recognized by narrative elements rather than by gameplay, gameplay mode, or platform.', 'Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.', '\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.', 'More commonly, sandbox games results from these creative elements being incorporated into other genres and allowing for emergent gameplay .', 'For example, Second Life uses some of the gameplay investment and interface elements described in section 4 of the paper.']",7
sense,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.']",1
sea,"['Designers of these games should add a lot of ""juice"" (sound and motion elements that excite the senses) to make them stand out in a sea of highly similar games.']",1
requirement,"['Due to the aforementioned requirements, many of these games are quite simple to pick up and play without lengthy tutorials.']",1
tutorial,"['Due to the aforementioned requirements, many of these games are quite simple to pick up and play without lengthy tutorials.']",1
design,"['Retaining players involves a lot of careful design of levels, challenges and events.', 'Art games typically go out of their way to have a unique, unconventional look, often standing out for aesthetic beauty or complexity in design.', 'While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.', 'Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.']",4
level,"['Retaining players involves a lot of careful design of levels, challenges and events.', '\n\nMain article: Esports\n\nEsports games are multiplayer games that are usually played competitively at the professional level.', 'These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.', 'Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.', 'Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.']",6
challenge,"['Retaining players involves a lot of careful design of levels, challenges and events.', '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",2
event,"['Retaining players involves a lot of careful design of levels, challenges and events.', ""They are hand-made to feature real names, places and events from the recipient's life.""]",2
digital,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces.""]",2
dccg,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces."", ""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",3
ccg,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces."", ""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",2
case,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces."", 'In all, these games require very little involvement from the player, and in most cases they play themselves; hence the use of the word "" idle "".', ""However, this isn't always the case as some games have used assets unavailable in the normal Game."", 'In these cases, there is often no concrete goal or end to the game, although there may be the main storyline, such as with games like The Elder Scrolls V: Skyrim .']",4
image,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces."", '[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.']",2
icon,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces.""]",1
avatar,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces.""]",1
symbol,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces.""]",1
piece,"[""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces.""]",1
replication,"[""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",1
counterpart,"[""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",1
magic,"[""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",1
gathering,"[""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",1
foregone,"[""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",1
hearthstone,"[""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone .""]",1
gacha,"['Main article: Gacha game\n\nGacha games are video games that implement the gacha (toy vending machine) mechanic.', 'Similar to loot boxes , gacha games induce players to spend in-game currency to receive a random virtual item.', 'Most of these games are free-to-play mobile games , where the gacha serves as an incentive to spend real-world money.']",5
toy,"['Main article: Gacha game\n\nGacha games are video games that implement the gacha (toy vending machine) mechanic.', 'Some games exist as pure sandbox games with no objectives; these are also known as non-games or software toys .']",2
mechanic,"['Main article: Gacha game\n\nGacha games are video games that implement the gacha (toy vending machine) mechanic.', 'Photography mechanics are often implemented as sidequests in games in other genres, but there are also games where photography is the main gameplay mode.', '\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.', '[ edit ]\n\nIn video games, an open world is a game mechanic of using a virtual world that the player can explore and approach objectives freely, as opposed to a world with more linear and structured gameplay.']",4
box,"['Similar to loot boxes , gacha games induce players to spend in-game currency to receive a random virtual item.', 'The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",2
currency,"['Similar to loot boxes , gacha games induce players to spend in-game currency to receive a random virtual item.']",1
item,"['Similar to loot boxes , gacha games induce players to spend in-game currency to receive a random virtual item.', 'Normally, party games have a variety of mini-games that range between collecting more of a certain item than other players or having the fastest time at something.']",2
incentive,"['Most of these games are free-to-play mobile games , where the gacha serves as an incentive to spend real-world money.']",1
money,"['Most of these games are free-to-play mobile games , where the gacha serves as an incentive to spend real-world money.']",1
horror,"['[60] [61]\n\nMain article: Horror game\n\nHorror games are games that incorporate elements of horror fiction into their narrative, generally irrespective of the type of gameplay.', 'Survival horror is a subgenre of horror games focused on action-adventure style of gameplay.']",5
fiction,"['[60] [61]\n\nMain article: Horror game\n\nHorror games are games that incorporate elements of horror fiction into their narrative, generally irrespective of the type of gameplay.']",1
narrative,"['[60] [61]\n\nMain article: Horror game\n\nHorror games are games that incorporate elements of horror fiction into their narrative, generally irrespective of the type of gameplay.', 'Story/Narrative is often removed or non-existent in these modes.']",2
mode,"['It is the only major video game genre that is recognized by narrative elements rather than by gameplay, gameplay mode, or platform.', 'Photography mechanics are often implemented as sidequests in games in other genres, but there are also games where photography is the main gameplay mode.', 'Minecraft (2011) is one of the most successful examples of a sandbox game, with players able to enjoy in both creative modes and through more goal-driven survival modes.', '\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.', 'Story/Narrative is often removed or non-existent in these modes.', 'However, while generally rare, creative modes have been seen to have an independent story from the main game or even be an entirely independent game.']",9
survival,"['Survival horror is a subgenre of horror games focused on action-adventure style of gameplay.', 'Minecraft (2011) is one of the most successful examples of a sandbox game, with players able to enjoy in both creative modes and through more goal-driven survival modes.']",2
action,"['Survival horror is a subgenre of horror games focused on action-adventure style of gameplay.', 'Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).', 'Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.', 'These games can have any kind of gameplay, from puzzles to action to adventure.', ""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'."", 'This critiqued a variety of adventure and action games to categorize gameplay and interaction for adventure, action, and hybrid genres.', ""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games.""]",8
adventure,"['Survival horror is a subgenre of horror games focused on action-adventure style of gameplay.', 'This genre frequently crosses over with adventure and educational games.', ""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'."", 'This critiqued a variety of adventure and action games to categorize gameplay and interaction for adventure, action, and hybrid genres.', ""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games.""]",6
style,"['Survival horror is a subgenre of horror games focused on action-adventure style of gameplay.', 'It detailed various interaction styles present in these genres and extrapolated to future user interface and gameplay possibilities for these and other genres.']",2
ign,"['[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.']",1
cookie,"['[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.', '[63]\n\nThis genre involves games that orient the player with a trivial task, such as clicking a cookie; and as the game progresses, the player is gradually rewarded certain upgrades for completing said task.']",2
clicker,"['[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.']",1
role,"['[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.', ""\n\nA social deduction game is a game in which players attempt to uncover each other's hidden role or team allegiance."", ""During gameplay, players can use logic and deductive reasoning to try to deduce one another's roles, while other players can bluff to keep players from suspecting them."", 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.']",4
establishment,"['[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.']",1
task,"['[63]\n\nThis genre involves games that orient the player with a trivial task, such as clicking a cookie; and as the game progresses, the player is gradually rewarded certain upgrades for completing said task.', '[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.', '\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.']",4
upgrade,"['[63]\n\nThis genre involves games that orient the player with a trivial task, such as clicking a cookie; and as the game progresses, the player is gradually rewarded certain upgrades for completing said task.']",1
use,"['In all, these games require very little involvement from the player, and in most cases they play themselves; hence the use of the word "" idle "".']",1
word,"['In all, these games require very little involvement from the player, and in most cases they play themselves; hence the use of the word "" idle "".']",1
orteil,"['In early 2014, Orteil released an early version of Idle Game Maker, a tool allowing customized idle games to be made without coding knowledge.']",1
idle,"['In early 2014, Orteil released an early version of Idle Game Maker, a tool allowing customized idle games to be made without coding knowledge.']",1
maker,"['In early 2014, Orteil released an early version of Idle Game Maker, a tool allowing customized idle games to be made without coding knowledge.']",1
tool,"['In early 2014, Orteil released an early version of Idle Game Maker, a tool allowing customized idle games to be made without coding knowledge.']",1
knowledge,"['In early 2014, Orteil released an early version of Idle Game Maker, a tool allowing customized idle games to be made without coding knowledge.']",1
logic,"['[64]\n\nLogic game[ edit ]\n\nLogic games require the player to solve logic puzzles or navigate complex locations such as mazes .', ""During gameplay, players can use logic and deductive reasoning to try to deduce one another's roles, while other players can bluff to keep players from suspecting them.""]",2
puzzle,"['[64]\n\nLogic game[ edit ]\n\nLogic games require the player to solve logic puzzles or navigate complex locations such as mazes .', 'They are well suited to casual play , and tile-matching puzzle games are among the most popular casual games.', 'Tetris , labeled a puzzle game, is credited for revolutionizing gaming and popularizing the puzzle genre.', 'These games can have any kind of gameplay, from puzzles to action to adventure.']",5
location,['[64]\n\nLogic game[ edit ]\n\nLogic games require the player to solve logic puzzles or navigate complex locations such as mazes .'],1
maze,['[64]\n\nLogic game[ edit ]\n\nLogic games require the player to solve logic puzzles or navigate complex locations such as mazes .'],1
matching,"['They are well suited to casual play , and tile-matching puzzle games are among the most popular casual games.']",1
tetris,"['Tetris , labeled a puzzle game, is credited for revolutionizing gaming and popularizing the puzzle genre.']",1
party,"['\n\nParty game', '[ edit ]\n\nParty games are video games developed specifically for multiplayer games between many players.', 'Normally, party games have a variety of mini-games that range between collecting more of a certain item than other players or having the fastest time at something.', 'Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .', 'Versus multiplayer games are not generally considered to be party games.']",5
mini,"['Normally, party games have a variety of mini-games that range between collecting more of a certain item than other players or having the fastest time at something.']",1
crash,"['Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .']",1
bash,"['Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .']",1
rayman,"['Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .']",1
raving,"['Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .']",1
rabbids,"['Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .']",1
versus,['Versus multiplayer games are not generally considered to be party games.'],1
photography,"['\n\nPhotography game', '[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.', 'Photography mechanics are often implemented as sidequests in games in other genres, but there are also games where photography is the main gameplay mode.']",4
photo,"['[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.']",1
camera,"['[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.']",1
system,"['[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.', 'The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.']",2
point,"['[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.', 'In trivia games, the object is to answer questions with the goal of obtaining points.']",2
sidequest,"['Photography mechanics are often implemented as sidequests in games in other genres, but there are also games where photography is the main gameplay mode.']",1
pokã,['These include PokÃ©mon'],1
snap,"['Snap , Afrika and the Fatal Frame series.']",1
afrika,"['Snap , Afrika and the Fatal Frame series.']",1
fatal,"['Snap , Afrika and the Fatal Frame series.']",1
frame,"['Snap , Afrika and the Fatal Frame series.']",1
programming,"['Programming game[ edit ]\n\nA programming game is a computer game where the player has no direct influence on the course of the game.', 'Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).', 'Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.']",4
influence,['Programming game[ edit ]\n\nA programming game is a computer game where the player has no direct influence on the course of the game.'],1
course,['Programming game[ edit ]\n\nA programming game is a computer game where the player has no direct influence on the course of the game.'],1
script,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).']",1
domain,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).']",1
language,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).']",1
order,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).', '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.']",2
character,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).', 'Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.', 'The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.']",3
robot,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).']",1
tank,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).']",1
bacteria,"['Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).']",1
spacechem,"['In SpaceChem , for example, players design circuits used for creating molecules from raw materials.']",1
circuit,"['In SpaceChem , for example, players design circuits used for creating molecules from raw materials.']",1
molecule,"['In SpaceChem , for example, players design circuits used for creating molecules from raw materials.']",1
material,"['In SpaceChem , for example, players design circuits used for creating molecules from raw materials.']",1
final,"['Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.']",1
fantasy,"['Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.']",1
xii,"['Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.']",1
deduction,"['\n\nSocial deduction game[ edit ]', ""\n\nA social deduction game is a game in which players attempt to uncover each other's hidden role or team allegiance."", 'A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.']",3
team,"[""\n\nA social deduction game is a game in which players attempt to uncover each other's hidden role or team allegiance.""]",1
allegiance,"[""\n\nA social deduction game is a game in which players attempt to uncover each other's hidden role or team allegiance.""]",1
reasoning,"[""During gameplay, players can use logic and deductive reasoning to try to deduce one another's roles, while other players can bluff to keep players from suspecting them.""]",1
us,"['A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.']",1
influx,"['A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.']",1
popularity,"['A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.', '[ edit ]\n\nTrivia games are growing in popularity, especially on mobile phones where people may only have a few minutes to play the game.']",2
twitch,"['A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.', 'These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",2
streamer,"['A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.']",1
youtubers,"['A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.']",1
trivia,"['[ edit ]\n\nTrivia games are growing in popularity, especially on mobile phones where people may only have a few minutes to play the game.', 'In trivia games, the object is to answer questions with the goal of obtaining points.']",2
phone,"['[ edit ]\n\nTrivia games are growing in popularity, especially on mobile phones where people may only have a few minutes to play the game.']",1
minute,"['[ edit ]\n\nTrivia games are growing in popularity, especially on mobile phones where people may only have a few minutes to play the game.']",1
question,"['In trivia games, the object is to answer questions with the goal of obtaining points.']",1
goal,"['In trivia games, the object is to answer questions with the goal of obtaining points.', '[69] Some of these games have no specific ending or goal in the game.', '\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.', 'Minecraft (2011) is one of the most successful examples of a sandbox game, with players able to enjoy in both creative modes and through more goal-driven survival modes.', 'In these cases, there is often no concrete goal or end to the game, although there may be the main storyline, such as with games like The Elder Scrolls V: Skyrim .', '[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.']",7
trivium,['They may be based on real-life trivia game shows such as Are You Smarter than a 5th Grader? or Family Feud .'],1
grader,['They may be based on real-life trivia game shows such as Are You Smarter than a 5th Grader? or Family Feud .'],1
family,['They may be based on real-life trivia game shows such as Are You Smarter than a 5th Grader? or Family Feud .'],1
feud,['They may be based on real-life trivia game shows such as Are You Smarter than a 5th Grader? or Family Feud .'],1
typing,"['Typing game[ edit ]\n\nA typing game is any game that uses typing as the main method of interaction.', 'Numerous subgenres exist, in fields such as math or typing.']",2
method,['Typing game[ edit ]\n\nA typing game is any game that uses typing as the main method of interaction.'],1
entertainment,"['While they initially started as a type of educational game, they later became more entertainment focused as indie developers explored possibilities within the genre.', '\n\nVideo game genres by purpose[ edit ]\n\nWhile most video games are designed as entertainment, many video games are designed with additional purposes.', 'Games fit into the category of entertainment, and similarly ""exergames"" are a category of ""exertainment"" (formed from "" exercise "" and "" entertainment "").', '""Exertainment"" refers to one aspect of adding entertainment to an exercise workout.']",5
indie,"['While they initially started as a type of educational game, they later became more entertainment focused as indie developers explored possibilities within the genre.']",1
possibility,"['While they initially started as a type of educational game, they later became more entertainment focused as indie developers explored possibilities within the genre.', 'It detailed various interaction styles present in these genres and extrapolated to future user interface and gameplay possibilities for these and other genres.']",2
purpose,"['\n\nVideo game genres by purpose[ edit ]\n\nWhile most video games are designed as entertainment, many video games are designed with additional purposes.', 'These purposes are as varied as the nature of information itselfâ€”to inform, persuade, or stimulate.', 'Modified games created for artistic purposes are sometimes referred to as "" videogame art .""', 'The purpose of the casual game is to entertain, but with a much lower commitment than other video games.', '\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.', 'They are included here for such distinguishing purposes.']",7
nature,"['These purposes are as varied as the nature of information itselfâ€”to inform, persuade, or stimulate.', 'The ""sandbox"" term derives from the nature of a sandbox that lets children create nearly anything they want within it.', '[70]\n\nIn a University of Queensland study, game enjoyment was correlated with attributes such as immersion, social interaction, and the nature of the goals.']",3
information,"['These purposes are as varied as the nature of information itselfâ€”to inform, persuade, or stimulate.']",1
inform,"['These purposes are as varied as the nature of information itselfâ€”to inform, persuade, or stimulate.']",1
persuade,"['These purposes are as varied as the nature of information itselfâ€”to inform, persuade, or stimulate.']",1
kind,"['These games can have any kind of gameplay, from puzzles to action to adventure.', 'Main article: Art game\n\nArt games are designed so as to emphasize art or whose structures are intended to produce some kind of non- ludological reaction in its audience.']",2
advergame,"['Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.', 'The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.', 'The majority of advergames are found online and mostly include simple and cheaply made Flash games.', 'Some advergames were released to consoles, like Pepsiman for Sony PlayStation.']",5
advergames,"['Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.']",1
context,"['Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.']",1
software,"['Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.', 'Some games exist as pure sandbox games with no objectives; these are also known as non-games or software toys .']",2
product,"['Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.']",1
organization,"['Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.']",1
viewpoint,"['Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.']",1
disk,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
chef,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
boyardee,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
coca,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
cola,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
samsung,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
brand,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
cereal,"['The first advergames were distributed on floppy disk by the Chef Boyardee , Coca-Cola , and Samsung brands, [65] while the first cereal box advergame was Chex Quest in 1996.']",1
