VideoGameGenres_00_nouns.csv
Unique nouns: 248, Total nouns: 495
Total time: Uncomputed,Cost per noun: Uncomputed
behaviour,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Role-play games allow for scenario-based concepts with certain behaviours to be demonstrated and decisions to be made.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",3
modelling,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
practice,['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.'],2
environment,['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.'],1
simulation games,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', '\n\nExamples of simulation games are:\n\nBusiness: Simulations allow for systems and business models to be experienced.']",2
new issues,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
a different perspective,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
new mental models,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
team dynamics,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
conflict handling,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
behaviour modelling,"['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
realistic experiences,['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.'],1
a safe environment,['\n\nSimulation games seek to achieve:\n\nExploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication and development of team dynamics and conflict handling\n\nBehaviour modelling and allows players to appreciate realistic experiences while gathering experience and practice in a safe environment.'],1
allow,['\n\nAllows for various disciplines and social sciences'],1
discipline,['\n\nAllows for various disciplines and social sciences'],1
science,['\n\nAllows for various disciplines and social sciences'],1
allows,['\n\nAllows for various disciplines and social sciences'],1
various disciplines,['\n\nAllows for various disciplines and social sciences'],1
social sciences,['\n\nAllows for various disciplines and social sciences'],1
skill,"['to be combined for learning and development of skill sets.', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.']",8
set,['to be combined for learning and development of skill sets.'],1
skill sets,['to be combined for learning and development of skill sets.'],1
ice,['\n\nCan break the ice and be used to create a group identity through shared experience.'],1
group,"['\n\nCan break the ice and be used to create a group identity through shared experience.', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.', 'Quizzes can also be used to test improvement in knowledge and provide group competition.']",3
identity,['\n\nCan break the ice and be used to create a group identity through shared experience.'],1
the ice,['\n\nCan break the ice and be used to create a group identity through shared experience.'],1
a group identity,['\n\nCan break the ice and be used to create a group identity through shared experience.'],1
shared experience,['\n\nCan break the ice and be used to create a group identity through shared experience.'],1
example,"['\n\nExamples of simulation games are:\n\nBusiness: Simulations allow for systems and business models to be experienced.', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.', '\n\nQuiz games seek to achieve:\n\nTesting of knowledge and content\n\nExamples of quiz games are:\n\nEntertainment: Quizup, Trivial Pursuit']",5
system,['\n\nExamples of simulation games are:\n\nBusiness: Simulations allow for systems and business models to be experienced.'],1
examples,"['\n\nExamples of simulation games are:\n\nBusiness: Simulations allow for systems and business models to be experienced.', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.', '\n\nQuiz games seek to achieve:\n\nTesting of knowledge and content\n\nExamples of quiz games are:\n\nEntertainment: Quizup, Trivial Pursuit']",5
simulations,['\n\nExamples of simulation games are:\n\nBusiness: Simulations allow for systems and business models to be experienced.'],1
systems,['\n\nExamples of simulation games are:\n\nBusiness: Simulations allow for systems and business models to be experienced.'],1
business models,['\n\nExamples of simulation games are:\n\nBusiness: Simulations allow for systems and business models to be experienced.'],1
entertainment,"['Entertainment: The Sims\n\nTechnical:', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.', '\n\nQuiz games seek to achieve:\n\nTesting of knowledge and content\n\nExamples of quiz games are:\n\nEntertainment: Quizup, Trivial Pursuit']",8
sim,['Entertainment: The Sims\n\nTechnical:'],1
technical,['Entertainment: The Sims\n\nTechnical:'],2
the sims,['Entertainment: The Sims\n\nTechnical:'],1
flight,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
simulators,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
up,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
format,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
protagonist,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
story,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
series,"['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.', 'These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.']",3
puzzle,"['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.']",3
problem,"['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.', 'These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",4
task,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
flight simulators,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
adventure games,"['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",3
a single player format,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
*protagonist,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
an interactive story,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
a series,"['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.', 'These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.']",3
puzzles,"['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.', '\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.']",3
problem-solving tasks,['Flight Simulators\n\nAdventure games are set-up as a single player format (*protagonist) in an interactive story with a series of puzzles and problem-solving tasks.'],1
piece,['Players usually unlock the game piece by piece.'],3
the game piece,['Players usually unlock the game piece by piece.'],1
information,['These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.'],2
goal,['These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.'],1
objective,['These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.'],2
these types,['These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.'],1
smaller problems,['These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.'],1
an ultimate goal,['These types of games include a series of smaller problems and/or gathering of information to reach an ultimate goal or objective.'],1
reasoning,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",2
application,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",2
knowledge,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.', 'Quizzes can also be used to test improvement in knowledge and provide group competition.', '\n\nQuiz games seek to achieve:\n\nTesting of knowledge and content\n\nExamples of quiz games are:\n\nEntertainment: Quizup, Trivial Pursuit']",7
race,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
escape,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
room,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
video,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
action,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",2
skills,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)', '\n\nStrategy games seek to achieve:\n\nImprovement in planning and organizing skills\n\nExperience and skills acquisition through discussion and trying out new approaches\n\nDevelopment of decision-making and tactics\n\nAwareness of individual and group thinking in a team\n\nExamples of strategy games are:\n\nEntertainment and Business: Risk, Chess, and War Games\n\nIn quiz games, a series of questions and puzzles are set up to test knowledge and skill.']",2
lateral and cognitive thinking skills,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
extrinsic knowledge,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
problems,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
amazing race,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
escape room,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
video games,"['\n\nAdventure games seek to achieve:\n\nDevelopment of reasoning and problem-solving skills\n\nDevelopment of lateral and cognitive thinking skills\n\nApplication of extrinsic knowledge to solve problems and puzzles\n\nExamples of adventure games are:\n\nBusiness: Amazing Race\n\nEntertainment: Escape Room, video games (excluding action)']",1
character,"['In role-play games, players assume a particular role and interact with other characters.']",1
role-play games,"['In role-play games, players assume a particular role and interact with other characters.', 'Role-play games allow for scenario-based concepts with certain behaviours to be demonstrated and decisions to be made.', 'Role-play games seek to achieve:', 'Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",4
a particular role,"['In role-play games, players assume a particular role and interact with other characters.']",1
other characters,"['In role-play games, players assume a particular role and interact with other characters.']",1
concept,['Role-play games allow for scenario-based concepts with certain behaviours to be demonstrated and decisions to be made.'],1
scenario-based concepts,['Role-play games allow for scenario-based concepts with certain behaviours to be demonstrated and decisions to be made.'],1
certain behaviours,['Role-play games allow for scenario-based concepts with certain behaviours to be demonstrated and decisions to be made.'],1
decisions,"['Role-play games allow for scenario-based concepts with certain behaviours to be demonstrated and decisions to be made.', ""Players' decisions are uncoerced and a game can be won based on decisions made.""]",2
rpg,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
foundation,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
pc,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
technology,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
the virtual world,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
role play games,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
(rpg,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
the foundation,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
the pc game,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
increased technology,"['In the virtual world Role Play Games (RPG) are the foundation of the PC game, and with increased technology these have become more sophisticated.']",1
interaction,"['Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",2
sale,"['Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",1
customer,"['Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",1
service,"['Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",1
management,"['Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",1
resource,"['Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",1
unit,"['Exploration of new issues from a different perspective and to create new mental models\n\nDevelopment of communication\n\nDevelopment of team dynamics and conflict handling\n\nInteraction and understanding of human dynamics\n\nBehaviour modelling\n\nExamples of role-play games are:\n\nSales skills\n\nCustomer service skills\n\nIn strategy games, players participate in the management of resources and units, with a decision-making tree which can influence the outcome of the game.']",1
