Alpha_Prototype_Report_template_nouns.csv
Unique nouns: 222, Total nouns: 281
Total time: 1.109 sec,Cost per noun: 3.947 ms
the author,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.']",1
the title,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.', ""For the websites, give the title, author (if applicable) and the website URL.'""]",2
the article,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.']",1
the journal name,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.']",1
journal volume number,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.']",1
date,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.']",1
publication,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.']",1
inclusive page number,"['For the papers you cite give the authors, the title of the article, the journal name, journal volume number, date of publication and inclusive page numbers.']",1
only the url,"[""Giving only the URL for the journal is not appropriate.'""]",1
the journal,"[""Giving only the URL for the journal is not appropriate.'""]",1
the website,"[""For the websites, give the title, author (if applicable) and the website URL.'""]",1
author,"[""For the websites, give the title, author (if applicable) and the website URL.'""]",1
the website url,"[""For the websites, give the title, author (if applicable) and the website URL.'""]",1
either chicago,"[""Please use either Chicago or IEEE format for your citations'""]",1
ieee format,"[""Please use either Chicago or IEEE format for your citations'""]",1
your citation,"[""Please use either Chicago or IEEE format for your citations'""]",1
your appendix,"[""Appendices' As needed, copy over your appendices for the various sections.""]",1
the various section,"[""Appendices' As needed, copy over your appendices for the various sections.""]",1
as many appendix,['You can have as many appendices as required.'],1
letter,"[""Normally, they're numbered with letters:Appendix AAppendix B...""]",1
