Genres_07_nouns.csv
Unique nouns: 252, Total nouns: 522
Total time: Uncomputed,Cost per noun: Uncomputed
light,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",2
gun,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",2
programmable,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",2
arcade,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",2
robot,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",2
educational,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.']",1
description,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.']",1
box,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.']",1
cover,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.']",1
guide,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.']",1
boy,"['[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",1
super,"['[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",1
classification,"['[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.', '[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".']",2
rpg,"['[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",1
simulation,"['[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",1
puzzle,"['[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",1
consoles,['[11] [12]\n\nConsoles manufacturers that followed the NES followed similar behavior in requiring licenses to develop games for their systems.'],1
manufacturer,['[11] [12]\n\nConsoles manufacturers that followed the NES followed similar behavior in requiring licenses to develop games for their systems.'],1
behavior,['[11] [12]\n\nConsoles manufacturers that followed the NES followed similar behavior in requiring licenses to develop games for their systems.'],1
license,"['[11] [12]\n\nConsoles manufacturers that followed the NES followed similar behavior in requiring licenses to develop games for their systems.', 'To assure they would get these licenses, console developers tended to stay with gameplay of previously published games for that console, thus causing groups of games within the same genre to grow.']",2
console,"['To assure they would get these licenses, console developers tended to stay with gameplay of previously published games for that console, thus causing groups of games within the same genre to grow.', '[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.', 'Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.']",4
developer,"['To assure they would get these licenses, console developers tended to stay with gameplay of previously published games for that console, thus causing groups of games within the same genre to grow.', '[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.', 'Targeting high-value, low-risk video game genres were key for some publishers, and small and independent developers were typically forced to compete by abandoning more experimental gameplay and settling into the same genres used by larger publishers.']",3
group,"['To assure they would get these licenses, console developers tended to stay with gameplay of previously published games for that console, thus causing groups of games within the same genre to grow.']",1
retailer,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.']",1
research,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.']",1
firm,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.']",1
preference,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.']",1
type,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.', 'Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.']",3
other,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.']",1
region,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.']",1
strategy,"['[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.', 'This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",2
industry,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.']",1
1990,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.']",1
budget,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.']",1
publisher,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.', 'Targeting high-value, low-risk video game genres were key for some publishers, and small and independent developers were typically forced to compete by abandoning more experimental gameplay and settling into the same genres used by larger publishers.', '[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",4
electronic,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.', '[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",2
arts,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.']",1
marketing,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.']",1
publication,"['[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.']",1
value,"['Targeting high-value, low-risk video game genres were key for some publishers, and small and independent developers were typically forced to compete by abandoning more experimental gameplay and settling into the same genres used by larger publishers.']",1
risk,"['Targeting high-value, low-risk video game genres were key for some publishers, and small and independent developers were typically forced to compete by abandoning more experimental gameplay and settling into the same genres used by larger publishers.', '[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",2
hardware,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.', 'Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.']",3
capability,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
example,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.', 'For example, a first-person shooter is a game that is played from a first-person perspective and involves the practice of shooting.', '[16] Other examples of such prefixes are real-time , turn based , top-down and side-scrolling .', 'For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.', 'For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.']",5
memory,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
move,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
2d,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
3d,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
peripheral,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
functionality,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
location,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
mechanic,"['[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.']",1
indie,"['[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.', '[14] Through indie games, a revival of experimental gameplay had emerged, and several new genres have emerged since then.']",2
development,"['[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",1
attention,"['[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",1
2000,"['[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",1
distribution,"['[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",1
a,"['[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",1
title,"['[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.']",1
revival,"['[14] Through indie games, a revival of experimental gameplay had emerged, and several new genres have emerged since then.']",1
definition,['[2]\n\nDefinition[ edit ]'],1
use,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .']",1
doom,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', '[18] [19] First-person shooters were originally known as ""Doom clones"" in the years following 1993\'s Doom , while the term ""first-person shooters"" became more common by around 2000.']",3
clone,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', '[18] [19] First-person shooters were originally known as ""Doom clones"" in the years following 1993\'s Doom , while the term ""first-person shooters"" became more common by around 2000.', 'The term Grand Theft Auto clone has been used to describe games mechanically similar to Grand Theft Auto III.']",3
red,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .']",1
person,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', 'For example, a first-person shooter is a game that is played from a first-person perspective and involves the practice of shooting.', '[15] Whereas "" shooter game "" is a genre name, ""first-person shooter"" and "" third-person shooter "" are common subgenres of the shooter genre.', '[18] [19] First-person shooters were originally known as ""Doom clones"" in the years following 1993\'s Doom , while the term ""first-person shooters"" became more common by around 2000.']",7
blue,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .']",1
participation,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .']",1
film,"['The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', '[1]\n\nLike film genres, the names of video game genres have come about generally as a common understanding between the audience and the producers.']",2
science,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".', 'By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",2
fiction,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".', 'By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",3
author,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".']",1
mark,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".']",1
j.p.,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".']",1
wolf,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".']",1
difference,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".']",1
similarity,"['[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".', '[15] Similarly, the term roguelike has been developed for games that share similarities with Rogue .']",2
contrast,"['[7] In contrast to the visual aesthetics of games, which can vary greatly, it is argued that it is interactivity characteristics that are common to all games.']",1
aesthetic,"['[7] In contrast to the visual aesthetics of games, which can vary greatly, it is argued that it is interactivity characteristics that are common to all games.']",1
interactivity,"['[7] In contrast to the visual aesthetics of games, which can vary greatly, it is argued that it is interactivity characteristics that are common to all games.']",1
characteristic,"['[7] In contrast to the visual aesthetics of games, which can vary greatly, it is argued that it is interactivity characteristics that are common to all games.', 'In this practice, basic themes and more fundamental characteristics are used alongside each other.']",2
name,"['[1]\n\nLike film genres, the names of video game genres have come about generally as a common understanding between the audience and the producers.', '[7] Descriptive names of genres take into account the goals of the game, the protagonist and even the perspective offered to the player.', '[15] Whereas "" shooter game "" is a genre name, ""first-person shooter"" and "" third-person shooter "" are common subgenres of the shooter genre.', '\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.', '[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".']",5
understanding,"['[1]\n\nLike film genres, the names of video game genres have come about generally as a common understanding between the audience and the producers.']",1
audience,"['[1]\n\nLike film genres, the names of video game genres have come about generally as a common understanding between the audience and the producers.', '\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.', '[22]\n\nThe target audience, underlying theme or purpose of a game are sometimes used as a genre identifier, such as with "" Christian game "" and "" serious game "" respectively.']",3
producer,"['[1]\n\nLike film genres, the names of video game genres have come about generally as a common understanding between the audience and the producers.', '\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.']",2
account,"['[7] Descriptive names of genres take into account the goals of the game, the protagonist and even the perspective offered to the player.']",1
goal,"['[7] Descriptive names of genres take into account the goals of the game, the protagonist and even the perspective offered to the player.']",1
protagonist,"['[7] Descriptive names of genres take into account the goals of the game, the protagonist and even the perspective offered to the player.']",1
perspective,"['[7] Descriptive names of genres take into account the goals of the game, the protagonist and even the perspective offered to the player.', 'For example, a first-person shooter is a game that is played from a first-person perspective and involves the practice of shooting.']",2
practice,"['For example, a first-person shooter is a game that is played from a first-person perspective and involves the practice of shooting.', 'In this practice, basic themes and more fundamental characteristics are used alongside each other.']",2
subgenre,"['[15] Whereas "" shooter game "" is a genre name, ""first-person shooter"" and "" third-person shooter "" are common subgenres of the shooter genre.']",1
prefix,"['[16] Other examples of such prefixes are real-time , turn based , top-down and side-scrolling .']",1
turn,"['[16] Other examples of such prefixes are real-time , turn based , top-down and side-scrolling .']",1
top,"['[16] Other examples of such prefixes are real-time , turn based , top-down and side-scrolling .']",1
side,"['[16] Other examples of such prefixes are real-time , turn based , top-down and side-scrolling .']",1
nature,"['\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.']",2
agreement,['\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.'],1
naming,['\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.'],1
platform,"['The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.']",2
climbing,"['The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.']",1
steve,"['The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.']",1
bloom,"['The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.']",1
donkey,"['The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.']",1
kong,"['The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.']",1
ladder,"['The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.']",1
term,"['[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.', '[18] [19] First-person shooters were originally known as ""Doom clones"" in the years following 1993\'s Doom , while the term ""first-person shooters"" became more common by around 2000.', 'However, because these terms do not indicate anything about the gameplay of a video game, these are not considered genres.', 'For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.', 'The term Grand Theft Auto clone has been used to describe games mechanically similar to Grand Theft Auto III.', '[15] Similarly, the term roguelike has been developed for games that share similarities with Rogue .']",6
us,"['[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",1
uk,"['[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",1
press,"['[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",1
magazine,"['[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",1
tv,"['[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",1
gamer,"['[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",1
year,"['[18] [19] First-person shooters were originally known as ""Doom clones"" in the years following 1993\'s Doom , while the term ""first-person shooters"" became more common by around 2000.']",1
cross,"['[20] [21]\n\nNew genres emerge continuously throughout the history of video games, often due to the cross-pollination of ideas borrowed from different games into new ones.']",1
-,"['[20] [21]\n\nNew genres emerge continuously throughout the history of video games, often due to the cross-pollination of ideas borrowed from different games into new ones.']",1
pollination,"['[20] [21]\n\nNew genres emerge continuously throughout the history of video games, often due to the cross-pollination of ideas borrowed from different games into new ones.']",1
idea,"['[20] [21]\n\nNew genres emerge continuously throughout the history of video games, often due to the cross-pollination of ideas borrowed from different games into new ones.']",1
one,"['[20] [21]\n\nNew genres emerge continuously throughout the history of video games, often due to the cross-pollination of ideas borrowed from different games into new ones.']",1
text,"['For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.']",1
colossal,"['For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.']",1
cave,"['For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.']",1
joystick,"['For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.']",1
command,"['For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.']",1
prototype,['Adventure served as the prototype of the action-adventure game genre that would be popularized by The Legend of Zelda .'],1
legend,['Adventure served as the prototype of the action-adventure game genre that would be popularized by The Legend of Zelda .'],1
zelda,['Adventure served as the prototype of the action-adventure game genre that would be popularized by The Legend of Zelda .'],1
target,"['[22]\n\nThe target audience, underlying theme or purpose of a game are sometimes used as a genre identifier, such as with "" Christian game "" and "" serious game "" respectively.']",1
theme,"['[22]\n\nThe target audience, underlying theme or purpose of a game are sometimes used as a genre identifier, such as with "" Christian game "" and "" serious game "" respectively.', 'In this practice, basic themes and more fundamental characteristics are used alongside each other.']",2
purpose,"['[22]\n\nThe target audience, underlying theme or purpose of a game are sometimes used as a genre identifier, such as with "" Christian game "" and "" serious game "" respectively.']",1
article,"['[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".']",1
list,"['[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".']",1
specificity,"['[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".']",1
review,"['[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".']",1
baseball,"['[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".']",1
aspect,['[23]\n\nA game may combine aspects of multiple genres in such a way that it becomes hard to classify under existing genres.'],1
way,"['[23]\n\nA game may combine aspects of multiple genres in such a way that it becomes hard to classify under existing genres.', 'For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.']",2
grand,"['For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.', 'The term Grand Theft Auto clone has been used to describe games mechanically similar to Grand Theft Auto III.']",3
theft,"['For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.', 'The term Grand Theft Auto clone has been used to describe games mechanically similar to Grand Theft Auto III.']",3
auto,"['For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.', 'The term Grand Theft Auto clone has been used to describe games mechanically similar to Grand Theft Auto III.']",3
iii,"['For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.', 'The term Grand Theft Auto clone has been used to describe games mechanically similar to Grand Theft Auto III.']",2
shooting,"['For example, because Grand Theft Auto III combined shooting, driving and roleplaying in an unusual way, it was hard to classify using existing terms.']",1
roguelike,"['[15] Similarly, the term roguelike has been developed for games that share similarities with Rogue .']",1
rogue,"['[15] Similarly, the term roguelike has been developed for games that share similarities with Rogue .']",1
element,"['[24]\n\nElements of the role-playing genre, which focuses on storytelling and character growth, have been implemented in many different genres of video games.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.', 'By narrative: Classifying video games by their narrative style, such as science fiction or fantasy, is typically not used within the field, with the key exception of horror games , which broadly cover any game dealing with elements of horror fiction .']",3
role,"['[24]\n\nElements of the role-playing genre, which focuses on storytelling and character growth, have been implemented in many different genres of video games.']",1
storytelling,"['[24]\n\nElements of the role-playing genre, which focuses on storytelling and character growth, have been implemented in many different genres of video games.']",1
character,"['[24]\n\nElements of the role-playing genre, which focuses on storytelling and character growth, have been implemented in many different genres of video games.', 'This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",2
growth,"['[24]\n\nElements of the role-playing genre, which focuses on storytelling and character growth, have been implemented in many different genres of video games.']",1
addition,"['This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.']",2
