VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
a $200 billion behemoth,['The gaming industry of today is a $200 billion behemoth that is constantly pushing the boundaries of technology and entertainment.'],1
advent,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
device,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
opportunity,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",3
gamer,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.', 'Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', '\n\nStreaming has also been a massive success for the gaming industry and gamers alike.', 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.', ""A quantum computer's massive storage of algorithms could actually make gaming unpredictable and unique for each gamer."", 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).', 'Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.', ""It's easily accessible and has games for every type of gamer."", 'The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",12
world,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', ""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", 'The same thing is true in the world of e-sports.', ""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds."", 'Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', ""That's more viewers than the NBA finals , NHL Stanley Cup finals or the World Series."", 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.', 'There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.', 'Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.', 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).', 'Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",14
e,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'The same thing is true in the world of e-sports.', ""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds."", 'By 2020, e-sports is projected to have a viewership of more than 70 million people for a final.', ""With a growing fanbase that will rival any professional sport on earth, it's no wonder that cultural icons and savvy investors, like basketball legend Michael Jordan, rapper Drake and Dallas Cowboys owner Jerry Jones, all own at least partial stakes in e-sports teams.""]",7
sport,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Hiring\n\nPicture your favorite sport.', ""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", 'The same thing is true in the world of e-sports.', ""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds."", 'By 2020, e-sports is projected to have a viewership of more than 70 million people for a final.', ""With a growing fanbase that will rival any professional sport on earth, it's no wonder that cultural icons and savvy investors, like basketball legend Michael Jordan, rapper Drake and Dallas Cowboys owner Jerry Jones, all own at least partial stakes in e-sports teams.""]",8
arena,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.']",2
streaming,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', '\n\nStreaming has also been a massive success for the gaming industry and gamers alike.', 'Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.', 'Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",7
platform,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', ""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection."", 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.', 'Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.', 'Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.', ""Rather, they're more focused on competing with the ultra-fast cloud platforms being built by Google and Amazon.""]",7
twitch,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.', 'Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",5
mixer,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Streaming has become uber-popular to the point where the top four platforms (Twitch, Youtube Gaming, Mixer and Facebook Gaming) garnered a combined 13 billion hours watched in 2019.']",4
the continuous advent,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
new consoles,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
pcs,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.']",2
devices,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
us,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.', 'The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.']",3
the game,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'You scroll through a library of games, choose which game you want and automatically start playing the game.', ""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game."", 'These designers go through several prototypes of the game before rendering the final, customer-facing version.', 'Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game.""]",6
the opportunity,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.']",2
the best gamers,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
the world,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'The same thing is true in the world of e-sports.', 'Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.', 'There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.', 'Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",6
the e-sports arena,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
streaming platforms,"['Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.']",1
war,['\n\nThe gaming wars of today are just heating up.'],1
the gaming wars,['\n\nThe gaming wars of today are just heating up.'],1
battle,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .']",1
microsoft,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', ""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection."", ""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",5
xbox,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', 'Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.', 'Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.', ""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",7
sony,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .']",2
playstation,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', 'Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.', ""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",5
nintendo,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', 'In the early days, Nintendo and Sega dominated the market for consoles.', ""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",6
google,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', 'Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.', ""Rather, they're more focused on competing with the ultra-fast cloud platforms being built by Google and Amazon.""]",5
competitor,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .']",1
cloud,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', '\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.', 'Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.', ""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation."", ""Rather, they're more focused on competing with the ultra-fast cloud platforms being built by Google and Amazon.""]",6
stadia,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', ""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection."", 'Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.']",5
the battle,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .']",1
console gaming,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', '\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.']",2
(playstation,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .']",1
a new competitor,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .']",1
their cloud-based gaming platform,"['The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .']",1
state,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
art,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.', 'Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.']",3
graphic,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.', ""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time."", 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",3
speed,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
processing,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
power,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.', 'Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.', ""Because quantum computers have unfathomable amounts of power and information storage, they're able to render the best graphics imaginable in real time.""]",5
these consoles,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
the absolute boundaries,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
gamers,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.', 'Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', '\n\nStreaming has also been a massive success for the gaming industry and gamers alike.', 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).', 'Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",6
the-art,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
speeds,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
processing powers,"['These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",1
maker,"[""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection.""]",1
amazon,"[""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection."", ""Rather, they're more focused on competing with the ultra-fast cloud platforms being built by Google and Amazon.""]",4
internet,"[""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection.""]",1
connection,"[""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection.""]",1
traditional console makers,"[""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection.""]",1
super-secret cloud gaming platform,"[""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection.""]",1
any decent internet connection,"[""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection.""]",1
ease,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.']",1
use,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.']",2
dexterity,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.']",2
pc gaming,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', '\n\nPC Gaming']",2
a world,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.']",1
opportunities,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.']",1
who,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', 'Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.', 'Who wants to play a game where they know exactly what happens?', ""They're the people who bring a designer's work to life through a code."", 'A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.', 'Those who have 2-4 years of experience are seeing a median salary of $72,520.']",7
extra ease,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.']",1
their favorite games,"['Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.']",1
plenty,['\n\nTop Gaming Companies Hiring Now\n\nThese gaming companies have plenty of open jobs available right now.'],2
job,"['\n\nTop Gaming Companies Hiring Now\n\nThese gaming companies have plenty of open jobs available right now.', 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.', 'The job market for game designers is expected to grow by almost 10% over the next six years.', 'The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.', ""Job growth isn't the only positive aspect about being a game programmer."", '\n\nGetting paid to play video games might be the ultimate dream job.']",6
top gaming companies,['\n\nTop Gaming Companies Hiring Now\n\nThese gaming companies have plenty of open jobs available right now.'],1
these gaming companies,['\n\nTop Gaming Companies Hiring Now\n\nThese gaming companies have plenty of open jobs available right now.'],1
open jobs,['\n\nTop Gaming Companies Hiring Now\n\nThese gaming companies have plenty of open jobs available right now.'],1
view,"['\n\nView Companies', ""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game.""]",3
view companies,['\n\nView Companies'],1
picture,['Hiring\n\nPicture your favorite sport.'],2
your favorite sport,['Hiring\n\nPicture your favorite sport.'],1
soccer,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).']",3
basketball,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", ""With a growing fanbase that will rival any professional sport on earth, it's no wonder that cultural icons and savvy investors, like basketball legend Michael Jordan, rapper Drake and Dallas Cowboys owner Jerry Jones, all own at least partial stakes in e-sports teams.""]",3
baseball,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",2
thing,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", 'The same thing is true in the world of e-sports.']",2
fan,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", 'Thousands of screaming fans pack the arena to root on their teams who are sitting on stage clicking away for a chance at a title, while millions more watch online around the world.', 'Breakout successes in the streaming industry, like Tyler ""Ninja"" Blevins, have been able to make upwards of $10 million a year just through the fans and endorsement deals that come with running a popular streaming profile.']",3
stadium,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
commentator,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
class,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
athlete,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", ""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",2
all sports,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
it,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes."", ""With a growing fanbase that will rival any professional sport on earth, it's no wonder that cultural icons and savvy investors, like basketball legend Michael Jordan, rapper Drake and Dallas Cowboys owner Jerry Jones, all own at least partial stakes in e-sports teams."", ""What makes gaming so special is that it's not only immersive and entertaining, but it's inclusive and expansive as well."", '\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.', '\n\nQuantum computing is a sector to look out for when it comes to gaming.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.', ""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games."", ""It's easily accessible and has games for every type of gamer."", ""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games."", 'It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.', ""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down."", 'Testers usually run through what is called matrix testing, where they have to test every permutation and combination of events that could possibly happen in a game to ensure that nothing can break it.', 'There are really no essential educational credentials to have when it comes to QA testing video games.']",15
many things,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
passionate fans,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
sold-out stadiums,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
engaging commentators,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
world-class athletes,"[""All sports, whether it's soccer, basketball or baseball, have many things in common: passionate fans, sold-out stadiums, engaging commentators and world-class athletes.""]",1
-,"['The same thing is true in the world of e-sports.', 'By 2020, e-sports is projected to have a viewership of more than 70 million people for a final.', ""With a growing fanbase that will rival any professional sport on earth, it's no wonder that cultural icons and savvy investors, like basketball legend Michael Jordan, rapper Drake and Dallas Cowboys owner Jerry Jones, all own at least partial stakes in e-sports teams.""]",5
the same thing,['The same thing is true in the world of e-sports.'],1
sports,"['The same thing is true in the world of e-sports.', 'By 2020, e-sports is projected to have a viewership of more than 70 million people for a final.']",2
lebron,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
james,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
profession,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
opponent,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",2
court,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
outmaneuvering,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",2
e-sports athletes,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
the lebron james,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
their profession,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
opponents,"[""E-sports athletes are essentially the Lebron James's of their profession, but instead of dunking on opponents on a court, they're outwitting, outmaneuvering and outplaying their opponents in virtual worlds.""]",1
