VideoGameGenres_10_nouns.csv
Unique nouns: 397, Total nouns: 779
Total time: Uncomputed,Cost per noun: Uncomputed
the virtual gamespace,['These games often introduce easily identifiable tokens so the player can interact with the virtual gamespace more easily - such as EyePet on the PS3.'],1
the ps3,['These games often introduce easily identifiable tokens so the player can interact with the virtual gamespace more easily - such as EyePet on the PS3.'],1
gps,"['Augmented reality games are often combined with GPS location tracking technology to enable players to progress in the game by visiting certain real world locations.', 'Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.']",3
location,['Augmented reality games are often combined with GPS location tracking technology to enable players to progress in the game by visiting certain real world locations.'],2
tracking,['Augmented reality games are often combined with GPS location tracking technology to enable players to progress in the game by visiting certain real world locations.'],1
technology,['Augmented reality games are often combined with GPS location tracking technology to enable players to progress in the game by visiting certain real world locations.'],1
augmented reality games,['Augmented reality games are often combined with GPS location tracking technology to enable players to progress in the game by visiting certain real world locations.'],1
gps location tracking technology,['Augmented reality games are often combined with GPS location tracking technology to enable players to progress in the game by visiting certain real world locations.'],1
certain real world locations,['Augmented reality games are often combined with GPS location tracking technology to enable players to progress in the game by visiting certain real world locations.'],1
geocaching,['Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.'],2
device,['Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.'],1
container,['Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.'],1
an example,['Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.'],1
a gps augmented reality game,['Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.'],1
a gps device,['Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.'],1
hidden containers,['Geocaching is an example of a GPS augmented reality game where players use a GPS device to locate hidden containers that have been placed anywhere in the world.'],1
computer,['Competitive Multi-player : These types of game provide experiences where players compete against each other and the computer.'],1
the computer,['Competitive Multi-player : These types of game provide experiences where players compete against each other and the computer.'],1
sport,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",1
team,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.', 'Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.']",2
engagement,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",1
shooting,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.', 'Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .']",2
combat,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",1
expertise,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",2
itself,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.', 'A meta-game creates additional challenges that overarch the game itself.']",2
sports and team games,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",1
these competitive engagements,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",1
the shooting and fighting genres,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",1
the direct combat,"['Obviously lending itself to sports and team games, these competitive engagements have also dominated the shooting and fighting genres because of the direct combat and expertise involved in each.']",1
screen,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.', '\n\nShared Screen Multiplayer :', 'These types of game create a multiplayer experience where players all share the same screen space.', 'Rather than splitting the screen into portions for each player the game scales to fit each player in view even when they are a long way apart.', 'Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.']",6
service,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
playstation,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.', 'Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.']",2
network,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.', 'Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.']",2
xbox,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.', 'Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.']",2
live,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
nintendo,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
wireless,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
connection,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
a split screen style,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
they,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.', 'They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.', 'They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.', 'Sometimes this complements a video game experience, but more often they simply exist as physical games in their own right.', 'Rather than splitting the screen into portions for each player the game scales to fit each player in view even when they are a long way apart.', 'Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",6
services,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
playstation network,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
xbox live,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
the nintendo wireless connection,"['Although these games were originally played in a split screen style , more recently they are played online via services such as PlayStation Network, Xbox Live and the Nintendo Wireless Connection.']",1
cooperative,['Cooperative Multi-player : These types of game provide an experience that is played symaltaneously by multiple players.'],1
cooperative multi-player,['Cooperative Multi-player : These types of game provide an experience that is played symaltaneously by multiple players.'],1
an experience,"['Cooperative Multi-player : These types of game provide an experience that is played symaltaneously by multiple players.', 'This creates an experience that is more reaction than strategy based.']",2
multiple players,"['Cooperative Multi-player : These types of game provide an experience that is played symaltaneously by multiple players.', 'Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.']",2
arena,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
multiplayer,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.', '\n\nShared Screen Multiplayer :', 'These types of game create a multiplayer experience where players all share the same screen space.', 'Although popular for the PS2, Gamecube and Wii it is becoming less common in modern 360 and PS3 games which are less willing to sacrifice horsepower from the visuals to accomodate the extra players - they opt for an online multiplayer mode instead.']",4
enemy,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
group,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
campaign,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.', '\n\nSingle-player Campaign :', 'The campaign style of gameplay offers a connected series of challenges to play through.']",3
the simple arena competitive multiplayer style games,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
the most enemies,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
true co-operative games,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
a group,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
a campaign experience,"['Unlike the simple arena competitive multiplayer style games where players try to kill the most enemies, true co-operative games are designed to take a group of players through a campaign experience together.']",1
difficulty,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],1
halo,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],2
design,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],1
level,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],1
littlebigplanet,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],2
sections,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],1
the sheer difficulty,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],1
the design,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],1
levels,['This will involve sections where players have to work together to proceed - either from the sheer difficulty as in Halo 3 on 360 or by the design of levels such as LittleBigPlanet on PS3.'],1
puzzle,"['Dating : These types of games are essentially puzzles based around relationships, identity, love and sex.']",1
relationship,"['Dating : These types of games are essentially puzzles based around relationships, identity, love and sex.']",1
identity,"['Dating : These types of games are essentially puzzles based around relationships, identity, love and sex.']",2
love,"['Dating : These types of games are essentially puzzles based around relationships, identity, love and sex.', 'They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",4
sex,"['Dating : These types of games are essentially puzzles based around relationships, identity, love and sex.']",2
puzzles,"['Dating : These types of games are essentially puzzles based around relationships, identity, love and sex.']",1
relationships,"['Dating : These types of games are essentially puzzles based around relationships, identity, love and sex.']",1
singleton,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
strategy,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.', 'This creates an experience that is more reaction than strategy based.', 'Other genres, such as strategy or adventure games, can choose whether to be played in turns or in real time.', 'Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.', 'This is common in tactical experience such as strategy or adventure games as this enhances the sense of control and planning the player has.']",8
affection,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
partner,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
lover,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
mate,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
a lonely singleton,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
who,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
strategies,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
the affections,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
different potential partners,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
lovers,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
mates,"['They cast the player as a lonely singleton looking for love, who then has to develop strategies to win the affections of different potential partners, lovers and mates.']",1
playing,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
adventure,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.', 'Other genres, such as strategy or adventure games, can choose whether to be played in turns or in real time.', 'This is common in tactical experience such as strategy or adventure games as this enhances the sense of control and planning the player has.']",3
quest,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
direction,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
dating games,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
the role,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
adventure genre,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
quests,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
a relational direction,"['Dating games fall into the role playing adventure genre, but with quests that are focused in a relational direction.']",1
man,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
woman,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
girl,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
option,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
a man,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
various women,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
girls,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
many games,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
the option,"['Although this is typically played out as a man looking to date various women and girls, many games provide the option of being a male or female.']",1
person,"['First Person : These types of game view the world from the eyes of the in-game character.', 'Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .', ""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view."", 'Split-screen Multi-player : These types of game involve multiple players by providing a portion of the screen for each person.', 'Third Person : These types of game view the world from over the right shoulder of the character being controlled.', 'Although not as immersive as first person, third person games enable more complex moves and interactions with the environment.']",8
eye,"['First Person : These types of game view the world from the eyes of the in-game character.', 'These games range from Eye of Judgement that uses a camera to detect which cards a player has, to interactive play experience like EyePet.']",3
character,"['First Person : These types of game view the world from the eyes of the in-game character.', ""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge."", 'Third Person : These types of game view the world from over the right shoulder of the character being controlled.', 'This enables you to see the character you are controlling as well as their surrounds.']",4
the eyes,['First Person : These types of game view the world from the eyes of the in-game character.'],1
hand,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge.""]",1
gun,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge.""]",2
foot,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge.""]",1
mirror,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge."", ""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",2
edge,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge."", ""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",2
the character,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge."", 'Third Person : These types of game view the world from over the right shoulder of the character being controlled.', 'This enables you to see the character you are controlling as well as their surrounds.']",3
themselves,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge."", 'Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .', 'The FPS view enables players to immerse themselves in the experience and react quicker to events in the game.']",3
their hands,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge.""]",1
possibly feet,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge.""]",1
mirror's edge,"[""You don't see the character themselves apart from their hands, gun or possibly feet as in Mirror's Edge.""]",1
imediacy,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
volume,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
information,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
the imediacy,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
the experience,"['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .', 'The FPS view enables players to immerse themselves in the experience and react quicker to events in the game.']",2
sheer volume,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
visual information,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
first person games,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
the shooting genre,['Because of the imediacy of the experience and sheer volume of visual information the player is offered First Person games lend themselves to the shooting genre .'],1
fps,['The FPS view enables players to immerse themselves in the experience and react quicker to events in the game.'],1
event,['The FPS view enables players to immerse themselves in the experience and react quicker to events in the game.'],1
the fps view,['The FPS view enables players to immerse themselves in the experience and react quicker to events in the game.'],1
events,['The FPS view enables players to immerse themselves in the experience and react quicker to events in the game.'],1
perspective,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
platforming,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
other games,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
a first person,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
an unusual perspective,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
an old genre - mirror's edge,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
a platforming genre,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
a first person view,"[""Other games have used a first person view to deliver an unusual perspective on an old genre - Mirror's Edge for example delivers a Platforming genre through a First Person view.""]",1
success,['\n\nMeta-game : These types of game provide another way to measure success.'],2
meta-game,['\n\nMeta-game : These types of game provide another way to measure success.'],1
another way,['\n\nMeta-game : These types of game provide another way to measure success.'],1
challenge,"['A meta-game creates additional challenges that overarch the game itself.', 'The campaign style of gameplay offers a connected series of challenges to play through.']",2
overarch,['A meta-game creates additional challenges that overarch the game itself.'],1
a meta-game,"['A meta-game creates additional challenges that overarch the game itself.', 'Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.']",2
additional challenges,['A meta-game creates additional challenges that overarch the game itself.'],1
co,['Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.'],1
performance,"['Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.', 'They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.']",2
effort,['Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.'],1
co-operative style experiences,['Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.'],1
a way,['Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.'],1
their performance,"['Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.', 'They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.']",2
the team effort,['Co-operative style experiences often offer a meta-game as a way for players to compare their performance while still contributing to the team effort.'],1
achievement,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],1
trophies,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],2
meta,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],1
achievements,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],1
the xbox,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],1
the playstation network,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],1
examples,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],1
meta-games,['Achievements on the Xbox 360 and Trophies on the PlayStation Network are examples of meta-games.'],1
thing,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
step,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
point,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
goal,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
score,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
whole,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
things,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
points,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
goals,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
different games,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
a score,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
the console,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
a whole,['They take things a step further by providing points for achieving goals across different games so that players slowly build up a score for their performance on the console as a whole.'],1
card,"['These types of game use real world cards, props and boards.', 'These games range from Eye of Judgement that uses a camera to detect which cards a player has, to interactive play experience like EyePet.']",2
prop,"['These types of game use real world cards, props and boards.', 'Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.']",2
board,"['These types of game use real world cards, props and boards.', 'Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.']",2
real world cards,"['These types of game use real world cards, props and boards.']",1
props,"['These types of game use real world cards, props and boards.']",1
boards,"['These types of game use real world cards, props and boards.']",1
right,"['Sometimes this complements a video game experience, but more often they simply exist as physical games in their own right.']",1
a video game experience,"['Sometimes this complements a video game experience, but more often they simply exist as physical games in their own right.']",1
physical games,"['Sometimes this complements a video game experience, but more often they simply exist as physical games in their own right.']",1
their own right,"['Sometimes this complements a video game experience, but more often they simply exist as physical games in their own right.']",1
judgement,"['These games range from Eye of Judgement that uses a camera to detect which cards a player has, to interactive play experience like EyePet.']",2
which cards,"['These games range from Eye of Judgement that uses a camera to detect which cards a player has, to interactive play experience like EyePet.']",1
a player,"['These games range from Eye of Judgement that uses a camera to detect which cards a player has, to interactive play experience like EyePet.']",1
play experience,"['These games range from Eye of Judgement that uses a camera to detect which cards a player has, to interactive play experience like EyePet.']",1
use,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],2
tradition,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],1
date,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],1
settler,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],1
catan,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],2
carcassone,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],2
these props,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],1
the strong board gaming tradition,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],1
dates,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],1
settlers,['Video games that make use of these props look to encompass the strong board gaming tradition that pre-dates and often outsells video games - such as Settlers of Catan or Carcassone.'],1
opportunity,['\n\nReal Time : These types of game are played without opportunity to stop and consider the next move.'],2
move,"['\n\nReal Time : These types of game are played without opportunity to stop and consider the next move.', 'Although not as immersive as first person, third person games enable more complex moves and interactions with the environment.', 'These types of game are played in turns, so that players can stop and consider their next move.']",3
real time,"['\n\nReal Time : These types of game are played without opportunity to stop and consider the next move.', 'Other genres, such as strategy or adventure games, can choose whether to be played in turns or in real time.']",2
the next move,['\n\nReal Time : These types of game are played without opportunity to stop and consider the next move.'],1
reaction,['This creates an experience that is more reaction than strategy based.'],1
more reaction,['This creates an experience that is more reaction than strategy based.'],1
sporting,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.', 'Other genres - such as sporting, fighting and rhythm action games obviously rely on realtime game play.']",4
fighting,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.', ""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action."", 'Other genres - such as sporting, fighting and rhythm action games obviously rely on realtime game play.']",4
rhythm,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.', 'Other genres - such as sporting, fighting and rhythm action games obviously rely on realtime game play.']",3
action,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.', ""Football and fighting games often take this approach as the shared view doesn't impede the players ability to take part in the action."", 'Other genres - such as sporting, fighting and rhythm action games obviously rely on realtime game play.']",3
delivery,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.']",2
work,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.']",2
fighting and rhythm action games,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.']",1
this style,"['Sporting, fighting and rhythm action games obviously rely on this style of delivery to work.']",1
turn,"['Other genres, such as strategy or adventure games, can choose whether to be played in turns or in real time.', 'Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.', 'These types of game are played in turns, so that players can stop and consider their next move.']",3
other genres,"['Other genres, such as strategy or adventure games, can choose whether to be played in turns or in real time.', 'Other genres - such as sporting, fighting and rhythm action games obviously rely on realtime game play.']",2
adventure games,"['Other genres, such as strategy or adventure games, can choose whether to be played in turns or in real time.', 'This is common in tactical experience such as strategy or adventure games as this enhances the sense of control and planning the player has.']",2
turns,"['Other genres, such as strategy or adventure games, can choose whether to be played in turns or in real time.', 'These types of game are played in turns, so that players can stop and consider their next move.']",2
valkyria,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
chronicles,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
psp,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],2
element,['Some games such as Valkyria Chronicles PS3 and PSP provide a turn based strategy experience with real time elements - something that is becoming a popular compromise.'],1
