Facet Analysis of Video Game Genres_nouns.csv
Unique nouns: 1316,Total nouns: 1952
Total time: 4.076 sec,Cost per noun: 2.088 ms
"i.e., indexing term","['We provide definitions and explanations for each facet as well as examples of foci (i.e., indexing terms) along with a discussion on issues and challenges in representing video game genres.', 'The number of foci (i.e., indexing terms) identified under each facet is provided in the second column.']",2
a discussion,"['We provide definitions and explanations for each facet as well as examples of foci (i.e., indexing terms) along with a discussion on issues and challenges in representing video game genres.']",1
issue,"['We provide definitions and explanations for each facet as well as examples of foci (i.e., indexing terms) along with a discussion on issues and challenges in representing video game genres.']",1
challenge,"['We provide definitions and explanations for each facet as well as examples of foci (i.e., indexing terms) along with a discussion on issues and challenges in representing video game genres.', 'Indexers also face challenges in describing games with bibliographic standards.', 'The following subsections provide more detailed information on each facet and challenges faced when defining them.']",3
background,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
relate workresearch,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
questioncurrently available video game organization system,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
two source,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
the field,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
library,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).', 'Non-book materials in libraries often end up described by form rather than content (Leigh, 2002).', 'Library of Congress Subject Headings, designed to describe all materials held by libraries, contains only 219 headings (out of about 337,000) for describing video games mostly by name (e.g., Halo, Legend of Zelda).']",4
information science,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
commercial system,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
the web,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).', 'Alternatively, the web contains massive information about video games, scattered across many sources.']",2
game sale,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
review website,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
industry,"['Background and Related WorkResearch QuestionCurrently available video game organization systems stem from two sources: the field of library and information science (LIS); and commercial systems on the Web, such as game sales or review websites (industry and fan-based).']",1
both source,['Both sources illuminate problems in helping users access video games.'],1
problem,['Both sources illuminate problems in helping users access video games.'],1
non-book material,"['Non-book materials in libraries often end up described by form rather than content (Leigh, 2002).']",1
form,"['Non-book materials in libraries often end up described by form rather than content (Leigh, 2002).']",1
item,"['Items are organized and accessed according to physical format (e.g., VHS, DVD, cassette.) rather than grouped conceptually (such as collocating book and movie versions of Pride & Prejudice).', 'Branching: A game with multiple endings (e.g., Bioshock 2; Shadow Hearts).Circuitous: A game with a ""new game plus"" feature that allows players to start a new game after completing the game once, while retaining some of the experience, status, or items in the newly started game (e.g., The Walking Dead: The Game; Tales of Graces F).Finite: A game with a single terminal ending (e.g., Portal 2; Final Fantasy VII).Infinite: A game with no definite ending, such as one that is set in an open world (e.g., World of Warcraft, Tiny Tower).Post-Game: A game with bonus content that can be unlocked after completing the game once, such as post-game dungeons (e.g., Batman: Arkham Asylum, Valkyrie Profile 2: Silmeria).Application of the SchemeAs explained previously, we attempted to describe the subject of several sample games using the proposed genre scheme.']",2
physical format,"['Items are organized and accessed according to physical format (e.g., VHS, DVD, cassette.) rather than grouped conceptually (such as collocating book and movie versions of Pride & Prejudice).']",1
"e.g., vhs, dvd, cassette","['Items are organized and accessed according to physical format (e.g., VHS, DVD, cassette.) rather than grouped conceptually (such as collocating book and movie versions of Pride & Prejudice).']",1
book and movie version,"['Items are organized and accessed according to physical format (e.g., VHS, DVD, cassette.) rather than grouped conceptually (such as collocating book and movie versions of Pride & Prejudice).']",1
pride,"['Items are organized and accessed according to physical format (e.g., VHS, DVD, cassette.) rather than grouped conceptually (such as collocating book and movie versions of Pride & Prejudice).']",1
prejudice,"['Items are organized and accessed according to physical format (e.g., VHS, DVD, cassette.) rather than grouped conceptually (such as collocating book and movie versions of Pride & Prejudice).']",1
non- book object,"['Shoehorning non- book objects into a bibliographic description creates sub-optimal descriptions (Hagler, 1980), making it hard for people to find what they seek.']",1
a bibliographic description,"['Shoehorning non- book objects into a bibliographic description creates sub-optimal descriptions (Hagler, 1980), making it hard for people to find what they seek.']",1
sub-optimal description,"['Shoehorning non- book objects into a bibliographic description creates sub-optimal descriptions (Hagler, 1980), making it hard for people to find what they seek.']",1
hagler,"['Shoehorning non- book objects into a bibliographic description creates sub-optimal descriptions (Hagler, 1980), making it hard for people to find what they seek.']",1
people,"['Shoehorning non- book objects into a bibliographic description creates sub-optimal descriptions (Hagler, 1980), making it hard for people to find what they seek.', '(e.g., Farmville, CityVille, Gaia Online)Target AudienceTarget audience is defined as ""a group of people for whom the resource is intended or useful, determined by the creator or the publisher of the game.']",2
indexer,['Indexers also face challenges in describing games with bibliographic standards.'],1
game,"['Indexers also face challenges in describing games with bibliographic standards.', 'Narratologists argue games are texts with narrative structures and devices (like films), while ludologists argue that games are interactive experiences focused on gameplay and game mechanics.', 'The complexity of video game genres suggests games are both.', 'He created 42 categories of games based largely on gameplay and interactivity (e.g., Abstract, Gambling, Racing, etc.).', 'The typology can then be used to compare games to find similarities and differences.', 'Only Elverdam & Aarseth (2007) crafted a system based solely on games themselves.', 'There will always be some game-related websites excluded from our sampling, and certain types of games not included in the sample games used toevaluate the terms.', 'The scheme is easily extendable and therefore accommodating of an unlimited number of new foci as games evolve.', ""Our definitions of these foci along with game examples are provided below:Action: Games with a heavy emphasis on a series of actions performed by the player in order to meet a certain set of objectives (e.g., Super Mario Bros., Patapon)Action/Adventure: Games which are set in a world for the player to explore and complete a certain set of objectives through a series of actions (e.g., The Legend of Zelda, Prince of Persia)Driving/Racing: Games involving driving various types of vehicles as the main action, sometimes with an objective of winning a race against an opponent (e.g., Mario Kart, Gran Turismo)Fighting: Games involving the player to control a game character to engage in a combat against an opponent (e.g., Street Fighter, Mortal Kombat)Puzzle: Games with an objective of figuring out the solution by solving enigmas, navigating, and manipulating and reconfiguring objects (modified from Wolf, 2001) (e.g., Tetris, Minesweeper)RPG: Games with an emphasis on the player's character development and narrative components (e.g., Final Fantasy, Mass Effect)Shooter: Games involving shooting at, and often destroying, a series of opponents or objects (Wolf, 2001)"", 'Games intending to recreate an experience of a real world activity in the game world (e.g., SimCity, Trauma Center)Sports: Games featuring a simulation of particular sports in the game world (e.g., FIFA series, Wii Sports)Strategy:', ""Games characterized by players' strategic decisions and interventions to bring the desired outcome (modified from Apperley, 2006) (e.g., StarCraft, Total War series)One key challenge in developing these foci was mutual exclusivity."", 'Many questions emerged, such as: how different are Action and Action/Adventure games?', 'How about games employing multiple gameplay components such as Action/Adventure, RPG, and Puzzle?', 'Are all games essentially Action games since they all require some actions performed by the player?', 'Our final list is comprised of six purposes:Education: Games in which the goal is to support learning.', 'Wii Degree, Carmen Sandiego series)Entertainment: Games in which the goal is to allow the player to have fun.', 'A large majority of games have entertainment as their purpose.', '(e.g., Mass Effect, Kingdom Hearts, Super Mario Bros.)Exercise: Games in which the goal is to get players to move their physical bodies and burn calories or participate in some type of athletic pursuit.', ""(e.g., Wii Fit series, Dance Dance Revolution)Meditation: Games which help support players' engagement in meditation and mindfulness activities."", 'Games designed to be played in the setting of a social gathering.', '(e.g., Mario Party, Rayman Raving Rabbids, WarioWare)Social: Games designed to involve around heavy social interaction rather than playing in solitude.', '(e.g., God of War, Uncharted)Isometric: Games that use isometric projection to render three-dimensional objects in two dimensions.', '(e.g., Final Fantasy Tactics, Age of Empires)Static background: Games with a background display that does not move or change.', '(e.g., Peggle, Princess Maker)Vertical scrolling: Games with a display that scrolls vertically where characters typically move from bottom to top.', '(e.g., Bejeweled, Tetris)Video backdrop: Games based on interacting with a motion-video backdrop, either as scenery or an enemy (modified from mobygames.com).', '(e.g., Area 51, EyeToy Groove)Text-based: Games that use text as the main display method.', 'Perspective manipulation: Games where characters are able to switch between multiple display methods (e.g., 2D to 3D or vice versa).', 'Extant terms describing the artistic style of games were poorly described and rarely defined.', 'Additional complications arose, such as how to deal with games that were intended to look ""realistic"" yet now look ""retro"" because of technical limitations at the time of the game\'s creation (e.g., Final Fantasy VII).', 'It is easily possible that games we currently perceive as Realistic will be perceived as Retro after 20 years.', '(e.g., Trauma Center, Time Crisis)Certain foci will be more relevant for games employing particular types of gameplays: for instance, timed action may appear more often in Simulation or Shooter games, time manipulation in RPGs or Action/Adventure games, and so on.', '"" Theme can help represent the ""aboutness"" of the game regardless of the Gameplay or Style, allowing the collocation of games by theme despite these other facets.', 'We have organized a total of 127 different themes under 22 main categories (i.e., Art & Design, Business, Children, Concept, Crime, End of the world, Fantasy, Food, History, Holidays, Law, Medicine, Nature, Politics, Religion, Science, Sci-fi, Sex, Sports, Supernatural, Travel & Transportation, and War & Fighting) and we anticipate this list will grow as we test larger numbers of games.', 'Therefore we evaluated themes based on the likeliness that users would seek games featuring a given theme.', 'Currently the foci under setting are divided into two sub-categories: ""spatial"" (i.e., Asian, Casino, Castle, Desert, Game show, Hospital, Nature, Ocean, Rural, School, Space, Spaceship, Tundra, Urban, Virtual worlds, and Western) and ""temporal"" (i.e., Cyberpunk, Futuristic, Gothic, Historic, Medieval, Modern, Renaissance, and Steampunk).Our discussion evoked the following questions: how do we describe games such as Mario Kart where the environment of the game changes in each stage of the game?', 'For example, when searching for games featuring a Setting in Space, would users expect to see games like Mario Kart or Peggle in their results?', 'Setting may not be relevant to all existing games, but rather only applicable to games with more complex environments.', '"" The role of emotions (e.g., pleasure, arousal, dominance) in playful consumption of games has been well-documented (Holbrook et al., 1984).', 'As games feature increasingly complicated narratives, the relevance of this facet will increase.', 'We identified fifteen common moods in games including Adventurous, Aggressive, Cute, Dark, Horror, Humorous, Inspirational, Intense, Light- hearted, Mysterious, Peaceful, Sarcastic, Sensual, Solitary and Quirky.', 'For certain types of games, some facets may not be applicable, thus they were left blank in the table.', 'Such studies will not only shed light on how gamers understand genre and the clarity of the terms and definitions developed here but also evaluate the usefulness of a faceted, multi-dimensional genre classification for locating and accessing games.', 'Eventually, the scheme will be used to describe the video game collection owned by SIMM, from which a working catalog will be created, enabling users to search and browse games.', 'A multi-dimensional typology of games.', 'Play, game, world: Anatomy of videogames.', 'Games and Culture, 2(1), 3-22.Entertainment Software Rating Board.', 'Games, claims, genres & learning.', 'Play as a consumption experience: The roles of emotions, performance, and personality in the enjoyment of games.']",57
bibliographic standard,['Indexers also face challenges in describing games with bibliographic standards.'],1
title page,"['For example, video games do not come with title pages, so rules stipulating transcription of information from title pages are unusable for video games.']",2
rule,"['For example, video games do not come with title pages, so rules stipulating transcription of information from title pages are unusable for video games.']",1
transcription,"['For example, video games do not come with title pages, so rules stipulating transcription of information from title pages are unusable for video games.']",1
other bibliographic model,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).']",1
this problem,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).']",1
functional requirement,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).', 'Functional requirements for bibliographic records: Final report.']",2
bibliographic record,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).', 'Functional requirements for bibliographic records: Final report.']",2
ifla,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).']",1
fundamental problem,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).']",1
these idea,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).']",1
mcdonough,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).']",1
et al,"['Other bibliographic models attempt to address this problem, such as Functional Requirements for Bibliographic Records (FRBR) (IFLA, 2009), but fundamental problems arise when applying these ideas to video games (McDonough et al., 2010).', '"" The role of emotions (e.g., pleasure, arousal, dominance) in playful consumption of games has been well-documented (Holbrook et al., 1984).', 'We have established a core schema containing the 16 metadata elements crucial in describing video games in any context (Lee et al., 2013) and we are currently in the process of developing a larger recommended set.']",3
description,"[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010)."", ""Despite a focus on improving particular user tasks, FRBR is limited because it is derived solely from descriptions of information objects rather than on studies of users' desired descriptive information.""]",2
the context,"[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010)."", 'A critique of generic formulas in video games in the context of ""the real"".']",3
an object,"[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010).""]",1
a user's reaction,"[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010).""]",1
"e.g., mood","[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010).""]",1
similarity-based relationship,"[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010).""]",1
", similar games)--which","[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010).""]",1
frbr,"[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010)."", ""Despite a focus on improving particular user tasks, FRBR is limited because it is derived solely from descriptions of information objects rather than on studies of users' desired descriptive information."", 'We hope to augment existing standards in the LIS field, such as FRBR and related standards, as well as assisting organizations such as SIMM and Common Sense Media by providing a more formal metadata schema and encoding schemes that can be used across multiple game-related websites and other resources.']",3
lee,"[""Descriptions based on the context of an object, such as a user's reaction (e.g., mood), or similarity-based relationships (i.e., similar games)--which can be significant in the context of video games--are not represented in FRBR (Lee, 2010).""]",1
a focus,"[""Despite a focus on improving particular user tasks, FRBR is limited because it is derived solely from descriptions of information objects rather than on studies of users' desired descriptive information.""]",1
particular user task,"[""Despite a focus on improving particular user tasks, FRBR is limited because it is derived solely from descriptions of information objects rather than on studies of users' desired descriptive information.""]",1
information object,"[""Despite a focus on improving particular user tasks, FRBR is limited because it is derived solely from descriptions of information objects rather than on studies of users' desired descriptive information.""]",1
study,"[""Despite a focus on improving particular user tasks, FRBR is limited because it is derived solely from descriptions of information objects rather than on studies of users' desired descriptive information.""]",1
descriptive information,"[""Despite a focus on improving particular user tasks, FRBR is limited because it is derived solely from descriptions of information objects rather than on studies of users' desired descriptive information."", 'Websites like Wikipedia provide large amounts of descriptive information, but it is unsubstantiated, unstructured, and cumbersome to navigate.']",2
congress subject heading,"['Library of Congress Subject Headings, designed to describe all materials held by libraries, contains only 219 headings (out of about 337,000) for describing video games mostly by name (e.g., Halo, Legend of Zelda).']",1
all material,"['Library of Congress Subject Headings, designed to describe all materials held by libraries, contains only 219 headings (out of about 337,000) for describing video games mostly by name (e.g., Halo, Legend of Zelda).']",1
only 219 heading,"['Library of Congress Subject Headings, designed to describe all materials held by libraries, contains only 219 headings (out of about 337,000) for describing video games mostly by name (e.g., Halo, Legend of Zelda).']",1
name,"['Library of Congress Subject Headings, designed to describe all materials held by libraries, contains only 219 headings (out of about 337,000) for describing video games mostly by name (e.g., Halo, Legend of Zelda).']",1
"e.g., halo, legend","['Library of Congress Subject Headings, designed to describe all materials held by libraries, contains only 219 headings (out of about 337,000) for describing video games mostly by name (e.g., Halo, Legend of Zelda).']",1
zelda,"['Library of Congress Subject Headings, designed to describe all materials held by libraries, contains only 219 headings (out of about 337,000) for describing video games mostly by name (e.g., Halo, Legend of Zelda).', ""Our definitions of these foci along with game examples are provided below:Action: Games with a heavy emphasis on a series of actions performed by the player in order to meet a certain set of objectives (e.g., Super Mario Bros., Patapon)Action/Adventure: Games which are set in a world for the player to explore and complete a certain set of objectives through a series of actions (e.g., The Legend of Zelda, Prince of Persia)Driving/Racing: Games involving driving various types of vehicles as the main action, sometimes with an objective of winning a race against an opponent (e.g., Mario Kart, Gran Turismo)Fighting: Games involving the player to control a game character to engage in a combat against an opponent (e.g., Street Fighter, Mortal Kombat)Puzzle: Games with an objective of figuring out the solution by solving enigmas, navigating, and manipulating and reconfiguring objects (modified from Wolf, 2001) (e.g., Tetris, Minesweeper)RPG: Games with an emphasis on the player's character development and narrative components (e.g., Final Fantasy, Mass Effect)Shooter: Games involving shooting at, and often destroying, a series of opponents or objects (Wolf, 2001)"", '(e.g., The Legend of Zelda: The Wind Waker, Catherine)Wireframe: A style of revealing the design structure of 3D objects with lines and curves (e.g.,Battlezone, Stellar 7).This facet focuses on the ""look"" of a game from an artistic or aesthetic point of view.', 'Players are able to manipulate time by taking certain actions (e.g., changing day to night by playing a song) or change the time flow in the game (e.g., The Legend of Zelda:', 'Multiple foci may be applicable for certain games (e.g., Real-time, Time travel, and Time manipulation in The Legend of Zelda: Ocarina of Time).ThemeTheme is defined as ""the common thread or ideas that recur in the game.']",5
many notable series,"['Consequently, many notable series are missing (e.g., Final Fantasy, Mass Effect) and these subject headings cannot be used for collocating similar games outside of a particular series.']",1
"e.g., final fantasy","['Consequently, many notable series are missing (e.g., Final Fantasy, Mass Effect) and these subject headings cannot be used for collocating similar games outside of a particular series.', ""Our definitions of these foci along with game examples are provided below:Action: Games with a heavy emphasis on a series of actions performed by the player in order to meet a certain set of objectives (e.g., Super Mario Bros., Patapon)Action/Adventure: Games which are set in a world for the player to explore and complete a certain set of objectives through a series of actions (e.g., The Legend of Zelda, Prince of Persia)Driving/Racing: Games involving driving various types of vehicles as the main action, sometimes with an objective of winning a race against an opponent (e.g., Mario Kart, Gran Turismo)Fighting: Games involving the player to control a game character to engage in a combat against an opponent (e.g., Street Fighter, Mortal Kombat)Puzzle: Games with an objective of figuring out the solution by solving enigmas, navigating, and manipulating and reconfiguring objects (modified from Wolf, 2001) (e.g., Tetris, Minesweeper)RPG: Games with an emphasis on the player's character development and narrative components (e.g., Final Fantasy, Mass Effect)Shooter: Games involving shooting at, and often destroying, a series of opponents or objects (Wolf, 2001)""]",2
mass effect,"['Consequently, many notable series are missing (e.g., Final Fantasy, Mass Effect) and these subject headings cannot be used for collocating similar games outside of a particular series.']",1
these subject heading,"['Consequently, many notable series are missing (e.g., Final Fantasy, Mass Effect) and these subject headings cannot be used for collocating similar games outside of a particular series.']",1
similar game,"['Consequently, many notable series are missing (e.g., Final Fantasy, Mass Effect) and these subject headings cannot be used for collocating similar games outside of a particular series.', 'Doing so can assist future systems to better collocate similar games and make more intelligent recommendations.', ""This facet allows for a more intelligent collocation of similar games under a particular Gameplay such as the sub-categories of Beat'em up vs. Platformer, which are both types of Action gameplay.""]",3
a particular series,"['Consequently, many notable series are missing (e.g., Final Fantasy, Mass Effect) and these subject headings cannot be used for collocating similar games outside of a particular series.']",1
addition,"['In addition, there are only five genre headings for video games: Computer adventure games, Computer baseball games, Computer flight games, Computer war games, and Computer word games.']",1
only five genre heading,"['In addition, there are only five genre headings for video games: Computer adventure games, Computer baseball games, Computer flight games, Computer war games, and Computer word games.']",1
computer adventure game,"['In addition, there are only five genre headings for video games: Computer adventure games, Computer baseball games, Computer flight games, Computer war games, and Computer word games.']",1
computer baseball game,"['In addition, there are only five genre headings for video games: Computer adventure games, Computer baseball games, Computer flight games, Computer war games, and Computer word games.']",1
computer flight game,"['In addition, there are only five genre headings for video games: Computer adventure games, Computer baseball games, Computer flight games, Computer war games, and Computer word games.']",1
computer war game,"['In addition, there are only five genre headings for video games: Computer adventure games, Computer baseball games, Computer flight games, Computer war games, and Computer word games.']",1
computer word game,"['In addition, there are only five genre headings for video games: Computer adventure games, Computer baseball games, Computer flight games, Computer war games, and Computer word games.']",1
such genre heading,"['Such genre headings are limited at best, and hamper both searchability and browsability.']",1
both searchability,"['Such genre headings are limited at best, and hamper both searchability and browsability.']",1
browsability,"['Such genre headings are limited at best, and hamper both searchability and browsability.']",1
a small number,"['A small number of LIS studies on metadata for video games exist (e.g., McDonough et al., 2010; Winget, 2011), but they tend to focus on older games due to an interest in preservation.', 'The third column illustrates a small number of foci examples for each facet.']",2
lis study,"['A small number of LIS studies on metadata for video games exist (e.g., McDonough et al., 2010; Winget, 2011), but they tend to focus on older games due to an interest in preservation.']",1
metadata,"['A small number of LIS studies on metadata for video games exist (e.g., McDonough et al., 2010; Winget, 2011), but they tend to focus on older games due to an interest in preservation.']",1
old game,"['A small number of LIS studies on metadata for video games exist (e.g., McDonough et al., 2010; Winget, 2011), but they tend to focus on older games due to an interest in preservation.', '(e.g., Shin Megami Tensei: Persona 4, Tales series)Retro: A style that incorporates pixilated looks of objects, characters, or environments that were common in older games.']",2
an interest,"['A small number of LIS studies on metadata for video games exist (e.g., McDonough et al., 2010; Winget, 2011), but they tend to focus on older games due to an interest in preservation.']",1
preservation,"['A small number of LIS studies on metadata for video games exist (e.g., McDonough et al., 2010; Winget, 2011), but they tend to focus on older games due to an interest in preservation.']",1
these study,"['These studies, however, consider game information from a data- or creator-centric point of view, rather than that of an end user.', 'Each of these studies shows that working from an existing controlled vocabulary or set of indexing terms is a useful approach when undertaking a facet analysis.']",2
game information,"['These studies, however, consider game information from a data- or creator-centric point of view, rather than that of an end user.']",1
a data- or creator-centric point,"['These studies, however, consider game information from a data- or creator-centric point of view, rather than that of an end user.']",1
view,"['These studies, however, consider game information from a data- or creator-centric point of view, rather than that of an end user.', '(e.g., The Legend of Zelda: The Wind Waker, Catherine)Wireframe: A style of revealing the design structure of 3D objects with lines and curves (e.g.,Battlezone, Stellar 7).This facet focuses on the ""look"" of a game from an artistic or aesthetic point of view.']",2
an end user,"['These studies, however, consider game information from a data- or creator-centric point of view, rather than that of an end user.']",1
massive information,"['Alternatively, the web contains massive information about video games, scattered across many sources.']",1
many source,"['Alternatively, the web contains massive information about video games, scattered across many sources.']",1
such a wealth,"['Such a wealth of information, however, creates a poverty of certainty in determining authority and trustworthiness.']",1
a poverty,"['Such a wealth of information, however, creates a poverty of certainty in determining authority and trustworthiness.']",1
certainty,"['Such a wealth of information, however, creates a poverty of certainty in determining authority and trustworthiness.']",1
authority,"['Such a wealth of information, however, creates a poverty of certainty in determining authority and trustworthiness.']",1
trustworthiness,"['Such a wealth of information, however, creates a poverty of certainty in determining authority and trustworthiness.']",1
website,"['Websites like Amazon.com, Mobygames, GameSpot, etc. are generally geared toward purchasing decisions and provide mostly basic descriptive elements like title, platform, genre, release date, and publisher.', 'Websites like Wikipedia provide large amounts of descriptive information, but it is unsubstantiated, unstructured, and cumbersome to navigate.']",2
mobygame,"['Websites like Amazon.com, Mobygames, GameSpot, etc. are generally geared toward purchasing decisions and provide mostly basic descriptive elements like title, platform, genre, release date, and publisher.', 'We ended up with 804 instances of genre labels from multiple game-related websites and online directories/ encyclopedias (e.g., Allgame, Gamefaqs, Gamespot, Mobygames, IGN, Giantbomb, dmoz, ranker, Wikipedia, Amazon) as well as previous literature related to game genres (e.g., Apperley, 2006; Djaouti et al., 2007; Djaouti et al., 2008; King, Delfabbro & Griffiths, 2010; Foster & Misha, 2011; Wolf, 2001).']",2
gamespot,"['Websites like Amazon.com, Mobygames, GameSpot, etc. are generally geared toward purchasing decisions and provide mostly basic descriptive elements like title, platform, genre, release date, and publisher.', 'We ended up with 804 instances of genre labels from multiple game-related websites and online directories/ encyclopedias (e.g., Allgame, Gamefaqs, Gamespot, Mobygames, IGN, Giantbomb, dmoz, ranker, Wikipedia, Amazon) as well as previous literature related to game genres (e.g., Apperley, 2006; Djaouti et al., 2007; Djaouti et al., 2008; King, Delfabbro & Griffiths, 2010; Foster & Misha, 2011; Wolf, 2001).']",2
purchase decision,"['Websites like Amazon.com, Mobygames, GameSpot, etc. are generally geared toward purchasing decisions and provide mostly basic descriptive elements like title, platform, genre, release date, and publisher.']",1
mostly basic descriptive element,"['Websites like Amazon.com, Mobygames, GameSpot, etc. are generally geared toward purchasing decisions and provide mostly basic descriptive elements like title, platform, genre, release date, and publisher.']",1
title,"['Websites like Amazon.com, Mobygames, GameSpot, etc. are generally geared toward purchasing decisions and provide mostly basic descriptive elements like title, platform, genre, release date, and publisher.']",1
platform,"['Websites like Amazon.com, Mobygames, GameSpot, etc. are generally geared toward purchasing decisions and provide mostly basic descriptive elements like title, platform, genre, release date, and publisher.', 'However, Wolf\'s system is commonly critiqued for over-reliance on early-era examples (e.g., Space Invaders, Frogger, etc.) to build definitions, and for failing to accommodate modern genres, such as MMORPG or First Person Shooter (Clearwater, 2011; Whalen, 2004).King and Krzywinska (2002) describe a 4-tiered hierarchy which emphasizes interactivity rather than narrative: Platform referred to the gaming hardware; Genre referred to ""broad categories such as \'action-adventure\', \'driving\', or \'strategy\',"" (p.26); Mode referred to players\' experiences of the gameworld; and Milieu referred to ""location and atmospheric or stylistic conventions"" (p. 27).', ""Like Gnoli and Hong's (2006) test, we described a variety of sample games representing diverse gameplays and platforms to identify any problems with the scheme and remedythem by adding, deleting, or modifying the indexing terms.""]",3
