syllabus437_nouns.csv
Unique nouns: 396,Total nouns: 485
Total time: 2.346 sec,Cost per noun: 4.836 ms
skill,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.']",1
the wsu seven learning goal,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.']",1
quantitative reasoning,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.']",1
scientific literacy,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.']",1
information literacy,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.']",1
learning,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.', '[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",2
the method,"['The methods and measures for each goal is summarized in the table.', 'WSU Learning Goal (by end of Course topics that Evaluation Outcome course) address the learning outcome Critical and Creative Understand the method \\xef\\x82\\xb7 Decision trees,', 'The homework assignments will expose you to the machine learning methods we discuss in class and data from a diversity of applications that illustrate how the methods can be used.']",3
measure,['The methods and measures for each goal is summarized in the table.'],1
each goal,['The methods and measures for each goal is summarized in the table.'],1
the table,['The methods and measures for each goal is summarized in the table.'],1
goal,"['WSU Learning Goal (by end of Course topics that Evaluation Outcome course) address the learning outcome Critical and Creative Understand the method \\xef\\x82\\xb7 Decision trees,', 'The presentation should clearly state the project objectives and hypothesis, datasets used or created, methods, and (preliminary) results with goals for next steps.']",2
end,"['WSU Learning Goal (by end of Course topics that Evaluation Outcome course) address the learning outcome Critical and Creative Understand the method \\xef\\x82\\xb7 Decision trees,']",1
course,"['WSU Learning Goal (by end of Course topics that Evaluation Outcome course) address the learning outcome Critical and Creative Understand the method \\xef\\x82\\xb7 Decision trees,']",1
topic,"['WSU Learning Goal (by end of Course topics that Evaluation Outcome course) address the learning outcome Critical and Creative Understand the method \\xef\\x82\\xb7 Decision trees,']",1
the learning outcome,"['WSU Learning Goal (by end of Course topics that Evaluation Outcome course) address the learning outcome Critical and Creative Understand the method \\xef\\x82\\xb7 Decision trees,']",1
homework thinking,"['\\xef\\x82\\xb7 Homework Thinking and applicability of nearest neighbors, k- assignments alternative machine means cluster,']",1
applicability,"['\\xef\\x82\\xb7 Homework Thinking and applicability of nearest neighbors, k- assignments alternative machine means cluster,']",1
near neighbor,"['\\xef\\x82\\xb7 Homework Thinking and applicability of nearest neighbors, k- assignments alternative machine means cluster,']",1
k- assignment alternative machine,"['\\xef\\x82\\xb7 Homework Thinking and applicability of nearest neighbors, k- assignments alternative machine means cluster,']",1
cluster,"['\\xef\\x82\\xb7 Homework Thinking and applicability of nearest neighbors, k- assignments alternative machine means cluster,']",1
exam,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,', 'Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).', 'Exams will not be graded for students who are not present during the exam period.', 'Course Calendar (Tentative) Black = online Red = student led (exams, posters, presentations, project)']",5
strategy network,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,']",1
linear \xef\x82\xb7 project regression,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,']",1
logistic regression,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,', ""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",2
svms quantitative reasoning grasp property,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,']",1
decision boundary,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,']",1
homework,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,', '\\xef\\x82\\xb7 April 11: Project proposals are due as part of Homework']",2
algorithm assessment margin,"['neural \\xef\\x82\\xb7 Exams learning strategies network, linear \\xef\\x82\\xb7 Project regression, logistic regression, SVMs Quantitative Reasoning Grasp properties involved \\xef\\x82\\xb7 Decision boundaries, \\xef\\x82\\xb7 Homework in algorithm assessment margin, performance assignments measures,']",1
validation \xef\x82\xb7 exam,['validation \\xef\\x82\\xb7 Exams \\xef\\x82\\xb7 Semester project Scientific Literacy Be aware of and \\xef\\x82\\xb7 Guest lectures on dep \\xef\\x82\\xb7'],1
semester project scientific literacy,['validation \\xef\\x82\\xb7 Exams \\xef\\x82\\xb7 Semester project Scientific Literacy Be aware of and \\xef\\x82\\xb7 Guest lectures on dep \\xef\\x82\\xb7'],1
dep,['validation \\xef\\x82\\xb7 Exams \\xef\\x82\\xb7 Semester project Scientific Literacy Be aware of and \\xef\\x82\\xb7 Guest lectures on dep \\xef\\x82\\xb7'],1
the-,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
generative art research,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
machine adversarial network,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
tensor flow information literacy,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
research project,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
semester project,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).', '\\xef\\x82\\xb7 April 24: Canvas contains a link to a Google Doc for semester projects.']",3
literary resource,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
a machine learning challenge communication,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
the result,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
a \xef\x82\xb7 research project,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
project poster research project,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
presentation service,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
project demonstration,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
diversity,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
ethical issue,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
lecture,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
unsupervised learning depth,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
breadth,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
issue,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
multi-disciplinary \xef\x82\xb7 semester project integration,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
practical application,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
research project machine learning technology course requirement,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
1 ) homework assignment,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
35 %,"['Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",1
