737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1451,Total nouns: 2296
Total time: 14.537 sec,Cost per noun: 6.332 ms
"4,000 nm service ceiling","['Takeoff Distance ----------------------------------------- 8,700 ft. / 2,650 m. Landing Distance ----------------------------------------- 5,360 ft. / 1,635 m Range ----------------------------------------- 4,000 nm Service Ceiling ----------------------------------------- 41,000 ft. / 12,500 m. 6 The X-Plane B737-800']",1
"41,000 ft ./12,500 m.","['Takeoff Distance ----------------------------------------- 8,700 ft. / 2,650 m. Landing Distance ----------------------------------------- 5,360 ft. / 1,635 m Range ----------------------------------------- 4,000 nm Service Ceiling ----------------------------------------- 41,000 ft. / 12,500 m. 6 The X-Plane B737-800']",1
the x-plane,"['Takeoff Distance ----------------------------------------- 8,700 ft. / 2,650 m. Landing Distance ----------------------------------------- 5,360 ft. / 1,635 m Range ----------------------------------------- 4,000 nm Service Ceiling ----------------------------------------- 41,000 ft. / 12,500 m. 6 The X-Plane B737-800', 'Assigning peripheral devices This section of the manual deals with an ""ideal"" scenario, in terms of the assignment of external computer peripherals to operate the X-Plane B737-800 with the highest degree of realism.', '55 Fuel Calculation Note: All calculations here are based on the X-Plane B737-800, and NOT the real-life B737-800.']",3
other flight simulator,"['Unlike other flight simulators, X-Plane employs a technique called ""blade element theory.']",1
a technique,"['Unlike other flight simulators, X-Plane employs a technique called ""blade element theory.']",1
""" blade element theory","['Unlike other flight simulators, X-Plane employs a technique called ""blade element theory.']",1
the actual shape,['This utilizes the actual shape of the aircraft (as modeled in the simulator) and breaks down the forces on each part separately.'],1
the aircraft,"['This utilizes the actual shape of the aircraft (as modeled in the simulator) and breaks down the forces on each part separately.', 'When you ""fly"" an airplane in X-Plane, there are no artificial rules in place to govern how the aircraft behaves.', 'Your control inputs move the control surfaces of the aircraft, and these interact with the virtual flow of air around it.', 'As such, you may consider that you are really flying the aircraft.', 'However, despite this, some differences will be apparent, because even the smallest factor plays into the ultimate behavior of the aircraft, both in real life, and in X-Plane.', 'The pedals activate the rudder, which is part of the tail assembly, and this ""yaws"" the aircraft to the left or right.', 'The rudders keep the aircraft straight during takeoff and landing, and help make coordinated turns.', 'This will assist in locating the necessary instruments and controls later, when working through the aircraft check lists, and flying the aircraft.', 'AC and DC Metering This panel is used to select and monitor the source of electrical power to the aircraft (both DC on the left, and AC on the right.', 'These are powered by the APU turbine at the rear of the aircraft, which is a preliminary source of power prior to engine start.', 'The lower portion of this panel is arranged schematically, and the fuel pump switches represent the actual location of the pumps in the aircraft.', 'This is a small (internal) turbine located at the rear of the aircraft.', 'The EADI displays the attitude of the aircraft relative to the horizon, and the altitude (above sea level) - via the scale on the right.', 'The attitude display informs the pilot whether the aircraft is flying straight, or turning, and whether the aircraft is climbing, or descending.', 'The display is presented in a plan view, as if looking down at the aircraft from directly above.', 'The pilot needs to be aware of this when resuming manual control of the aircraft.', 'The autopilot will steer the aircraft laterally according to the programmed flight plan.', '32  6 Altitude Scale Flight Director 7 Horizontal Deviation When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.', '10 Static Reference Lines A static reference showing the position of the aircraft with respect to the artificial horizon - in terms of ascent, descent, a left turn, or a right turn.', 'When the aircraft is following a flight-plan, or according to a navigation aid, this Deviation Bar bar informs the pilot to steer left, or right, to intercept the desired track.', 'The location of a VOR relative to the current position of the aircraft 8 Next Flight Plan Waypoint 9 Airport', 'The location of an airport relative to the current position of the aircraft The features currently displayed by the EHSI 10 Active Features ARPT: Airports are displayed WPT: Waypoints are displayed STA: Radio navigation aid STATIONS WXR:', 'The location of the aircraft is presented at the bottom of the screen, and the map incorporates airports, navigation aids and waypoints (within the selected range) that are ahead of, and 45 degrees either side of, this position.', 'The location of the aircraft is presented at the center of the screen, and the map incorporates airports, navigation aids and waypoints (within the selected range) in all directions.', 'The elevator is a control surface built into the tail assembly and is used to pitch the aircraft up or down.', 'Transponder The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.', 'When Heading-Select mode is engaged, the autopilot will steer the aircraft according to the value displayed here.', ""First-officer's The flight director computes and displays the proper pitch and bank angles 12 Flight Director required for the aircraft to follow the desired flight plan."", 'Switch The flight-crew can manually fly the aircraft according to the flight plan - by aligning the attitude indicator with the Flight Director pitch and bank command bars.', ""Pilot's The flight director computes and displays the proper pitch and bank angles 22 Flight Director required for the aircraft to follow the desired flight plan."", 'Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: Select the desired speed, ARM and engage the Auto-Throttle.', 'General information about flight plans is available on Wikipedia at http://en.wikipedia.org/wiki/Flight_planning Flight plans can be generated by onboard computers if the aircraft is suitably equipped.', 'and the aircraft will carry a flight crew of two pilots and six cabin-crew.', 'The purpose of this inspection is to ensure the aircraft is in a state of readiness for the upcoming flight.', 'In X-Plane, a pre-flight inspection is not merely undertaken to simulate reality, but does in fact have real purpose, because the control surfaces of the aircraft interact directly with the airflow over and around them, just as in real life.']",37
the simulator,['This utilizes the actual shape of the aircraft (as modeled in the simulator) and breaks down the forces on each part separately.'],1
the force,"['This utilizes the actual shape of the aircraft (as modeled in the simulator) and breaks down the forces on each part separately.', 'The force of the ""air"" acting on each component of the model is individually calculated, and combined, to produce extremely realistic flight.']",2
each part,['This utilizes the actual shape of the aircraft (as modeled in the simulator) and breaks down the forces on each part separately.'],1
"the "" air","['The force of the ""air"" acting on each component of the model is individually calculated, and combined, to produce extremely realistic flight.']",1
each component,"['The force of the ""air"" acting on each component of the model is individually calculated, and combined, to produce extremely realistic flight.']",1
the model,"['The force of the ""air"" acting on each component of the model is individually calculated, and combined, to produce extremely realistic flight.']",1
extremely realistic flight,"['The force of the ""air"" acting on each component of the model is individually calculated, and combined, to produce extremely realistic flight.']",1
you,"['When you ""fly"" an airplane in X-Plane, there are no artificial rules in place to govern how the aircraft behaves.', 'As such, you may consider that you are really flying the aircraft.', 'If you are not familiar with this technique, more information is available in the X-Plane Desktop Manual.', 'This section covers the basics techniques for the operation of the controls that you will encounter in the cockpit of an X-Plane aircraft.', 'Place the mouse pointer slightly above, or below, the center point of the switch, depending on the direction you intend to move it.', 'This indicates that you are ready to rotate the control counter-clockwise.', 'Correspondingly, a clockwise arrow indicates that you are ready to rotate the control clockwise.', 'Note that you may also assign keys on your keyboard, or buttons on your external peripheral to move the rudder to the left or right, or to center the rudder.', 'If you are missing some of these external peripherals, you may elect to choose a different configuration that better suits your hardware.', 'Pull the reverse thrust levers towards you to engage reverse thrust, and back to their resting position to disengage.', '(You may choose to map a joystick control to this function).', '-29 420 1,000 43,050 44,050 8500 8,500 27,050 60 60 60 1800 1800 34,620 13.6 -29 61  Setting the Weight, Balance and Fuel in X-Plane After calculating your fuel requirements (see Fuel Calculation) and referencing the Load Sheet Tables, you are ready to configure the weight, balance and fuel for your upcoming flight.']",15
an airplane,"['When you ""fly"" an airplane in X-Plane, there are no artificial rules in place to govern how the aircraft behaves.']",1
no artificial rule,"['When you ""fly"" an airplane in X-Plane, there are no artificial rules in place to govern how the aircraft behaves.']",1
place,"['When you ""fly"" an airplane in X-Plane, there are no artificial rules in place to govern how the aircraft behaves.']",1
your control,"['Your control inputs move the control surfaces of the aircraft, and these interact with the virtual flow of air around it.']",1
input,"['Your control inputs move the control surfaces of the aircraft, and these interact with the virtual flow of air around it.', 'The CWS buttons are used to engage Control Wheel Steering mode, whereby the autopilot will allow the pilot to make inputs using the control wheel, after which it will hold the resulting attitude.']",2
the control surface,"['Your control inputs move the control surfaces of the aircraft, and these interact with the virtual flow of air around it.', 'In X-Plane, a pre-flight inspection is not merely undertaken to simulate reality, but does in fact have real purpose, because the control surfaces of the aircraft interact directly with the airflow over and around them, just as in real life.']",2
the virtual flow,"['Your control inputs move the control surfaces of the aircraft, and these interact with the virtual flow of air around it.']",1
air,"['Your control inputs move the control surfaces of the aircraft, and these interact with the virtual flow of air around it.', 'The pneumatic system provides air for engine starting, air conditioning packs and the wing anti-ice boots.']",2
the use,"[""Due to the use of 'Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart."", 'The GRD PWR switch engages the use of ground electrical power (via an umbilical cable) if this is available.']",2
blade element theory,"[""Due to the use of 'Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart.""]",1
an aircraft,"[""Due to the use of 'Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart.""]",1
great accuracy,"[""Due to the use of 'Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart.""]",1
order,"[""Due to the use of 'Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart.""]",1
its real-life counterpart,"[""Due to the use of 'Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart.""]",1
the fuselage,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.']",1
wing,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.']",1
tail surface,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.']",1
the right size,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.']",1
shape,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.']",1
the center,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.', 'The location of the aircraft is presented at the center of the screen, and the map incorporates airports, navigation aids and waypoints (within the selected range) in all directions.', 'Now input the Center of Gravity, Payload Weight, Fuel Weight (Fuel Tank 1) and Fuel Weight (Fuel Tank 2) and Fuel Weight (Fuel Tank 3).']",3
lift,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.', 'Speed brakes are very effective at reducing lift generated by the wings and adding drag, and are usually deployed partially during descent, or fully at touchdown.']",2
center,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.', ""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)"", 'per hour x 1000) 5 Engine Annunciators 6 General Annunciators 39  7 Fuel Quantity (Per Fuel quantity remaining in the LEFT, CENTER and RIGHT tank respectively (in Tank) lbs.']",3
gravity,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.', 'Now input the Center of Gravity, Payload Weight, Fuel Weight (Fuel Tank 1) and Fuel Weight (Fuel Tank 2) and Fuel Weight (Fuel Tank 3).']",2
the right place,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.']",1
the right amount,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.']",1
power,"['This means the fuselage, wings and tail surfaces must be the right size and shape, the center of lift and center of gravity must be in the right places, and the engine(s) must develop the right amount of power.', 'The Disconnect switches remove the left or right generators from providing power to the electrical buses - in the event of a failure of the corresponding generator.', 'The BUS TRANSFER switch controls the automated transfer of power to the remaining good generator, in the event of a failure of the other generator.', 'These are powered by the APU turbine at the rear of the aircraft, which is a preliminary source of power prior to engine start.']",4
fact,"['In fact, there are a great many properties that must be modeled correctly to achieve a high-fidelity flight model.', 'In X-Plane, a pre-flight inspection is not merely undertaken to simulate reality, but does in fact have real purpose, because the control surfaces of the aircraft interact directly with the airflow over and around them, just as in real life.']",2
a great many property,"['In fact, there are a great many properties that must be modeled correctly to achieve a high-fidelity flight model.']",1
a high-fidelity flight model,"['In fact, there are a great many properties that must be modeled correctly to achieve a high-fidelity flight model.']",1
our design team,['The 737-800 featured in X-Plane-11 has been modeled by our design team with a degree of accuracy that ensures its flight characteristics are like the real aircraft.'],1
a degree,['The 737-800 featured in X-Plane-11 has been modeled by our design team with a degree of accuracy that ensures its flight characteristics are like the real aircraft.'],1
its flight characteristic,['The 737-800 featured in X-Plane-11 has been modeled by our design team with a degree of accuracy that ensures its flight characteristics are like the real aircraft.'],1
the real aircraft,"['The 737-800 featured in X-Plane-11 has been modeled by our design team with a degree of accuracy that ensures its flight characteristics are like the real aircraft.', 'The systems modeling of this aircraft involves some compromise too, because of the degree of complexity present in the real aircraft.', 'In the real aircraft, this button causes the auto-throttles 21 N1 Button to advance to a pre-defined limit N1 (turbine) limit expressed using the FMC.', 'These differ from those of the real aircraft.']",4
some difference,"['However, despite this, some differences will be apparent, because even the smallest factor plays into the ultimate behavior of the aircraft, both in real life, and in X-Plane.']",1
even the small factor,"['However, despite this, some differences will be apparent, because even the smallest factor plays into the ultimate behavior of the aircraft, both in real life, and in X-Plane.']",1
the ultimate behavior,"['However, despite this, some differences will be apparent, because even the smallest factor plays into the ultimate behavior of the aircraft, both in real life, and in X-Plane.']",1
real life,"['However, despite this, some differences will be apparent, because even the smallest factor plays into the ultimate behavior of the aircraft, both in real life, and in X-Plane.', 'In X-Plane, a pre-flight inspection is not merely undertaken to simulate reality, but does in fact have real purpose, because the control surfaces of the aircraft interact directly with the airflow over and around them, just as in real life.']",2
the system modeling,"['The systems modeling of this aircraft involves some compromise too, because of the degree of complexity present in the real aircraft.']",1
this aircraft,"['The systems modeling of this aircraft involves some compromise too, because of the degree of complexity present in the real aircraft.', 'It is recommended that X-Plane pilots follow those procedures to extract the maximum capability and enjoyment from this aircraft.', 'Hint: To best view some of the switches featured in this aircraft, it is helpful to hide the pilot and co-pilot yokes.', '41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.', 'This aircraft is equipped VHF (Comm) Radios with three communications radios - VHF 1, VHF 2 and VHF 3.', 'See: Audio Control NAV Radios This aircraft is equipped with two NAV radios - NAV 1 and NAV2.', '51 Auto-Land This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",7
some compromise,"['The systems modeling of this aircraft involves some compromise too, because of the degree of complexity present in the real aircraft.']",1
the degree,"['The systems modeling of this aircraft involves some compromise too, because of the degree of complexity present in the real aircraft.']",1
complexity,"['The systems modeling of this aircraft involves some compromise too, because of the degree of complexity present in the real aircraft.']",1
most case,"['However, in most cases, the actual 737-800 procedures could be followed when operating the X-Plane version.']",1
the actual 737-800 procedure,"['However, in most cases, the actual 737-800 procedures could be followed when operating the X-Plane version.']",1
the x-plane version,"['However, in most cases, the actual 737-800 procedures could be followed when operating the X-Plane version.']",1
checklist,['Checklists are presented later in this document (with modifications to suit this specific simulation platform and model).'],1
this specific simulation platform,['Checklists are presented later in this document (with modifications to suit this specific simulation platform and model).'],1
-plane pilot,['It is recommended that X-Plane pilots follow those procedures to extract the maximum capability and enjoyment from this aircraft.'],1
those procedure,['It is recommended that X-Plane pilots follow those procedures to extract the maximum capability and enjoyment from this aircraft.'],1
the maximum capability,['It is recommended that X-Plane pilots follow those procedures to extract the maximum capability and enjoyment from this aircraft.'],1
enjoyment,['It is recommended that X-Plane pilots follow those procedures to extract the maximum capability and enjoyment from this aircraft.'],1
7 view,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
a detailed 3-d cockpit,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
the primary control,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
system,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.', ""SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems."", 'Systems A and B are normally engaged exclusively.']",3
yoke,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.', 'The B737-800 is equipped with Yokes, for roll and pitch control.']",2
rudder pedal,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
thrust lever,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.', 'Pull the reverse thrust levers towards you to engage reverse thrust, and back to their resting position to disengage.']",2
prop lever,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
condition lever,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
electrical system,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
pneumatic system,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
navigation aid,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.', 'The location of the aircraft is presented at the bottom of the screen, and the map incorporates airports, navigation aids and waypoints (within the selected range) that are ahead of, and 45 degrees either side of, this position.', 'The location of the aircraft is presented at the center of the screen, and the map incorporates airports, navigation aids and waypoints (within the selected range) in all directions.']",3
radio,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
autopilot,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
lighting,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.', ""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", ""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", ""Lighting Use the 'FLOOD' rotary to control the overhead flood lighting for the center console.""]",4
fuel system,"['7 Views and Controls The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",1
hint,"['Hint: To best view some of the switches featured in this aircraft, it is helpful to hide the pilot and co-pilot yokes.']",1
the switch,"['Hint: To best view some of the switches featured in this aircraft, it is helpful to hide the pilot and co-pilot yokes.', 'Place the mouse pointer slightly above, or below, the center point of the switch, depending on the direction you intend to move it.', 'Guarded switches are used in situations where accidental activation of the switch must be prevented.', 'Do this by positioning the mouse pointer over the switch until the two vertical white arrows are displayed.', 'If the switch is currently closed, it will open, and vice-versa.', 'After the guard has been opened, the switch may be operated like a toggle and rocker switch (see earlier in this section).', 'Starting the APU is accomplished by holding the switch in the START position for a few seconds, then releasing back to the ON position.', 'The engine ignition system in use is controlled by the switch located between the two engine start rotaries.', 'The external landing lights are controlled by the switches at the left side of this panel.', 'The anti-collision lights are controlled by the switches at the right side of this panel.', 'The switches on this panel control the source of hydraulic pressure.']",11
the pilot,"['Hint: To best view some of the switches featured in this aircraft, it is helpful to hide the pilot and co-pilot yokes.', 'Creating ""Quick Look"" views Before discussing the controls, we suggest that the pilot establish a series of ""Quick Look"" views that will be helpful later when interacting with this particular aircraft.', 'The following ""Quick Look"" views are recommended for the B737-800, in a situation where the pilot is not using a Virtual Reality (VR) headset, or a head tracking device.', 'In Normal mode, these systems may be used independently by the pilot and first-officer.', 'The circuit breaker boards themselves are located on the back wall of the cockpit, behind the pilot and first-officer.', 'The attitude display informs the pilot whether the aircraft is flying straight, or turning, and whether the aircraft is climbing, or descending.', 'The pilot needs to be aware of this when resuming manual control of the aircraft.', '32  6 Altitude Scale Flight Director 7 Horizontal Deviation When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.', 'When the aircraft is following a flight-plan, or according to a navigation aid, this Deviation Bar bar informs the pilot to steer left, or right, to intercept the desired track.', 'Control Panel A separate EHSI Control Panel is provided for the pilot and first-officer.', 'The choice of setting depends on the level of reverse thrust that will be used by the pilot on touchdown.', 'This control is used to relieve the pilot from continuous manual input to the elevator.', 'It is recommended the pilot assign an external peripheral axis to this control if one is available.', 'Fuel Control Levers The Fuel Control Levers are manually actuated by the pilot to introduce fuel into the engines, or cut-off fuel from the engines.', 'During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.', 'During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.', 'The CWS buttons are used to engage Control Wheel Steering mode, whereby the autopilot will allow the pilot to make inputs using the control wheel, after which it will hold the resulting attitude.', 'Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.', 'It is recommended the pilot generate a flight plan for the chosen route before using the FMS or GPS units.']",19
-pilot yoke,"['Hint: To best view some of the switches featured in this aircraft, it is helpful to hide the pilot and co-pilot yokes.']",1
""" joystick","['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility']",1
equipment,"['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility', 'A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",2
"the "" setting "" menu","['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility']",1
a button,"['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility']",1
key,"['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility', 'Note that you may also assign keys on your keyboard, or buttons on your external peripheral to move the rudder to the left or right, or to center the rudder.']",2
the following,"['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility']",1
operation | toggle,"['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility']",1
yoke visibility,"['This can be accomplished selecting ""Joystick and Equipment"" from the ""Settings"" menu, and assigning a button, or key, to the following: Operation | Toggle Yoke Visibility']",1
the default keyboard assignment,"[""(The default keyboard assignment is 'y').""]",1
y,"[""(The default keyboard assignment is 'y').""]",1
the assign button/key,['Use the assigned button/key to toggle the yoke view as required.'],1
the yoke view,['Use the assigned button/key to toggle the yoke view as required.'],1
no effect,['This will have no effect on the yoke operation.'],1
the yoke operation,['This will have no effect on the yoke operation.'],1
we,"['Creating ""Quick Look"" views Before discussing the controls, we suggest that the pilot establish a series of ""Quick Look"" views that will be helpful later when interacting with this particular aircraft.']",1
a series,"['Creating ""Quick Look"" views Before discussing the controls, we suggest that the pilot establish a series of ""Quick Look"" views that will be helpful later when interacting with this particular aircraft.', 'This panel contains a series of rotary controls that adjust the instrument lighting.', 'Load Sheet Tables The tables below illustrate a series of hypothetical load-sheet scenarios.']",3
this particular aircraft,"['Creating ""Quick Look"" views Before discussing the controls, we suggest that the pilot establish a series of ""Quick Look"" views that will be helpful later when interacting with this particular aircraft.']",1
this technique,"['If you are not familiar with this technique, more information is available in the X-Plane Desktop Manual.']",1
more information,"['If you are not familiar with this technique, more information is available in the X-Plane Desktop Manual.', 'More information is available in the X-Plane Desktop Manual.']",3
the x-plane desktop manual,"['If you are not familiar with this technique, more information is available in the X-Plane Desktop Manual.', 'More information is available in the X-Plane Desktop Manual.']",3
"the follow "" quick look "" view","['The following ""Quick Look"" views are recommended for the B737-800, in a situation where the pilot is not using a Virtual Reality (VR) headset, or a head tracking device.']",1
a situation,"['The following ""Quick Look"" views are recommended for the B737-800, in a situation where the pilot is not using a Virtual Reality (VR) headset, or a head tracking device.']",1
a virtual reality,"['The following ""Quick Look"" views are recommended for the B737-800, in a situation where the pilot is not using a Virtual Reality (VR) headset, or a head tracking device.']",1
vr ) headset,"['The following ""Quick Look"" views are recommended for the B737-800, in a situation where the pilot is not using a Virtual Reality (VR) headset, or a head tracking device.']",1
a head track device,"['The following ""Quick Look"" views are recommended for the B737-800, in a situation where the pilot is not using a Virtual Reality (VR) headset, or a head tracking device.']",1
some degree,"['To some degree, these correspond (on the keyboard Number Pad) with their physical locations in the cockpit, and are therefore logical and easy to recall later.']",1
the keyboard number pad,"['To some degree, these correspond (on the keyboard Number Pad) with their physical locations in the cockpit, and are therefore logical and easy to recall later.']",1
their physical location,"['To some degree, these correspond (on the keyboard Number Pad) with their physical locations in the cockpit, and are therefore logical and easy to recall later.']",1
control display unit,"[""Control Display Unit (CDU) Pilot's Primary Instrument Panel Thrust Lever Quadrant and Center Console 9 Co-Pilot's Primary Instrument Panel Pilot's EFIS (Electronic Flight Instrument System)""]",1
