moby-dick-002-chapter-1-loomings_nouns.csv
Unique nouns: 400,Total nouns: 629
Total time: 2.46 sec,Cost per noun: 3.91 ms
all those ship,"['Tell me, does the magnetic virtue of the needles of the compasses of all those ships attract them thither?Once more.']",1
the country,['Say you are in the country; in some high land of lakes.'],1
some high land,['Say you are in the country; in some high land of lakes.'],1
lake,['Say you are in the country; in some high land of lakes.'],1
almost any path,"['Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream.']",1
a dale,"['Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream.']",1
a pool,"['Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream.']",1
the stream,"['Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream.']",1
magic,['There is magic in it.'],1
man,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']",1
his deep reveries- stand,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']",1
that man,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']",1
his leg,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']",1
his foot,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']",1
a-going,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']",1
he,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.', 'He desires to paint you the dreamiest, shadiest, quietest, most enchanting bit of romantic landscape in all the valley of the Saco.', 'What is the chief element he employs?', ""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him."", 'Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?', 'Why is almost every robust healthy boy with a robust healthy soul in him, at some time or other crazy to go to sea?', 'And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.', 'He thinks he breathes it \\xef\\xac\\x81rst; but not so.', 'But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.', 'Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']",13
water,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.', 'Yes, as every one knows, meditation and water are wedded for ever.', 'Water- there is not a drop of water there!']",4
all that region,"['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']",1
the great american desert,"['Should you ever be athirst in the great American desert, try this experiment, if your caravan happen to be supplied with a metaphysical professor.']",1
this experiment,"['Should you ever be athirst in the great American desert, try this experiment, if your caravan happen to be supplied with a metaphysical professor.']",1
your caravan,"['Should you ever be athirst in the great American desert, try this experiment, if your caravan happen to be supplied with a metaphysical professor.']",1
a metaphysical professor,"['Should you ever be athirst in the great American desert, try this experiment, if your caravan happen to be supplied with a metaphysical professor.']",1
meditation,"['Yes, as every one knows, meditation and water are wedded for ever.']",1
an artist,['But here is an artist.'],1
"the dreamy, shady, quiet, most enchanting bit","['He desires to paint you the dreamiest, shadiest, quietest, most enchanting bit of romantic landscape in all the valley of the Saco.']",1
romantic landscape,"['He desires to paint you the dreamiest, shadiest, quietest, most enchanting bit of romantic landscape in all the valley of the Saco.']",1
all the valley,"['He desires to paint you the dreamiest, shadiest, quietest, most enchanting bit of romantic landscape in all the valley of the Saco.']",1
the saco,"['He desires to paint you the dreamiest, shadiest, quietest, most enchanting bit of romantic landscape in all the valley of the Saco.']",1
the chief element,['What is the chief element he employs?'],1
his tree,"['There stand his trees, 2Created for Lit2Go on the web at etc.usf.eduMoby']",1
lit2go,"['There stand his trees, 2Created for Lit2Go on the web at etc.usf.eduMoby', 'no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby', 'however they may thump and punch me about, I have the 4Created for Lit2Go on the web at etc.usf.eduMoby', 'It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby', 'By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby', 'Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",6
the web,"['There stand his trees, 2Created for Lit2Go on the web at etc.usf.eduMoby', 'no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby', 'however they may thump and punch me about, I have the 4Created for Lit2Go on the web at etc.usf.eduMoby', 'It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby', 'By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby', 'Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']",6
etc.usf.edumoby,"['There stand his trees, 2Created for Lit2Go on the web at etc.usf.eduMoby', 'no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby', 'however they may thump and punch me about, I have the 4Created for Lit2Go on the web at etc.usf.eduMoby', 'It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby', 'By reason of these things, then, the whaling voyage was welcome; the great \\xef\\xac\\x82ood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there \\xef\\xac\\x82oated into 6Created for Lit2Go on the web at etc.usf.eduMoby']",5
herman melvilleeach,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
a hollow trunk,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
a hermit,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
a cruci\xef\xac\x81x,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
his meadow,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
his cattle,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
yonder cottage,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
a sleepy smoke,"['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']",1
distant woodland,"['Deep into distant woodlands winds a mazy way, reaching to overlapping spurs of mountains bathed in their hill-side blue.']",1
spur,"['Deep into distant woodlands winds a mazy way, reaching to overlapping spurs of mountains bathed in their hill-side blue.']",1
mountain,"['Deep into distant woodlands winds a mazy way, reaching to overlapping spurs of mountains bathed in their hill-side blue.']",1
their hill-side blue,"['Deep into distant woodlands winds a mazy way, reaching to overlapping spurs of mountains bathed in their hill-side blue.']",1
the picture,"[""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him.""]",1
this pine-tree,"[""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him.""]",1
its sigh,"[""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him.""]",1
leave,"[""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him.""]",1
this shepherd's head,"[""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him.""]",1
the shepherd's eye,"[""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him.""]",1
the magic stream,"[""But though the picture lies thus tranced, and though this pine-tree shakes down its sighs like leaves upon this shepherd's head, yet all were vain, unless the shepherd's eye were \\xef\\xac\\x81xed upon the magic stream before him.""]",1
the prairie,"['Go visit the Prairies in June, when for scores on scores of miles you wade knee-deep among Tiger-lilies- what is the one charm']",1
june,"['Go visit the Prairies in June, when for scores on scores of miles you wade knee-deep among Tiger-lilies- what is the one charm']",1
score,"['Go visit the Prairies in June, when for scores on scores of miles you wade knee-deep among Tiger-lilies- what is the one charm']",2
tiger-lilies-,"['Go visit the Prairies in June, when for scores on scores of miles you wade knee-deep among Tiger-lilies- what is the one charm']",1
the one charm,"['Go visit the Prairies in June, when for scores on scores of miles you wade knee-deep among Tiger-lilies- what is the one charm']",1
a drop,['Water- there is not a drop of water there!'],1
a cataract,"['Were Niagara but a cataract of sand, would you travel your thousand miles to see it?']",1
sand,"['Were Niagara but a cataract of sand, would you travel your thousand miles to see it?']",1
your thousand mile,"['Were Niagara but a cataract of sand, would you travel your thousand miles to see it?']",1
the poor poet,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
tennessee,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
two handful,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
silver,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
a coat,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
his money,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
a pedestrian trip,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
rockaway beach,"['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']",1
almost every robust healthy boy,"['Why is almost every robust healthy boy with a robust healthy soul in him, at some time or other crazy to go to sea?']",1
a robust healthy soul,"['Why is almost every robust healthy boy with a robust healthy soul in him, at some time or other crazy to go to sea?']",1
your \xef\xac\x81rst voyage,"['Why upon your \\xef\\xac\\x81rst voyage as a passenger, did you yourself feel such a mystical vibration, when \\xef\\xac\\x81rst told that you and your ship were now out of sight of land?']",1
a passenger,"['Why upon your \\xef\\xac\\x81rst voyage as a passenger, did you yourself feel such a mystical vibration, when \\xef\\xac\\x81rst told that you and your ship were now out of sight of land?', 'Now, when I say that I am in the habit of going to sea whenever I begin to grow hazy about the eyes, and begin to be over conscious of my lungs, I do not mean to have it inferred that I ever go to sea as a passenger.', 'For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.', 'no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby']",4
yourself,"['Why upon your \\xef\\xac\\x81rst voyage as a passenger, did you yourself feel such a mystical vibration, when \\xef\\xac\\x81rst told that you and your ship were now out of sight of land?']",1
such a mystical vibration,"['Why upon your \\xef\\xac\\x81rst voyage as a passenger, did you yourself feel such a mystical vibration, when \\xef\\xac\\x81rst told that you and your ship were now out of sight of land?']",1
\xef\xac\x81rst,"['Why upon your \\xef\\xac\\x81rst voyage as a passenger, did you yourself feel such a mystical vibration, when \\xef\\xac\\x81rst told that you and your ship were now out of sight of land?', 'And at \\xef\\xac\\x81rst, this sort of thing is unpleasant enough.', 'He thinks he breathes it \\xef\\xac\\x81rst; but not so.']",3
your ship,"['Why upon your \\xef\\xac\\x81rst voyage as a passenger, did you yourself feel such a mystical vibration, when \\xef\\xac\\x81rst told that you and your ship were now out of sight of land?']",1
the old persian,['Why did the old Persians hold the sea holy?'],1
the sea,"['Why did the old Persians hold the sea holy?', 'But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",2
the greek,"['Why did the Greeks give it a separate deity, and own brother of Jove?']",1
a separate deity,"['Why did the Greeks give it a separate deity, and own brother of Jove?']",1
own brother,"['Why did the Greeks give it a separate deity, and own brother of Jove?']",1
jove,"['Why did the Greeks give it a separate deity, and own brother of Jove?']",1
meaning,['Surely all this is not without meaning.'],1
the meaning,"['And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.']",1
that story,"['And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.']",1
narcissus,"['And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.']",1
who,"['And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.', 'I abandon the glory and distinction of such of\\xef\\xac\\x81ces to those who like them.', 'And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.', ""Who ain't a slave?"", 'But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",5
"the tormenting, mild image","['And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.']",1
the fountain,"['And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.']",1
we,"['But that same image, we ourselves see in all rivers and oceans.', 'The act of paying is perhaps the most uncomfortable in\\xef\\xac\\x82iction that the two orchard thieves entailed upon us.', 'The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.', 'how cheerfully we consign ourselves to perdition!Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.']",4
ourselves,"['But that same image, we ourselves see in all rivers and oceans.', 'how cheerfully we consign ourselves to perdition!Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.']",2
all river,"['But that same image, we ourselves see in all rivers and oceans.']",1
ocean,"['But that same image, we ourselves see in all rivers and oceans.']",1
the image,['It is the image of the ungraspable phantom of life; and this is the key to it all.'],1
the ungraspable phantom,['It is the image of the ungraspable phantom of life; and this is the key to it all.'],1
life,['It is the image of the ungraspable phantom of life; and this is the key to it all.'],1
the key,['It is the image of the ungraspable phantom of life; and this is the key to it all.'],1
the habit,"['Now, when I say that I am in the habit of going to sea whenever I begin to grow hazy about the eyes, and begin to be over conscious of my lungs, I do not mean to have it inferred that I ever go to sea as a passenger.']",1
the eye,"['Now, when I say that I am in the habit of going to sea whenever I begin to grow hazy about the eyes, and begin to be over conscious of my lungs, I do not mean to have it inferred that I ever go to sea as a passenger.']",1
my lung,"['Now, when I say that I am in the habit of going to sea whenever I begin to grow hazy about the eyes, and begin to be over conscious of my lungs, I do not mean to have it inferred that I ever go to sea as a passenger.']",1
a purse,"['For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.']",2
a rag,"['For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.']",1
something,"['For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.', 'no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby', 'I take it that this part of the bill must have run something like this:""Grand']",3
passenger,"[""Besides, passengers get sea-sick- grow quarrelsome- don't sleep of nights- do not enjoy themselves much, as a general thing;-"", 'Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.', 'On the contrary, passengers themselves must pay.']",3
sea-sick-,"[""Besides, passengers get sea-sick- grow quarrelsome- don't sleep of nights- do not enjoy themselves much, as a general thing;-""]",1
nights-,"[""Besides, passengers get sea-sick- grow quarrelsome- don't sleep of nights- do not enjoy themselves much, as a general thing;-""]",1
themselves,"[""Besides, passengers get sea-sick- grow quarrelsome- don't sleep of nights- do not enjoy themselves much, as a general thing;-"", 'On the contrary, passengers themselves must pay.']",2
a general thing;-,"[""Besides, passengers get sea-sick- grow quarrelsome- don't sleep of nights- do not enjoy themselves much, as a general thing;-""]",1
a salt,"['no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby']",1
a commodore,"['no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby']",1
herman melvillea captain,"['Dick: Chapter 1 by Herman Melvillea Captain, or a Cook.']",1
a cook,"['Dick: Chapter 1 by Herman Melvillea Captain, or a Cook.', 'And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']",2
the glory,['I abandon the glory and distinction of such of\\xef\\xac\\x81ces to those who like them.'],1
distinction,['I abandon the glory and distinction of such of\\xef\\xac\\x81ces to those who like them.'],1
such of\xef\xac\x81ces,['I abandon the glory and distinction of such of\\xef\\xac\\x81ces to those who like them.'],1
my part,"['For my part, I abominate all honorable respectable toils, trials, and tribulations of every kind whatsoever.']",1
all honorable respectable toil,"['For my part, I abominate all honorable respectable toils, trials, and tribulations of every kind whatsoever.']",1
trial,"['For my part, I abominate all honorable respectable toils, trials, and tribulations of every kind whatsoever.']",1
tribulation,"['For my part, I abominate all honorable respectable toils, trials, and tribulations of every kind whatsoever.']",1
every kind,"['For my part, I abominate all honorable respectable toils, trials, and tribulations of every kind whatsoever.']",1
care,"['It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.']",2
barque,"['It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.']",1
brig,"['It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.']",1
schooner,"['It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.']",1
"cook,-","['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']",1
considerable glory,"['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']",1
a sort,"['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.', 'It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby']",2
of\xef\xac\x81cer,"['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.', 'But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']",2
ship-board-,"['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']",1
fowls;-,"['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']",1
no one,"['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']",1
a broil fowl,"['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']",1
the idolatrous doting,"['It is out of the idolatrous dotings of the old Egyptians upon broiled ibis and roasted river horse, that you see the mummies of those creatures in their huge bakehouses the pyramids.']",1
the old egyptian,"['It is out of the idolatrous dotings of the old Egyptians upon broiled ibis and roasted river horse, that you see the mummies of those creatures in their huge bakehouses the pyramids.']",1
the mummy,"['It is out of the idolatrous dotings of the old Egyptians upon broiled ibis and roasted river horse, that you see the mummies of those creatures in their huge bakehouses the pyramids.']",1
those creature,"['It is out of the idolatrous dotings of the old Egyptians upon broiled ibis and roasted river horse, that you see the mummies of those creatures in their huge bakehouses the pyramids.']",1
their huge bakehouse,"['It is out of the idolatrous dotings of the old Egyptians upon broiled ibis and roasted river horse, that you see the mummies of those creatures in their huge bakehouses the pyramids.']",1
the pyramid,"['It is out of the idolatrous dotings of the old Egyptians upon broiled ibis and roasted river horse, that you see the mummies of those creatures in their huge bakehouses the pyramids.']",1
a simple sailor,"['No, when I go to sea, I go as a simple sailor, right before the mast, plumb down into the fore-castle, aloft there to the royal mast-head.']",1
the mast,"['No, when I go to sea, I go as a simple sailor, right before the mast, plumb down into the fore-castle, aloft there to the royal mast-head.']",1
the fore-castle,"['No, when I go to sea, I go as a simple sailor, right before the mast, plumb down into the fore-castle, aloft there to the royal mast-head.']",1
the royal mast-head,"['No, when I go to sea, I go as a simple sailor, right before the mast, plumb down into the fore-castle, aloft there to the royal mast-head.']",1
spar,"['True, they rather order me about some, and make me jump from spar to spar, like a grasshopper in a May meadow.']",1
a grasshopper,"['True, they rather order me about some, and make me jump from spar to spar, like a grasshopper in a May meadow.']",1
this sort,"['And at \\xef\\xac\\x81rst, this sort of thing is unpleasant enough.']",1
thing,"['And at \\xef\\xac\\x81rst, this sort of thing is unpleasant enough.', 'With other men, perhaps, such things would not have been inducements; but as for me, I am tormented with an everlasting itch for things remote.']",2
one's sense,"[""It touches one's sense of honor, particularly if you come of an old established family in the land, the Van Rensselaers, or Randolphs, or Hardicanutes.""]",1
honor,"[""It touches one's sense of honor, particularly if you come of an old established family in the land, the Van Rensselaers, or Randolphs, or Hardicanutes.""]",1
an old establish family,"[""It touches one's sense of honor, particularly if you come of an old established family in the land, the Van Rensselaers, or Randolphs, or Hardicanutes.""]",1
your hand,"['And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.']",1
the tar-pot,"['And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.']",1
a country schoolmaster,"['And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.']",1
the tall boy,"['And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.']",1
awe,"['And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.']",1
the transition,"['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.']",1
a schoolmaster,"['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.']",1
a sailor,"['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.', 'Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.', 'how cheerfully we consign ourselves to perdition!Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.']",3
a strong decoction,"['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.']",1
seneca,"['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.']",1
