approach,"[['document', ['Approach.............................................................................................................', 'Logbook / FOB / ACARS COMPLETED PAGE 19 Boeing 777-200ER Aircraft Operating Manual EMERGENCY PROCEDURES MISSED APPROACH (cid:131)', 'SINGLE ENGINE OUT LANDING (cid:131) Use flaps 20o and Vref for approach and landing.', ""Stay on or above the glide slope at all times during approach, once you get below it, you can't get back up it.""]]]",4,4
approval,"[['document', ['It is also the first engine to operate with approval for 207-minute ETOPS.']]]",1,1
approve portable electronic device,"[['document', ['Alert the cabin crew that use of approved portable electronic devices is now approved.']]]",1,1
"approximately 14,000 lb","[['document', ['Please note that this does not take into account the 45 minute reserve required (approximately 14,000 lbs.)']]]",1,1
"approximately 204,649 lb","[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",1,1
"approximately 7,730 nautical mile","[['document', ['With a full load of fuel, the 777-200ER is capable of flying approximately 7,730 nautical miles.']]]",1,1
april,"[['document', ['The Trent 800 entered service in April 1996.']]]",1,1
apu bleed,"[['document', ['Disconnect APU bleed, Engine Bleed (cid:131)']]]",1,1
apu bleed air valve,"[['document', ['As soon as APU has started, check APU bleed air valve open, packs auto and recirculation fans on.']]]",1,1
arinc,"[['document', ['A Boeing-patented two-way digital data bus, ARINC 629, has been adopted as a new industry standard.']]]",1,1
arm spoiler,"[['document', ['Arm spoilers.']]]",1,1
around 44 %,"[['document', ['Today, the Trent 800 is the power plant of choice for the 777, with around 44% of the available market.']]]",1,1
arrival briefing,"[['document', ['Arrival Briefing COMPLETE APPROACH (cid:131) Radio & Courses IDENTIFIED & SET (cid:131)']]]",1,1
assign runway,"[['document', ['Release brakes and taxi to assigned runway.']]]",1,1
assistance,"[['document', ['If you need assistance finding a particular chart or have questions regarding interpretation of the charts, please contact the 777 Chief Pilot.']]]",1,1
associate computer,"[['document', ['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.']]]",1,1
atc,"[['document', ['Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless ""no speed restrictions"" issued by ATC.', 'If possible continue to destination otherwise attempt to return to origin, inform ATC of intentions and situation.']]]",2,2
atc instruction,"[['document', ['Follow ATC instructions on where to land.']]]",1,1
attempt,"[['document', ['Attempt to lower gear using back up hydraulic system.']]]",1,1
auto,"[['document', ['o Set seatbelt sign to auto, leave no-smoking on (cid:131)', 'Set auto-brakes to MAX AUTO.']]]",2,2
auto and recirculation fan,"[['document', ['As soon as APU has started, check APU bleed air valve open, packs auto and recirculation fans on.']]]",1,1
auto-brake,"[['document', ['Set Throttles Full Reverse Thrust (Auto-brake should engage).', 'Ensure Auto-brake has engaged and if not engage manually.']]]",2,2
auto-brakes,"[['document', ['Set auto-brakes to MAX AUTO.', 'Set auto-brakes to MA AUTO.']]]",2,2
autobrake set cid:131,"[['document', ['Autobrake SET (cid:131)']]]",1,1
autoland,"[['document', ['Passing OM select flaps 30\\xc2\\xb0 and slow down to Vref (Vref+5 if using Autoland).']]]",1,1
available 777 model,"[['document', [""The 777-300 complements the existing range of available 777 models with another set of mission capabilities for the world's carriers and offers an attractive option for progressively lower costs per seat within the 777 family.""]]]",1,1
aviation history,"[['document', ['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']]]",1,1
awais ahsan,"[['document', ['This document is copyright 2002, 2003 and 2005 by Robert J. Sucarato, Awais Ahsan, Geoffrey Smith and Adam Gaweda.']]]",1,1
background,"[['document', ['Aircraft History and Background .................................................................................1 Engine Types.............................................................................................................', 'Boeing 777-200ER Aircraft Operating Manual AIRCRAFT HISTORY AND BACKGROUND']]]",2,2
bad weather,"[['document', [""Delta's standard is slightly higher, but if you are expecting bad weather, pack more fuel!"", 'The advanced systems of the 777 make navigating through bad weather easier than in other commercial aircraft.']]]",2,2
battery,"[['document', ['Battery OFF.']]]",1,1
bay,"[['document', ['Bay 6.']]]",1,1
beacon,"[['document', ['Beacon ON (cid:131)']]]",1,1
beacon and navigation light,"[['document', ['Beacon and navigation lights ON.']]]",1,1
board,"[['document', ['Log Book / ETOPS CHECKED & ON BOARD (cid:131)', 'Also, due to the international aspect of the 777, pilots in the program should keep international charts on board at all times and be aware of changes to these charts.']]]",2,2
boeing,"[['document', ['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to replace older L-1011s, DC-10s and early model 747s.', 'The 777-200LR (longer range) and 777-300ER (extended range) airplanes are two longer-range airplanes that Boeing has recently developed.', 'PAGE 6 Boeing 777-200ER Aircraft Operating Manual AIRCRAFT SPECIFICATIONS AIRCRAFT DIMENSIONS (cid:131)', 'This manual makes no claim to represent Boeing, Rolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines, Melvin Rafi or any other party involved.']]]",4,4
boeing 777 panel,"[['document', ['All aircraft use the default Boeing 777 panel included with Microsoft Flight Simulator.']]]",1,1
boeing 777-200er aircraft operate manual range speed,"[['document', ['Landing: PAGE 8 Boeing 777-200ER Aircraft Operating Manual RANGE SPEEDS (cid:131) V MO PAGE 9 Boeing 777-200ER Aircraft Operating Manual (cid:131) V REF (cid:131) V / V / V 1 R 2 ALTITUDES (cid:131)']]]",1,1
boeing 777-200er aircraft operating manual,"[['document', ['By flying using PAGE 13 Boeing 777-200ER Aircraft Operating Manual these procedures pilots will be able to make better use of the manual and also operate the aircraft in a similar fashion company wide.']]]",1,1
boeing's 777 super twinjet,"[['document', [""The PW4084, certified at 86,760 pounds thrust, was the launch engine for Boeing's 777 super twinjet.""]]]",1,1
both engine,"[['document', ['Both engines can be started at the same time.']]]",1,1
both side tank,"[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",1,1
both the 777-200lr,"[['document', ['Both the 777-200LR and the 777-300ER were entered into service within the past year.']]]",1,1
brake,"[['document', ['Release brakes and taxi to assigned runway.']]]",1,1
businesselite\xc2\xae,"[['document', ['Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)']]]",1,1
c1,"[['document', ['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']]]",2,2
c2 pump,"[['document', ['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']]]",1,1
cabin sign,"[['document', ['Cabin signs to on, turn on all hydraulics and turn on fuel pumps in all tanks with fuel.']]]",1,1
cabin width,"[['document', ['Cabin Width: 19 ft 3 in (cid:131)']]]",1,1
calculation,"[['document', ['Calculation of this formula gives you the correct amount of fuel for your trip.']]]",1,1
california,"[['document', [""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at Mojave, California.""]]]",1,1
calm wind,"[['document', ['Any trip estimations that you see in this manual are for calm winds and standard temperatures, any deviation from standard, winds or temperature will result in different actual performance for your aircraft.']]]",1,1
camera view,"[['document', ['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']]]",1,1
capacity,"[['document', ['This aircraft would have the economics of a large, twin-engine aircraft combined with the range and seating capacity of large, multi-engine airliners.']]]",1,1
captain,"[['document', ['Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.']]]",1,1
cargo capacity,"[['document', ['Aft Cargo Capacity: 49,000 lbs (cid:131)']]]",1,1
cargo total volume,"[['document', ['Cargo total volume: 5,656 ft3 POWER PLANTS (cid:131)']]]",1,1
caution light,"[['document', ['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']]]",1,1
cdu,"[['document', ['Three multi-purpose control display units (CDU) provide data display and entry capabilities for flight management functions.']]]",1,1
center check,"[['document', ['If fuel in center check, check cross-feed configuration for engine start and take-off.']]]",1,1
change,"[['document', ['Also, due to the international aspect of the 777, pilots in the program should keep international charts on board at all times and be aware of changes to these charts.']]]",1,1
chart,"[['document', ['Review STAR / ILS charts and weather conditions at destination.']]]",1,1
checklist,"[['document', ['(cid:131) Execute ""Before Start"" checklist.', '(cid:131) Execute ""After Start"" checklist.', '(cid:131) Execute after take off checklist.']]]",3,3
choice,"[['document', ['Today, the Trent 800 is the power plant of choice for the 777, with around 44% of the available market.']]]",1,1
cid:131,"[['document', ['PAGE 6 Boeing 777-200ER Aircraft Operating Manual AIRCRAFT SPECIFICATIONS AIRCRAFT DIMENSIONS (cid:131)', 'Length: 242 ft 4 in (cid:131)', 'Cabin Width: 19 ft 3 in (cid:131)', 'Height: 60 ft 8 in (cid:131)', 'Wing Span: 199 ft 11 in (cid:131)', 'Wing Area: 4,605 ft2 DESIGN WEIGHTS (cid:131)', 'Fuel Capacity: 297,789 lbs (cid:131)', 'Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)', 'Forward Cargo Capacity: 67,500 lbs (cid:131)', 'Aft Cargo Capacity: 49,000 lbs (cid:131)', 'Cargo total volume: 5,656 ft3 POWER PLANTS (cid:131)', 'Landing: PAGE 8 Boeing 777-200ER Aircraft Operating Manual RANGE SPEEDS (cid:131) V MO PAGE 9 Boeing 777-200ER Aircraft Operating Manual (cid:131) V REF (cid:131) V / V / V 1 R 2 ALTITUDES (cid:131)', 'Standard Cruise Altitudes: FL300 - FL410 (cid:131)', 'Amount 12,000 lbs (cid:131)', '(cid:131)', 'PAGE 11 Boeing 777-200ER Aircraft Operating Manual (cid:131)', 'Obtain clearance from Delivery (cid:131) Execute ""', 'GATE DEPARTURE (cid:131)', 'TAKEOFF (cid:131)', 'PAGE 14 Boeing 777-200ER Aircraft Operating Manual (cid:131)', 'CLIMB (cid:131)', 'o Set seatbelt sign to auto, leave no-smoking on (cid:131)', 'CRUISE (cid:131)', 'DESCENT (cid:131)', 'PAGE 15 Boeing 777-200ER Aircraft Operating Manual (cid:131) Execute ""', '(cid:131) Execute ""Approach"" Checklist.', 'PAGE 17 Boeing 777-200ER Aircraft Operating Manual NORMAL CHECKLISTS RECEIVING AIRCRAFT (cid:131) Altimeters & Flt.', 'Parking Brake SET (cid:131)', 'Preflight Briefing COMPLETE BEFORE START (cid:131)', 'Seat Belt Sign ON (cid:131)', 'Beacon ON (cid:131)', 'Trim ___ UNITS, ZERO, ZERO (cid:131)', 'Flaps SET___ BEFORE TAKEOFF (cid:131)', 'Departure Briefing COMPLETE (cid:131) Flaps ___ (cid:131)', 'Transponder TA / RA AFTER TAKEOFF (cid:131)', 'Gear UP (cid:131) Flaps UP PAGE 18 Boeing 777-200ER Aircraft Operating Manual IN RANGE (cid:131)', 'Transponder STANDBY PARKING (cid:131)', 'Flight Directors OFF (cid:131)', 'SINGLE ENGINE DEPARTURE (cid:131)', 'ENGINE FIRE (cid:131)', 'PAGE 20 Boeing 777-200ER Aircraft Operating Manual ENGINE FAILURE SHUTDOWN MID FLIGHT (cid:131)', 'TOTAL POWER LOSS (cid:131)', 'Open Ocean (cid:131) Use full Flaps.', 'PAGE 24 Boeing 777-200ER Aircraft Operating Manual LEGAL STUFF (cid:131)', 'The real Delta Air Lines web site is located at http://www.delta.com/. (cid:131)']]]",129,129
cid:131 ) altimeter,"[['document', ['Seat Belt Sign ON (cid:131) Altimeters & Flt.']]]",1,1
cid:131 ) call,"[['document', ['(cid:131) Call for Max Thrust and flaps 20\\xc2\\xb0.']]]",1,1
cid:131 ) descent,"[['document', [""(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot's discretion.""]]]",1,1
cid:131 ) execute,"[['document', ['(cid:131) Execute ""Before Start"" checklist.', '(cid:131) Execute ""After Start"" checklist.', '(cid:131) Execute ""Before Take-off"" checklist.', '(cid:131) Execute after take off checklist.']]]",4,4
cid:131 ) load fuel,"[['document', ['(cid:131) Load fuel planned for flight.']]]",1,1
cid:131 ) select gear,"[['document', ['(cid:131) Select Gear DOWN when the glide slope is one dot above.']]]",1,1
cid:131 ) use,"[['document', ['SINGLE ENGINE OUT LANDING (cid:131) Use flaps 20o and Vref for approach and landing.']]]",1,1
clb,"[['document', ['Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.']]]",1,1
clearance,"[['document', ['Obtain clearance from Delivery (cid:131) Execute ""', 'Obtain clearance to taxi to gate/parking area.']]]",2,2
climb,"[['document', ['At 100 ft AGL with a positive rate of climb, select the gear up.', 'CLIMB (cid:131)', 'Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.', 'Once positive rate of climb attained, select gear up.']]]",4,4
climb rate,"[['document', ['At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).', 'Reduce climb rate to 1000 fpm as opposed to 2200 fpm.']]]",2,2
climb speed,"[['document', ['In this case, accelerate to cruise climb speed.', 'At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).']]]",2,2
close aircraft door,"[['document', ['Close aircraft doors 5 minutes prior to scheduled departure time.']]]",1,1
color,"[['document', ['Adding color allows pilots to assimilate the information more quickly.']]]",1,1
color display,"[['document', ['The CDUs have color displays, again in response to market preferences.']]]",1,1
combustor technology,"[['document', [""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]]]",1,1
communication management,"[['document', ['Integrated Airplane Information Management System (AIMS) provides flight and maintenance crews all pertinent information concerning the overall condition of the airplane, its maintenance requirements and its key operating functions, including flight, thrust and communications management.']]]",1,1
company,"[['document', ['Using standard operating procedures (see below) allows the pilots to estimate fuel loads closely and for company to budget appropriately.']]]",1,1
company procedure,"[['document', [""In any circumstance where company procedure conflicts with manufacturer's recommended operation, company procedure will take precedence unless a safety factor is involved.""]]]",1,1
competitive strength,"[['document', ['PAGE 1 Boeing 777-200ER Aircraft Operating Manual Applying schedules, time of day demands and competitive strength to a Boeing flight selection model, it is estimated that flying 777s instead of A340s would result in a revenue advantage of $18 million per airplane (10 percent net present value) for a typical airline.']]]",1,1
competitor-powered version,"[['document', ['Its three-shaft configuration and second-generation hollow titanium wide-chord fan technology also mean that a Trent-powered Boeing 777 weighs up to 8,000 lb less than competitor-powered versions.']]]",1,1
complete approach,"[['document', ['Arrival Briefing COMPLETE APPROACH (cid:131) Radio & Courses IDENTIFIED & SET (cid:131)']]]",1,1
component modularity,"[['document', ['The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.']]]",1,1
connector,"[['document', ['This further simplifies assembly and saves weight, while increasing reliability through a reduction in the amount of wires and connectors.']]]",1,1
contact ramp,"[['document', ['Contact ramp and push back.']]]",1,1
content,"[['document', ['DELTA VIRTUAL AIRLINES BOEING 777-200ER AIRCRAFT OPERATING MANUAL THIRD EDITION NOVEMBER 2005 TABLE OF CONTENTS Table of Contents......................................................................................................2']]]",1,1
content table,"[['document', ['DELTA VIRTUAL AIRLINES BOEING 777-200ER AIRCRAFT OPERATING MANUAL THIRD EDITION NOVEMBER 2005 TABLE OF CONTENTS Table of Contents......................................................................................................2']]]",1,1
conventional mechanical system,"[['document', ['A ""fly-by-wire"" flight control saves weight and simplifies factory assembly compared to conventional mechanical systems relying on steel cables, and requires fewer spares and less maintenance in airline service.']]]",1,1
cool equipment,"[['document', ['They do not require the heavy, complex air conditioning apparatus needed to cool equipment on current flight decks.']]]",1,1
copyright,"[['document', ['This document is copyright 2002, 2003 and 2005 by Robert J. Sucarato, Awais Ahsan, Geoffrey Smith and Adam Gaweda.']]]",1,1
cost,"[['document', ['The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.']]]",1,1
course,"[['document', ['Arrival Briefing COMPLETE APPROACH (cid:131) Radio & Courses IDENTIFIED & SET (cid:131)']]]",1,1
crew,"[['document', ['Any incident that was the result of miscalculating the fuel load will always be the fault and sole responsibility of that flights captain and crew.']]]",1,1
cross-feed configuration,"[['document', ['If fuel in center check, check cross-feed configuration for engine start and take-off.']]]",1,1
cruise,"[['document', ['Cruise .................................................................................................................15', 'Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip to destination, alternate and a 60 min reserve in cruise at low altitude.', 'CRUISE (cid:131)']]]",3,3
cruise climb,"[['document', [""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]]]",1,1
cruise speed,"[['document', ['Reduce cruise speed to Mach 0.65 or less.']]]",1,1
current flight deck,"[['document', ['They do not require the heavy, complex air conditioning apparatus needed to cool equipment on current flight decks.']]]",1,1
cutoff,"[['document', ['Fuel Control Switches CUTOFF (cid:131)']]]",2,2
damage,"[['document', ['Use lowest possible landing speed to minimize damage.']]]",1,1
date,"[['document', ['It is recommended that all 777 pilots stay up-to-date on all international flight rule changes and NAT track changes.']]]",1,1
datum display,"[['document', ['Three multi-purpose control display units (CDU) provide data display and entry capabilities for flight management functions.']]]",1,1
day demand,"[['document', ['PAGE 1 Boeing 777-200ER Aircraft Operating Manual Applying schedules, time of day demands and competitive strength to a Boeing flight selection model, it is estimated that flying 777s instead of A340s would result in a revenue advantage of $18 million per airplane (10 percent net present value) for a typical airline.']]]",1,1
dc-10,"[['document', ['In the 1980s, airlines started to make extensive use of ""big twin"" aircraft such as the Boeing 757, 767 and Airbus 300 to deliver large passenger loads without the high operating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and DC-8.']]]",1,1
dc-10s,"[['document', ['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to replace older L-1011s, DC-10s and early model 747s.']]]",1,1
decision height,"[['document', ['If air traffic control gives reports of wind shear on final approach, stay slightly above the listed altitude when crossing decision height to leave enough room for expected wind shear.']]]",1,1
delivery,"[['document', ['Obtain clearance from Delivery (cid:131) Execute ""']]]",1,1
delta,"[['document', [""Delta uses the Rolls-Royce Trents, Air France uses the GE's, and Korean uses the Pratt and Whitney's."", 'Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)', 'Delta o', 'The installer also contains replacement textures for the default B777-300 that comes with Microsoft Flight Simulator, in Delta, Air France and Korean Air Lines.']]]",4,4
delta air line,"[['document', ['Delta Virtual Airlines is not in anyway affiliated with Delta Air Lines or any of its subsidiaries.', 'This manual makes no claim to represent Boeing, Rolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines, Melvin Rafi or any other party involved.']]]",2,2
delta virtual airline,"[['document', ['DELTA VIRTUAL AIRLINES BOEING 777-200ER AIRCRAFT OPERATING MANUAL THIRD EDITION NOVEMBER 2005 TABLE OF CONTENTS Table of Contents......................................................................................................2', 'For Delta Virtual Airlines, these procedures are for the benefit of the pilots using this manual.', 'Delta Virtual Airlines is not in anyway affiliated with Delta Air Lines or any of its subsidiaries.', 'The authors grant unlimited rights to Delta Virtual Airlines for modifications and electronic distribution.', 'This manual is designed for use by Delta Virtual Airlines as reference material for flight simulator pilots operating the Boeing 777-200ER aircraft.']]]",5,5
delta virtual airline aircraft,"[['document', ['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip to destination, alternate and a 60 min reserve in cruise at low altitude.']]]",1,1
delta virtual airline flight,"[['document', ['Captains ordering fuel for Delta Virtual Airlines flights should remember that more fuel equates into more drag, requiring more power.']]]",1,1
delta virtual airline standard operating procedure,"[['document', ['Delta Virtual Airlines Standard Operating Procedures.................................................13', 'DELTA VIRTUAL AIRLINES STANDARD OPERATING PROCEDURES']]]",2,2
delta's standard,"[['document', [""Delta's standard is slightly higher, but if you are expecting bad weather, pack more fuel!""]]]",1,1
delta's trans-atlantic flight,"[['document', [""Today, Delta's trans-Atlantic flights are dominated by the Boeing 767, with only a secondary role for the MD-11.""]]]",1,1
demand,"[['document', ['Not only is the aircraft stable, but strong crosswinds can be handled on demand.']]]",1,1
departure briefing,"[['document', ['Departure Briefing COMPLETE (cid:131) Flaps ___ (cid:131)']]]",1,1
descent,"[['document', ['Descent...............................................................................................................', 'When flying over long bodies of water, remember that in the event of pressurization problem or an engine failure that requires descent to 14,000 feet MSL for passenger comfort, the fuel burn for your aircraft will increase significantly and may leave you short of your initial destination.', 'DESCENT (cid:131)']]]",3,3
design weight,"[['document', ['Design Weights......................................................................................................7 Capacity................................................................................................................7']]]",1,1
destination,"[['document', ['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip to destination, alternate and a 60 min reserve in cruise at low altitude.', 'Review STAR / ILS charts and weather conditions at destination.', 'If possible continue to destination otherwise attempt to return to origin, inform ATC of intentions and situation.']]]",3,3
different actual performance,"[['document', ['Any trip estimations that you see in this manual are for calm winds and standard temperatures, any deviation from standard, winds or temperature will result in different actual performance for your aircraft.']]]",1,1
director,"[['document', ['On June 26th, 1995, the Boeing board of directors authorized production of the 777-300.']]]",1,1
discretion,"[['document', ['Discretion is the responsibility of the Captain.']]]",1,1
distance * fuel burn factor,"[['document', ['Fuel Loading Formula: (Fuel Base Amount + (Distance * Fuel Burn Factor))']]]",1,1
doubt,"[['document', ['When in doubt, take more.']]]",1,1
durability,"[['document', ['The engine has many advanced, service-proven technologies to enhance operational performance and durability.']]]",1,1
early 1960,"[['document', ['At the beginning of the ""Jet Age"" in the late 1950s and early 1960s, speed was the paramount consideration between jetliners.']]]",1,1
early airliner,"[['document', ['Early airliners such as the Boeing 720 could cruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.']]]",1,1
early model 747,"[['document', ['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to replace older L-1011s, DC-10s and early model 747s.']]]",1,1
early version,"[['document', ['This newest member of the 777 family is ""market-driven"" to meet airline demand for a jetliner sized to replace older twin-aisle airplanes, including early versions of the 747.']]]",1,1
egpws,"[['document', ['Enhanced Ground Proximity Warning System (EGPWS) is standard equipment.']]]",1,1
electric power,"[['document', ['PRE-FLIGHT (cid:131) Establish electric power.']]]",1,1
electronic distribution,"[['document', ['The authors grant unlimited rights to Delta Virtual Airlines for modifications and electronic distribution.']]]",1,1
empty weight,"[['document', ['Operating Empty Weight: (OEW)']]]",1,1
engage autopilot miss approach course,"[['document', ['Engage autopilot missed approach course.']]]",1,1
engine,"[['document', ['Make sure throttle is at idle and start engines.', 'Once cleared for take off, advance the thrust levers to stabilize engines.', 'Once engines have stopped, turn off all navigation and beacon lights.']]]",3,3
engine anti,"[['document', ['Engine Anti-Ice AS REQUIRED (cid:131)']]]",1,1
engine bleed,"[['document', ['Disconnect APU bleed, Engine Bleed (cid:131)']]]",1,1
engine fire,"[['document', ['ENGINE FIRE (cid:131)', 'Engine Fire Handle - Pull on respective engines.']]]",2,2
engine operation,"[['document', ['Monitor flight progress, fuel flow, and engine operations.']]]",1,1
engine pump,"[['document', ['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']]]",1,1
engine start,"[['document', ['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.', 'If fuel in center check, check cross-feed configuration for engine start and take-off.']]]",2,2
enhanced ground proximity warning system,"[['document', ['Enhanced Ground Proximity Warning System (EGPWS) is standard equipment.']]]",1,1
enough fuel,"[['document', ['The FAA states that you must have enough fuel to reach your destination, make a missed approach, reach your alternate and hold for 30 minutes.']]]",1,1
enough legal fuel,"[['document', [""However, with that said it is always the pilot's responsibility to ensure that there is enough legal fuel for the flight.""]]]",1,1
enough room,"[['document', ['If air traffic control gives reports of wind shear on final approach, stay slightly above the listed altitude when crossing decision height to leave enough room for expected wind shear.']]]",1,1
entry,"[['document', ['PAGE 3 Boeing 777-200ER Aircraft Operating Manual Certification, first delivery, and entry into service of the 777-300ER are set for 2003.']]]",1,1
entry capability,"[['document', ['Three multi-purpose control display units (CDU) provide data display and entry capabilities for flight management functions.']]]",1,1
etop,"[['document', ['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.', 'Log Book / ETOPS CHECKED & ON BOARD (cid:131)']]]",2,2
even direct sunlight,"[['document', ['The flat panel displays remain clearly visible in all conditions, even direct sunlight.']]]",1,1
example,"[['document', ['The Boeing 777 fleet installer contains no fewer than ten aircraft - MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as well as examples in Air France and Korean Air Lines colors.']]]",1,1
expect wind shear,"[['document', ['If air traffic control gives reports of wind shear on final approach, stay slightly above the listed altitude when crossing decision height to leave enough room for expected wind shear.']]]",1,1
experience,"[['document', ['The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']]]",1,1
extend-range twin-engine operation,"[['document', ['It entered service in June 1995 with United Airlines, already qualified for 180-minute ETOPS (Extended-range Twin-engine Operations) - an industry first.']]]",1,1
extended range,"[['document', ['The 777 currently is available in five models: 777-200, 777-200ER (extended range), 777-200LR (longer-range), 777-300 and the 777-300ER.', 'The 777-200LR (longer range) and 777-300ER (extended range) airplanes are two longer-range airplanes that Boeing has recently developed.']]]",2,2
extensive use,"[['document', ['In the 1980s, airlines started to make extensive use of ""big twin"" aircraft such as the Boeing 757, 767 and Airbus 300 to deliver large passenger loads without the high operating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and DC-8.']]]",1,1
external power,"[['document', ['Disconnect external power and turn off APU.']]]",1,1
faa ) approval,"[['document', ['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']]]",1,1
factory assembly,"[['document', ['A ""fly-by-wire"" flight control saves weight and simplifies factory assembly compared to conventional mechanical systems relying on steel cables, and requires fewer spares and less maintenance in airline service.']]]",1,1
fadec,"[['document', [""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]]]",1,1
fail engine side,"[['document', ['Set Fuel Cross feed from tank on failed engine side.']]]",1,1
far33 certification,"[['document', [""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]]]",1,1
favor,"[['document', ['Originally, they started out with a 767 derivative called the 767-X. After initial customer feedback, this derivative design was scrapped in favor of a completely new aircraft that became the 777.']]]",1,1
february,"[['document', ['Launched in February 2000, the two airplanes can fly farther and faster than the A340 competition.']]]",1,1
february 15th,"[['document', ['On February 15th, 1996 the 777 was named the winner of the prestigious Robert J. Collier Trophy by the U.S. National Aeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']]]",1,1
federal aviation administration,"[['document', ['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.', ""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]]]",2,2
few spare,"[['document', ['A ""fly-by-wire"" flight control saves weight and simplifies factory assembly compared to conventional mechanical systems relying on steel cables, and requires fewer spares and less maintenance in airline service.']]]",1,1
