document_nouns.csv
Unique nouns: 1014,Total nouns: 1427
Total time: 5.669 sec,Cost per noun: 3.973 ms
the high image,['This advantage results from increased market share due to the higher image an airline would have with the preferred 777 in its fleet.'],1
an airline,['This advantage results from increased market share due to the higher image an airline would have with the preferred 777 in its fleet.'],1
its fleet,['This advantage results from increased market share due to the higher image an airline would have with the preferred 777 in its fleet.'],1
year,['This is equivalent to about $3.4 million per year per airline as a result of having an additional 15 passengers per flight.'],1
a result,['This is equivalent to about $3.4 million per year per airline as a result of having an additional 15 passengers per flight.'],1
an additional 15 passenger,['This is equivalent to about $3.4 million per year per airline as a result of having an additional 15 passengers per flight.'],1
both the 777-200lr,['Both the 777-200LR and the 777-300ER were entered into service within the past year.'],1
service,"['Both the 777-200LR and the 777-300ER were entered into service within the past year.', 'Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.', 'PAGE 3 Boeing 777-200ER Aircraft Operating Manual Certification, first delivery, and entry into service of the 777-300ER are set for 2003.', 'It entered service in June 1995 with United Airlines, already qualified for 180-minute ETOPS (Extended-range Twin-engine Operations) - an industry first.', 'The PW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER airplane in March 1997.']",5
the past year,['Both the 777-200LR and the 777-300ER were entered into service within the past year.'],1
the two model,['The first of the two models is the longest-range aircraft ever to fly in the history of the world.'],1
the long-range aircraft,['The first of the two models is the longest-range aircraft ever to fly in the history of the world.'],1
the history,['The first of the two models is the longest-range aircraft ever to fly in the history of the world.'],1
the world,"['The first of the two models is the longest-range aircraft ever to fly in the history of the world.', 'PAGE 22 Boeing 777-200ER Aircraft Operating Manual PILOT NOTES AND OBSERVATIONS While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']",2
the long ever non-stop flight,['It recently completed the longest ever non-stop flight from Hong Kong to London going the long way around clocking in at just under 23 hours non-stop!'],1
hong kong,['It recently completed the longest ever non-stop flight from Hong Kong to London going the long way around clocking in at just under 23 hours non-stop!'],1
the long way,['It recently completed the longest ever non-stop flight from Hong Kong to London going the long way around clocking in at just under 23 hours non-stop!'],1
just under 23 hour,['It recently completed the longest ever non-stop flight from Hong Kong to London going the long way around clocking in at just under 23 hours non-stop!'],1
a versatile long-range aircraft,['The 777-300ER is a versatile long-range aircraft with an increased capacity over the -200ER/LR.'],1
an increase capacity,['The 777-300ER is a versatile long-range aircraft with an increased capacity over the -200ER/LR.'],1
the -200er/lr,['The 777-300ER is a versatile long-range aircraft with an increased capacity over the -200ER/LR.'],1
much well economic,"['It has a range similar to a 747-400, but with much better economics per seat mile.']",1
seat mile,"['It has a range similar to a 747-400, but with much better economics per seat mile.']",1
may 30th,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']",1
the first airplane,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']",1
aviation history,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']",1
u.s,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']",1
federal aviation administration,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.', ""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]",2
faa ) approval,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']",1
180-minute extended range twin-engine operation,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']",1
etop,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.', 'Log Book / ETOPS CHECKED & ON BOARD (cid:131)']",2
service entry,"['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']",1
another historic milestone,"['On May 4, 1998, the 777-300 achieved another historic milestone by becoming the first commercial airplane to receive type certification and 180-ETOPS approval on the same day.']",1
the first commercial airplane,"['On May 4, 1998, the 777-300 achieved another historic milestone by becoming the first commercial airplane to receive type certification and 180-ETOPS approval on the same day.']",1
type certification,"['On May 4, 1998, the 777-300 achieved another historic milestone by becoming the first commercial airplane to receive type certification and 180-ETOPS approval on the same day.']",1
180-etops approval,"['On May 4, 1998, the 777-300 achieved another historic milestone by becoming the first commercial airplane to receive type certification and 180-ETOPS approval on the same day.']",1
the same day,"['On May 4, 1998, the 777-300 achieved another historic milestone by becoming the first commercial airplane to receive type certification and 180-ETOPS approval on the same day.']",1
february 15th,"['On February 15th, 1996 the 777 was named the winner of the prestigious Robert J. Collier Trophy by the U.S. National Aeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
the winner,"['On February 15th, 1996 the 777 was named the winner of the prestigious Robert J. Collier Trophy by the U.S. National Aeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
the prestigious robert j. colly trophy,"['On February 15th, 1996 the 777 was named the winner of the prestigious Robert J. Collier Trophy by the U.S. National Aeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
the u.s,"['On February 15th, 1996 the 777 was named the winner of the prestigious Robert J. Collier Trophy by the U.S. National Aeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.', ""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]",2
national aeronautic association,"['On February 15th, 1996 the 777 was named the winner of the prestigious Robert J. Collier Trophy by the U.S. National Aeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
the top aeronautical achievement,"['On February 15th, 1996 the 777 was named the winner of the prestigious Robert J. Collier Trophy by the U.S. National Aeronautic Association, honoring the 777 as the top aeronautical achievement of 1995.']",1
page 2 boee 777-200er aircraft operate manual engine type,['PAGE 2 Boeing 777-200ER Aircraft Operating Manual ENGINE TYPES'],1
a choice,"['The Boeing 777 is available with a choice of three major turbofan engines, from the major global manufacturers.']",1
three major turbofan engine,"['The Boeing 777 is available with a choice of three major turbofan engines, from the major global manufacturers.']",1
the major global manufacturer,"['The Boeing 777 is available with a choice of three major turbofan engines, from the major global manufacturers.']",1
delta,"[""Delta uses the Rolls-Royce Trents, Air France uses the GE's, and Korean uses the Pratt and Whitney's."", 'Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)', 'Delta o', 'The installer also contains replacement textures for the default B777-300 that comes with Microsoft Flight Simulator, in Delta, Air France and Korean Air Lines.']",4
the roll-royce trent,"[""Delta uses the Rolls-Royce Trents, Air France uses the GE's, and Korean uses the Pratt and Whitney's.""]",1
air france,"[""Delta uses the Rolls-Royce Trents, Air France uses the GE's, and Korean uses the Pratt and Whitney's."", 'Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.', 'Air France, Continental o General Electric GE90-94B, max SLS thrust: 93,700 lbs each (cid:131)', 'The Boeing 777 fleet installer contains no fewer than ten aircraft - MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as well as examples in Air France and Korean Air Lines colors.', 'The installer also contains replacement textures for the default B777-300 that comes with Microsoft Flight Simulator, in Delta, Air France and Korean Air Lines.']",5
the ge,"[""Delta uses the Rolls-Royce Trents, Air France uses the GE's, and Korean uses the Pratt and Whitney's.""]",1
the pratt,"[""Delta uses the Rolls-Royce Trents, Air France uses the GE's, and Korean uses the Pratt and Whitney's.""]",1
roll-royce trent,['ROLLS-ROYCE TRENT 800'],1
the trent 800 enter service,['The Trent 800 entered service in April 1996.'],1
april,['The Trent 800 entered service in April 1996.'],1
the foundation,"['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
trent,"['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.', 'Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each (cid:131)']",2
march 1995 ) experience,"['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
the trent,"['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.', 'Today the Trent 800 is available from 75,000 to 95,000 lb thrust with a common engine standard, the widest range of any engine in its class.', 'Today, the Trent 800 is the power plant of choice for the 777, with around 44% of the available market.']",3
"90,000 lb thrust","['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
its original target,"['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
"84,000 lb","['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']",1
a reputation,['The Trent 800 rapidly established a reputation-for industry leading reliability and the capability of the original design has been demonstrated by continuing thrust growth.'],1
industry lead reliability,['The Trent 800 rapidly established a reputation-for industry leading reliability and the capability of the original design has been demonstrated by continuing thrust growth.'],1
the capability,['The Trent 800 rapidly established a reputation-for industry leading reliability and the capability of the original design has been demonstrated by continuing thrust growth.'],1
the original design,['The Trent 800 rapidly established a reputation-for industry leading reliability and the capability of the original design has been demonstrated by continuing thrust growth.'],1
thrust growth,['The Trent 800 rapidly established a reputation-for industry leading reliability and the capability of the original design has been demonstrated by continuing thrust growth.'],1
a common engine standard,"['Today the Trent 800 is available from 75,000 to 95,000 lb thrust with a common engine standard, the widest range of any engine in its class.']",1
any engine,"['Today the Trent 800 is available from 75,000 to 95,000 lb thrust with a common engine standard, the widest range of any engine in its class.']",1
its class,"['Today the Trent 800 is available from 75,000 to 95,000 lb thrust with a common engine standard, the widest range of any engine in its class.']",1
its three-shaft configuration,"['Its three-shaft configuration and second-generation hollow titanium wide-chord fan technology also mean that a Trent-powered Boeing 777 weighs up to 8,000 lb less than competitor-powered versions.']",1
second-generation hollow titanium wide-chord fan technology,"['Its three-shaft configuration and second-generation hollow titanium wide-chord fan technology also mean that a Trent-powered Boeing 777 weighs up to 8,000 lb less than competitor-powered versions.']",1
a trent-powered boeing,"['Its three-shaft configuration and second-generation hollow titanium wide-chord fan technology also mean that a Trent-powered Boeing 777 weighs up to 8,000 lb less than competitor-powered versions.']",1
"up to 8,000 lb","['Its three-shaft configuration and second-generation hollow titanium wide-chord fan technology also mean that a Trent-powered Boeing 777 weighs up to 8,000 lb less than competitor-powered versions.']",1
competitor-powered version,"['Its three-shaft configuration and second-generation hollow titanium wide-chord fan technology also mean that a Trent-powered Boeing 777 weighs up to 8,000 lb less than competitor-powered versions.']",1
low weight,['Low weight and high thrust equates to optimum revenue earning capability.'],1
high thrust,['Low weight and high thrust equates to optimum revenue earning capability.'],1
optimum revenue earning capability,['Low weight and high thrust equates to optimum revenue earning capability.'],1
the power plant,"['Today, the Trent 800 is the power plant of choice for the 777, with around 44% of the available market.']",1
choice,"['Today, the Trent 800 is the power plant of choice for the 777, with around 44% of the available market.']",1
around 44 %,"['Today, the Trent 800 is the power plant of choice for the 777, with around 44% of the available market.']",1
the available market,"['Today, the Trent 800 is the power plant of choice for the 777, with around 44% of the available market.']",1
general electric ge90,['GENERAL ELECTRIC GE90'],1
an extensive technical evaluation,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The Boeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all longer-range 777-200LR and -300ER derivatives.']",1
ge aircraft engine,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The Boeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all longer-range 777-200LR and -300ER derivatives.']",1
the boeing company,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The Boeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all longer-range 777-200LR and -300ER derivatives.']",1
"a 115,000 pound-thrust ge90 derivative engine","['Following an extensive technical evaluation, GE Aircraft Engines was specified by The Boeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all longer-range 777-200LR and -300ER derivatives.']",1
all long-range 777-200lr and -300er derivative,"['Following an extensive technical evaluation, GE Aircraft Engines was specified by The Boeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all longer-range 777-200LR and -300ER derivatives.']",1
the advanced technology,['The advanced technologies that were introduced on the original engine in 1995 are incorporated into the GE90-115B engine.'],1
the original engine,['The advanced technologies that were introduced on the original engine in 1995 are incorporated into the GE90-115B engine.'],1
the ge90-115b engine,['The advanced technologies that were introduced on the original engine in 1995 are incorporated into the GE90-115B engine.'],1
this derivative engine,['This derivative engine represents the successful culmination of our original strategy in the early 1990s to build a new centerline engine for the Boeing 777 aircraft family.'],1
the successful culmination,['This derivative engine represents the successful culmination of our original strategy in the early 1990s to build a new centerline engine for the Boeing 777 aircraft family.'],1
our original strategy,['This derivative engine represents the successful culmination of our original strategy in the early 1990s to build a new centerline engine for the Boeing 777 aircraft family.'],1
the early 1990,['This derivative engine represents the successful culmination of our original strategy in the early 1990s to build a new centerline engine for the Boeing 777 aircraft family.'],1
a new centerline engine,['This derivative engine represents the successful culmination of our original strategy in the early 1990s to build a new centerline engine for the Boeing 777 aircraft family.'],1
the boeing 777 aircraft family,['This derivative engine represents the successful culmination of our original strategy in the early 1990s to build a new centerline engine for the Boeing 777 aircraft family.'],1
the ge90-115b,"[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]",1
the world's most powerful jet engine,"[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]",1
"a record 122,965 lbs","[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]",1
thrust,"[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio."", ""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002."", 'The PW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER airplane in March 1997.', 'The PW4098, at 99,040 pounds of thrust, is available for 777-200ER and 777-300 models.', 'Integrated Airplane Information Management System (AIMS) provides flight and maintenance crews all pertinent information concerning the overall condition of the airplane, its maintenance requirements and its key operating functions, including flight, thrust and communications management.', 'Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.']",6
initial ground testing,"[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]",1
ge's outdoor test facility,"[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]",1
peeble,"[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]",1
ohio,"[""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]",1
the engine,"[""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at Mojave, California."", 'The engine has many advanced, service-proven technologies to enhance operational performance and durability.', 'For transportability, the engine can be shipped in a 747F as a complete engine.', 'Shut down the engines.']",4
flight test,"[""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at Mojave, California.""]",1
ge's boee 747 fly test bed,"[""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at Mojave, California.""]",1
mojave,"[""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at Mojave, California.""]",1
california,"[""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at Mojave, California.""]",1
far33 certification,"[""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]",1
"115,000 lbs","[""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]",1
the european community's joint airworthiness authority,"[""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]",1
page 3 boee 777-200er aircraft operate manual certification,"['PAGE 3 Boeing 777-200ER Aircraft Operating Manual Certification, first delivery, and entry into service of the 777-300ER are set for 2003.']",1
first delivery,"['PAGE 3 Boeing 777-200ER Aircraft Operating Manual Certification, first delivery, and entry into service of the 777-300ER are set for 2003.']",1
entry,"['PAGE 3 Boeing 777-200ER Aircraft Operating Manual Certification, first delivery, and entry into service of the 777-300ER are set for 2003.']",1
japan airline,"['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.']",1
ge capital aviation service,"['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.']",1
a total,"['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.', 'Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']",2
49 firm,"['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.']",1
777 long-range aircraft,"['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.']",1
pratt,"['PRATT & WHITNEY PW4090', 'This manual makes no claim to represent Boeing, Rolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines, Melvin Rafi or any other party involved.']",2
the pw4000 112-inch fan engine,"['The PW4000 112-inch fan engine is the second derivative model in the PW4000 engine family.', 'The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.', 'The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']",3
the second derivative model,['The PW4000 112-inch fan engine is the second derivative model in the PW4000 engine family.'],1
the pw4000 engine family,['The PW4000 112-inch fan engine is the second derivative model in the PW4000 engine family.'],1
the pw4084,"[""The PW4084, certified at 86,760 pounds thrust, was the launch engine for Boeing's 777 super twinjet.""]",1
"86,760 pound thrust","[""The PW4084, certified at 86,760 pounds thrust, was the launch engine for Boeing's 777 super twinjet.""]",1
the launch engine,"[""The PW4084, certified at 86,760 pounds thrust, was the launch engine for Boeing's 777 super twinjet.""]",1
boeing's 777 super twinjet,"[""The PW4084, certified at 86,760 pounds thrust, was the launch engine for Boeing's 777 super twinjet.""]",1
180-minute etop,"['It entered service in June 1995 with United Airlines, already qualified for 180-minute ETOPS (Extended-range Twin-engine Operations) - an industry first.']",1
extend-range twin-engine operation,"['It entered service in June 1995 with United Airlines, already qualified for 180-minute ETOPS (Extended-range Twin-engine Operations) - an industry first.']",1
an industry,"['It entered service in June 1995 with United Airlines, already qualified for 180-minute ETOPS (Extended-range Twin-engine Operations) - an industry first.']",1
the first engine,['It is also the first engine to operate with approval for 207-minute ETOPS.'],1
approval,['It is also the first engine to operate with approval for 207-minute ETOPS.'],1
207-minute etop,['It is also the first engine to operate with approval for 207-minute ETOPS.'],1
the pw4090,"['The PW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER airplane in March 1997.']",1
"91,790 pound","['The PW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER airplane in March 1997.']",1
the boee 777-200er airplane,"['The PW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER airplane in March 1997.']",1
march,"['The PW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER airplane in March 1997.']",1
the most recent model,"['The most recent model, the PW4098, was certified in July 1998.']",1
the pw4098,"['The most recent model, the PW4098, was certified in July 1998.', 'The PW4098, at 99,040 pounds of thrust, is available for 777-200ER and 777-300 models.']",2
july,"['The most recent model, the PW4098, was certified in July 1998.']",1
"99,040 pound","['The PW4098, at 99,040 pounds of thrust, is available for 777-200ER and 777-300 models.']",1
777-300 model,"['The PW4098, at 99,040 pounds of thrust, is available for 777-200ER and 777-300 models.']",1
"many advanced, service-proven technology","['The engine has many advanced, service-proven technologies to enhance operational performance and durability.']",1
operational performance,"['The engine has many advanced, service-proven technologies to enhance operational performance and durability.']",1
durability,"['The engine has many advanced, service-proven technologies to enhance operational performance and durability.']",1
the industry's most advanced single-crystal superalloy material,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
powdered metal disk,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
talon,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
technology,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
advanced low nox,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
combustor technology,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
pw4098,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
an improved full-authority digital electronic control,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
fadec,"[""These include the industry's most advanced single-crystal superalloy materials, powdered metal disks, TALON (Technology for Advanced Low NOx) combustor technology (PW4098), and an improved Full-Authority Digital Electronic Control (FADEC).""]",1
these feature,"[""These features contribute to the engine's excellent environmental performance, which meets with margin all current and anticipated noise and emissions regulations.""]",1
the engine's excellent environmental performance,"[""These features contribute to the engine's excellent environmental performance, which meets with margin all current and anticipated noise and emissions regulations.""]",1
margin,"[""These features contribute to the engine's excellent environmental performance, which meets with margin all current and anticipated noise and emissions regulations.""]",1
all current and anticipate noise and emission regulation,"[""These features contribute to the engine's excellent environmental performance, which meets with margin all current and anticipated noise and emissions regulations.""]",1
the excellent accessibility,['The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.'],1
component modularity,['The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.'],1
other pw4000 family member,['The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.'],1
maintenance time,['The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.'],1
cost,['The PW4000 112-inch fan engine retains the excellent accessibility and component modularity of other PW4000 family members to reduce maintenance time and cost.'],1
transportability,"['For transportability, the engine can be shipped in a 747F as a complete engine.']",1
a 747f,"['For transportability, the engine can be shipped in a 747F as a complete engine.']",1
a complete engine,"['For transportability, the engine can be shipped in a 747F as a complete engine.']",1
the fan case,"[""Also, the fan case is easily separated from the engine's core for split shipment without disturbing the bearing compartments.""]",1
the engine's core,"[""Also, the fan case is easily separated from the engine's core for split shipment without disturbing the bearing compartments.""]",1
split shipment,"[""Also, the fan case is easily separated from the engine's core for split shipment without disturbing the bearing compartments.""]",1
the bear compartment,"[""Also, the fan case is easily separated from the engine's core for split shipment without disturbing the bearing compartments.""]",1
the reliability,"['The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']",1
experience,"['The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']",1
leader,"['The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']",1
777 aircraft,"['The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']",1
the good customer value,"['The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']",1
response,"['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.', 'The CDUs have color displays, again in response to market preferences.']",2
airline preference,"['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.']",1
the layout,"['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.']",1
the 777 flight deck,"['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.']",1
a horizontal format,"['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.']",1
other recent boeing aircraft,"['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.']",1
the 757,"['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.']",1
flight deck feature,"['Flight deck features include the following: Principal flight, navigation and engine information is presented on six large display screens incorporating advanced liquid-crystal display technology.']",1
"principal flight, navigation and engine information","['Flight deck features include the following: Principal flight, navigation and engine information is presented on six large display screens incorporating advanced liquid-crystal display technology.']",1
six large display screen,"['Flight deck features include the following: Principal flight, navigation and engine information is presented on six large display screens incorporating advanced liquid-crystal display technology.']",1
advanced liquid-crystal display technology,"['Flight deck features include the following: Principal flight, navigation and engine information is presented on six large display screens incorporating advanced liquid-crystal display technology.']",1
the new display,"['The new displays save space, weigh less, require less power and generate less heat, which contributes to greater reliability and a longer service life.']",1
space,"['The new displays save space, weigh less, require less power and generate less heat, which contributes to greater reliability and a longer service life.']",1
less power,"['The new displays save space, weigh less, require less power and generate less heat, which contributes to greater reliability and a longer service life.']",1
less heat,"['The new displays save space, weigh less, require less power and generate less heat, which contributes to greater reliability and a longer service life.']",1
